race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202107040112,2021/06/05,中京,曇,12,3歳以上2勝クラス,2勝クラス,15,4,7,171.8,14.0,13,松本大輝,54,ダート,1400,重,1:24.3,1.8,12-12,37.5,450,アオイツヤヒメ
202105020612,2021/05/09,東京,晴,12,立川特別,2勝クラス,11,5,6,79.1,11.0,9,江田照男,53,ダート,1600,良,1:38.7,2.0,10-10,37.7,458,ニュートンテソーロ
202104010412,2021/04/18,新潟,雨,12,角田浜特別,2勝クラス,15,5,9,44.9,13.0,7,秋山稔樹,57,ダート,1200,不,1:11.1,0.6,13-14,36.8,452,シンシティ
202105010812,2021/02/21,東京,晴,12,大島特別,2勝クラス,16,7,13,106.5,14.0,15,柴田大知,57,ダート,1400,良,1:26.9,2.5,4-5,38.5,458,ケイアイビリジアン
202006050308,2020/12/12,中山,曇,8,3歳以上2勝クラス,2勝クラス,16,2,3,23.4,9.0,6,小林脩斗,54,ダート,1200,良,1:11.6,0.4,8-7,37.1,452,コンセッションズ
202005050608,2020/11/22,東京,晴,8,3歳以上1勝クラス,1勝クラス,16,4,7,17.4,6.0,1,小林脩斗,54,ダート,1300,良,1:18.2,-0.1,2-2,36.6,448,(トリプルシックス)
202003030307,2020/11/07,福島,曇,7,3歳以上1勝クラス,1勝クラス,14,8,14,8.6,6.0,3,秋山稔樹,54,ダート,1150,良,1:09.5,0.5,6-7,37.0,448,ヒロノトウリョウ
202004040506,2020/10/24,新潟,曇,6,3歳以上1勝クラス,1勝クラス,12,2,2,28.6,7.0,2,秋山稔樹,54,ダート,1200,重,1:10.9,0.7,4-4,36.7,448,スワーヴシャルル
202006040906,2020/10/04,中山,曇,6,3歳以上1勝クラス,1勝クラス,16,2,3,34.6,8.0,7,原優介,54,ダート,1200,良,1:12.7,0.7,11-11,37.7,452,フジノタカネ
202006040312,2020/09/19,中山,曇,12,3歳以上1勝クラス,1勝クラス,15,2,3,139.9,14.0,4,原優介,54,ダート,1200,良,1:11.6,0.6,8-7,36.5,450,コウソクスピード
202001020709,2020/09/05,札幌,晴,9,3歳以上1勝クラス,1勝クラス,13,4,6,nan,nan,取,原優介,54,ダート,1700,良,,,,,,オレンジペコ
202003020108,2020/07/04,福島,曇,8,3歳以上1勝クラス,1勝クラス,16,7,14,48.9,11.0,10,津村明秀,57,ダート,1150,不,1:08.3,1.0,5-4,36.4,448,ドラゴンズバック
202005021206,2020/05/31,東京,曇,6,4歳以上1勝クラス,1勝クラス,15,5,10,101.9,12.0,8,山田敬士,54,ダート,1400,良,1:26.0,1.6,4-4,38.5,460,コマノゼニト
202004010308,2020/05/16,新潟,曇,8,4歳以上1勝クラス,1勝クラス,15,3,4,56.1,14.0,4,山田敬士,54,ダート,1200,良,1:12.0,0.3,6-6,37.2,458,ビートマジック
202006020407,2020/03/08,中山,雨,7,4歳以上1勝クラス,1勝クラス,15,8,16,35.1,10.0,9,野中悠太,57,ダート,1200,重,1:12.9,1.1,7-7,38.5,462,ダウンタウンプリマ
201902020308,2019/07/13,函館,曇,8,3歳以上1勝クラス,1勝クラス,12,2,2,20.8,7.0,8,富田暁,56,ダート,1000,稍,0:59.6,0.5,9-10,35.6,444,トウショウデュエル
