,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202508030908,2025/10/26,京都,曇,08,壬生特別,2勝クラス,14,6,10,86.3,13,13,団野大成,56,芝,1200,稍重,0:1:09.4,0.7,10-9,34.0,456,モジャーリオ
1,202509040709,2025/09/21,阪神,曇,09,北摂特別,2勝クラス,10,6,6,12.0,4.0,7,西村淳也,56.0,芝,1200,良,0:1:08.8,0.6,9-9,33.4,470,アスティスプマンテ
2,202510020612,2025/07/13,小倉,曇,12,3歳以上1勝クラス,1勝クラス,15,2,4,24.4,9.0,1,団野大成,56.0,芝,1200,良,0:1:08.6,-0.0,8-8,35.0,468,(アウクソー)
3,202508021009,2025/05/25,京都,曇,09,4歳以上1勝クラス,1勝クラス,18,7,15,31.2,9.0,11,吉村誠之,55.0,芝,1400,重,0:1:23.1,0.8,14-16,34.4,464,エールトゥヘヴン
4,202508020806,2025/05/18,京都,晴,06,4歳以上1勝クラス,1勝クラス,16,2,4,17.8,8.0,12,幸英明,56.0,芝,1200,稍重,0:1:09.9,1.1,16-16,33.3,464,トウカイエルデ
5,202509010406,2025/03/09,阪神,晴,06,4歳以上1勝クラス,1勝クラス,11,8,10,18.4,4.0,11,団野大成,56.0,ダート,1800,良,0:2:00.1,5.2,4-4-3-5,42.9,454,メイショウソウタ
6,202508010307,2025/02/10,京都,晴,07,4歳以上1勝クラス,1勝クラス,15,3,4,18.5,7.0,8,団野大成,56.0,ダート,1400,良,0:1:26.9,1.0,11-9,38.2,460,ルミッキ
7,202408050207,2024/10/06,京都,晴,07,3歳以上1勝クラス,1勝クラス,16,2,3,7.1,4.0,7,団野大成,56.0,芝,1800,良,0:1:46.6,0.6,10-9,34.4,456,ブエナオンダ
8,202404010108,2024/04/27,新潟,晴,08,4歳以上1勝クラス,1勝クラス,10,8,9,3.6,1.0,6,角田大河,55.0,芝,1600,良,0:1:36.7,0.4,9-9,33.6,444,ウインアイオライト
9,202409010607,2024/03/10,阪神,晴,07,4歳以上1勝クラス,1勝クラス,10,7,7,2.2,1.0,4,ムルザバ,56.0,芝,1600,良,0:1:35.2,0.6,9-9,33.6,442,サトノスカイターフ
10,202309050512,2023/12/16,阪神,曇,12,,1勝クラス,10,3,3,3.2,2.0,4,ムルザバ,55.0,芝,1800,稍重,0:1:48.1,0.9,8-7,34.2,438,ワイドアラジン
11,202308020807,2023/10/28,京都,晴,07,,1勝クラス,10,7,7,5.5,3.0,2,モレイラ,54.0,芝,1800,良,0:1:46.2,0.3,5-5,34.1,446,グランヴィノス
12,202310030608,2023/08/27,小倉,晴,08,,1勝クラス,12,8,11,3.6,2.0,3,団野大成,53.0,芝,2000,良,0:1:59.6,0.4,3-3-2-2,36.0,446,フォーチュンコード
13,202307030109,2023/07/01,中京,曇,09,,1勝クラス,8,2,2,1.9,1.0,4,坂井瑠星,53.0,芝,2000,重,0:2:02.9,1.2,5-5-5-5,35.5,438,ウィズユアドリーム
14,202309030608,2023/06/18,阪神,曇,08,,1勝クラス,10,8,10,3.4,2.0,2,坂井瑠星,53.0,芝,2000,良,0:2:00.3,0.3,6-6-6-2,34.4,440,カネフラ
15,202306020711,2023/03/18,中山,雨,11,,オープン,16,1,1,8.5,6.0,12,戸崎圭太,54.0,芝,1800,不良,0:1:54.6,1.4,7-5-6-6,38.5,430,エミュー
16,202310010702,2023/02/04,小倉,曇,02,,未勝利,13,4,5,1.7,1.0,1,福永祐一,54.0,芝,1800,良,0:1:47.6,-0.4,7-7-7-4,35.0,434,(シャイニースイフト)
17,202209050206,2022/11/06,阪神,晴,06,,新馬,17,2,3,7.0,3.0,4,団野大成,54.0,芝,1600,良,0:1:36.1,0.3,9-9,33.2,432,バースクライ
