race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202305021108,2023/05/27,東京,晴,8,4歳以上1勝クラス,1勝クラス,16,7,14,103.1,13,12,菅原明良,58,ダート,1600,良,1:38.7,1.3,2-2,38.9,544,アウグスト
,2023/05/17,川崎,晴,10,メイスター賞,,13,1,1,4.1,2,7,御神本訓,57,ダート,1600,稍,1:46.4,1.3,8-8-6-6,41.2,551,アドバンスドリーム
202303010312,2023/04/15,福島,雨,12,4歳以上1勝クラス,1勝クラス,14,3,4,6.8,4,9,丹内祐次,58,ダート,1700,稍,1:48.3,3.1,7-8-13-13,39.4,548,ダノンマジック
202306030409,2023/04/02,中山,曇,9,4歳以上1勝クラス,1勝クラス,13,6,8,9.5,4,5,丹内祐次,58,ダート,1800,良,1:55.3,1.1,3-3-3-3,39.7,544,ミルニュイ
202207060503,2022/12/17,中京,曇,3,3歳以上1勝クラス,1勝クラス,11,3,3,34.4,7,6,西村淳也,56,ダート,1800,良,1:55.9,0.8,4-3-5-3,38.3,542,ハイラブハンター
202206050308,2022/12/10,中山,晴,8,3歳以上1勝クラス,1勝クラス,13,4,4,16.8,6,11,ドイル,56,ダート,1800,良,1:56.1,2.0,4-5-7-8,39.9,542,プリンスミノル
202206040904,2022/10/02,中山,晴,4,3歳以上1勝クラス,1勝クラス,15,8,14,19.7,8,8,大野拓弥,55,ダート,1800,良,1:55.2,1.4,5-5-5-5,38.9,532,ゴールドブリーズ
202206040508,2022/09/19,中山,晴,8,3歳以上1勝クラス,1勝クラス,16,8,15,18.0,7,9,大野拓弥,54,ダート,2400,重,2:36.3,2.2,4-4-3-4,41.4,530,ワカミヤプレスト
202202010607,2022/06/26,函館,晴,7,3歳以上1勝クラス,1勝クラス,12,8,12,18.1,8,8,丹内祐次,53,芝,2600,良,2:42.8,1.2,5-5-5-4,36.0,532,ウインヴァカンス
202206030805,2022/04/17,中山,晴,5,3歳1勝クラス,1勝クラス,13,1,1,33.5,7,11,和田竜二,56,ダート,1800,稍,1:55.2,3.1,10-10-10-9,39.7,536,ペイシャエス
202206010603,2022/01/16,中山,晴,3,3歳未勝利,未勝利,16,6,11,9.0,6,1,和田竜二,56,ダート,1800,良,1:56.3,-0.2,15-15-3-3,39.7,536,(ブラックピアノ)
202105040505,2021/10/23,東京,晴,5,2歳新馬,新馬,16,4,8,19.6,5,14,田辺裕信,55,芝,2000,良,2:06.0,2.8,11-9-10,36.0,516,デリカテス
