race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202308010810,2023/05/14,京都,曇,10,錦S,3勝クラス,13,8,13,112.4,12,11,古川吉洋,54,芝,1600,稍,1:35.3,1.0,1-1,35.0,492,シェイリーン
202308010210,2023/04/23,京都,晴,10,センテニアルパークS,3勝クラス,14,1,1,70.9,11,9,古川吉洋,54,芝,1800,良,1:46.1,0.7,1-1,35.3,492,エンペザー
202307010410,2023/01/09,中京,晴,10,雅S,3勝クラス,16,8,15,248.5,16,16,古川吉洋,58,ダート,1800,良,1:55.9,3.0,6-6-5-5,40.1,488,オディロン
202209060610,2022/12/18,阪神,晴,10,六甲アイランドS,3勝クラス,15,3,5,195.4,15,15,酒井学,57,芝,1400,良,1:21.9,1.6,3-3,36.7,488,アグリ
202209050810,2022/11/27,阪神,晴,10,立雲峡S,3勝クラス,13,4,5,140.6,11,10,幸英明,54,芝,1600,良,1:33.6,1.7,3-3,36.4,484,アールドヴィーヴル
202209020810,2022/04/17,阪神,晴,10,ストークS,3勝クラス,13,1,1,55.0,11,7,富田暁,54,芝,1600,良,1:33.5,0.4,1-1,34.1,480,ヴァリアメンテ
202206030210,2022/03/27,中山,曇,10,春興S,3勝クラス,16,8,15,56.6,11,10,菱田裕二,54,芝,1600,重,1:35.5,1.4,8-8-7,36.6,478,ソウルラッシュ
202109060210,2021/12/05,阪神,曇,10,逆瀬川S,3勝クラス,8,4,4,12.5,6,8,富田暁,57,芝,1800,良,1:47.4,2.4,3-3,36.7,480,スーパーフェザー
202109050309,2021/11/13,阪神,曇,9,岸和田S,3勝クラス,11,8,10,23.9,7,7,富田暁,54,芝,2000,良,2:01.8,0.7,2-2-2-2,36.6,484,スカーフェイス
202110030511,2021/07/17,小倉,小雨,11,不知火S,3勝クラス,10,8,10,10.4,7,5,富田暁,57,芝,1800,良,1:46.9,0.2,3-4-2-3,35.1,484,ダブルシャープ
202109030309,2021/06/26,阪神,曇,9,三木特別,2勝クラス,7,2,2,17.6,5,1,富田暁,57,芝,1800,良,1:46.0,0.0,2-2,35.2,484,(オーマイダーリン)
202008040808,2020/11/01,京都,晴,8,3歳以上2勝クラス,2勝クラス,8,3,3,6.5,4,4,幸英明,57,芝,2000,良,2:02.6,1.4,1-1-1-2,36.1,476,シルヴェリオ
202008040310,2020/10/17,京都,雨,10,清滝特別,2勝クラス,14,2,2,16.8,6,9,酒井学,57,芝,1800,重,1:50.9,1.2,2-2,36.4,482,スマートリアン
202007020510,2020/09/21,中京,晴,10,Mブエナビスタ,2勝クラス,14,7,12,19.4,7,10,富田暁,57,芝,1600,良,1:34.3,1.0,4-5-7,35.4,482,クリスティ
202008030608,2020/05/10,京都,曇,8,4歳以上2勝クラス,2勝クラス,13,7,10,3.9,3,5,北村友一,57,芝,1600,良,1:34.1,0.7,2-3,36.5,482,ウェーブヒーロー
202008030110,2020/04/25,京都,晴,10,六波羅特別,2勝クラス,11,5,5,2.6,1,8,幸英明,57,芝,1600,良,1:34.9,0.7,4-4,34.0,478,ステイオンザトップ
202009020110,2020/03/28,阪神,曇,10,天神橋特別,2勝クラス,12,8,11,5.2,2,2,幸英明,55,芝,1600,稍,1:34.0,0.1,1-1,34.5,478,カイザーミノル
201909050507,2019/12/14,阪神,晴,7,3歳以上1勝クラス,1勝クラス,15,3,4,10.7,5,1,幸英明,56,芝,1800,良,1:47.1,-0.1,1-1,33.9,482,(ルモンド)
201908050507,2019/11/16,京都,晴,7,3歳以上1勝クラス,1勝クラス,18,7,15,32.4,9,3,幸英明,56,芝,1600,良,1:34.3,0.3,2-1,35.3,478,ハッシュゴーゴー
201904030409,2019/10/20,新潟,晴,9,3歳以上1勝クラス,1勝クラス,11,6,7,6.4,3,7,吉田隼人,55,芝,1800,稍,1:48.7,0.5,2-2,35.1,468,キングテセウス
201909040908,2019/09/29,阪神,晴,8,3歳以上1勝クラス,1勝クラス,16,5,9,9.4,5,8,和田竜二,54,芝,1800,良,1:47.2,0.7,3-4,34.7,474,アドマイヤジョラス
201908031211,2019/05/26,京都,晴,11,白百合S(L),,10,6,6,25.9,8,3,幸英明,56,芝,1800,良,1:47.7,0.1,2-2,33.9,468,レッドアネモス
201908030605,2019/05/05,京都,晴,5,3歳未勝利,未勝利,14,7,11,11.8,5,1,和田竜二,56,芝,1800,良,1:46.9,-0.1,4-2,34.8,466,(ダンディズム)
201908020502,2019/02/09,京都,曇,2,3歳未勝利,未勝利,8,3,3,16.8,5,5,四位洋文,56,ダート,1800,稍,1:55.1,1.1,7-7-7-6,37.6,472,ラデツキー
201908010702,2019/01/20,京都,雨,2,3歳未勝利,未勝利,13,5,6,5.9,3,12,四位洋文,56,ダート,1800,稍,1:57.7,2.7,5-5-8-10,41.3,474,メイショウオオタカ
201908010205,2019/01/06,京都,曇,5,3歳未勝利,未勝利,16,2,3,16.5,6,10,四位洋文,56,芝,2000,良,2:04.3,1.4,4-4-5-4,38.0,470,メリーメーキング
201807040405,2018/12/09,中京,晴,5,2歳新馬,新馬,8,2,2,2.3,1,4,富田暁,53,芝,2000,良,2:04.3,0.5,4-3-4-3,36.0,474,タニノドラマ
