race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202406050211,2024/12/01,中山,晴,11,ラピスラズリS,オープン,16,6,12,185.7,15.0,14,城戸義政,58.0,芝,1200,良,0:1:08.7,1.5,11-13,34.1,462,ペアポルックス
202408050311,2024/10/12,京都,晴,11,大阪スポーツ杯(OP),オープン,16,3,6,67.4,11,16,酒井学,58,ダート,1800,良,1:55.2,4.2,6-5-8-16,40.6,468,デリカダ
202407020211,2024/08/11,中京,晴,11,小倉記念(GIII),オープン,12,5,6,30.3,11,11,酒井学,54,芝,2000,良,1:58.0,1.5,1-1-1-1,37.0,458,リフレーミング
202410030811,2024/07/21,小倉,晴,11,中京記念(GIII),オープン,14,1,1,68.1,13,14,西塚洸二,55,芝,1800,良,1:49.6,2.4,1-1-2-12,39.4,470,アルナシーム
202403010411,2024/04/14,福島,晴,11,福島民報杯(L),,16,5,9,57.6,12,13,城戸義政,55,芝,2000,良,1:59.9,1.0,1-1-1-2,36.7,464,リフレーミング
202406020211,2024/02/25,中山,小雨,11,中山記念(GII),オープン,16,8,15,172.0,14,14,永野猛蔵,57,芝,1800,稍,1:50.2,2.1,4-3-4-6,39.2,472,マテンロウスカイ
202309050111,2023/12/02,阪神,晴,11,チャレンジC(GIII),オープン,13,8,13,103.3,12,12,斎藤新,57,芝,2000,良,2:00.1,1.3,1-1-1-1,36.4,468,ベラジオオペラ
202303030411,2023/11/12,福島,曇,11,福島記念(GIII),オープン,16,2,4,14.4,7,13,藤岡佑介,55,芝,2000,良,2:02.6,1.7,1-1-1-1,38.6,466,ホウオウエミーズ
202310030211,2023/08/13,小倉,晴,11,小倉記念(GIII),オープン,16,1,2,10.5,5,2,西村淳也,55,芝,2000,良,1:58.2,0.4,1-1-1-1,35.7,470,エヒト
202302020611,2023/07/16,函館,曇,11,函館記念(GIII),オープン,16,7,14,47.4,14,16,藤岡佑介,55,芝,2000,稍,2:05.6,4.2,2-2-3-8,40.5,482,ローシャムパーク
