,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,スティルシャイニン,牡4,57.0,▲水沼,天間,,美浦,2022103884,01201,メイショウボーラー,コウユーヒカリママ,ロックオブジブラルタル
1,2,2,モスクロッサー,セ5,60.0,難波,萩原,,美浦,2021105501,01066,ハーツクライ,クリスプ,El Corredor
2,3,3,モズクルードラゴン,牡7,60.0,田村,天間,,美浦,2019103719,01105,グランプリボス,モズラコルタ,ヴィクトワールピサ
3,3,4,メイショウフンジン,牡8,60.0,中村,秋山,,栗東,2018106571,01101,ホッコータルマエ,シニスタークイーン,シニスターミニスター
4,4,5,ネイチャーシップ,牡8,60.0,大江圭,畠山,,美浦,2018102917,01120,ゴールドシップ,アルデグロリア,アルデバラン
5,4,6,アニージョ,セ7,60.0,森一,吉田,,栗東,2019103634,01139,ケープブランコ,アニムス,ゴールドアリュール
6,5,7,グラヴィテ,牝8,58.0,黒岩,藤野,,栗東,2018103603,01072,ネオユニヴァース,ファシネイト,キングカメハメハ
7,5,8,アンノウンウォリア,牡7,60.0,小坂,平田,,栗東,2019100577,01063,マジェスティックウォリアー,セイユウヴィーナス,ハーツクライ
8,6,9,セキテイオー,牡7,60.0,上野,田中剛,,美浦,2019101351,01087,ロゴタイプ,ユキアカリノマチ,キングカメハメハ
9,6,10,メラーキ,牡9,57.0,▲坂口,稲垣,,美浦,2017105634,01211,ハーツクライ,レツィーナ,キャプテンスティーヴ
10,7,11,ドラギニャン,牡4,57.0,▲井上,河嶋,,栗東,2022106684,01151,オルフェーヴル,ザデイ,シンボリクリスエス
11,7,12,リードアクトレス,牝5,58.0,小野寺,安達,,栗東,2021102654,01123,マジェスティックウォリアー,ブラウンテヌート,シンボリクリスエス
12,8,13,ゴールドストーム,牡4,59.0,五十嵐,粕谷,,美浦,2022102708,01069,オルフェーヴル,ニシノミラクル,スペシャルウィーク
13,8,14,ブライテストドーン,セ6,60.0,草野,田島,,美浦,2020102956,01113,マインドユアビスケッツ,デザートオブムーン,ゼンノロブロイ
