,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ビッグノエルルーフ,牝3,55.0,江田照,田中剛,,美浦,2023100081,00689,モーニン,フジノドラマ,フォーティナイナーズサン  Fourty Niners Son(米),-1.0359063823763535,5
1,2,2,アルティソナンテ,牝3,53.0,△舟山,萩原,,美浦,2023103533,01221,ダノンキングリー,プライマリーコード,クロフネ,0.5268296271687644,1
2,2,3,ブルームザスマイル,牝3,51.0,★河原田,鈴木孝,,栗東,2023104247,01204,サンダースノー,スクウェアセイル,トゥザワールド,-0.2971891180921561,2
3,3,4,マスカルポーネ,牝3,55.0,武藤,水野,,美浦,2023104632,01169,リオンディーズ,ベーリーオクルス,キズナ,-1.0465864958448272,6
4,3,5,ブリスフルイヤー,牝3,52.0,▲石田,新開,,美浦,2023103570,01203,ニューイヤーズデイ,メイクハッピー,Square Eddie,-0.38883096978462994,3
5,4,6,スズノボンライミー,牝3,53.0,◇永島,平田,,栗東,2023102137,01187,カレンブラックヒル,スズノミライ,バトルプラン,-3.963985418282341,15
6,4,7,プラトニックガール,牝3,55.0,杉原,田村,,美浦,2023105130,01135,イスラボニータ,スイートウィスパー,ルーラーシップ,-2.8514336626564116,13
7,5,8,ペールデュクラン,牝3,55.0,菊沢,菊沢,,美浦,2023103469,01161,キズナ,ダイワレジェンド,キングカメハメハ,-3.3076795602888165,14
8,5,9,ダノンプレサージュ,牝3,55.0,横山典,大竹,,美浦,2023105295,00660,サートゥルナーリア,シーウィルレイン,Manhattan Rain,-1.4507103044329317,10
9,6,10,フィーユレアル,牝3,55.0,斎藤,斎藤誠,,美浦,2023101443,01178,リオンディーズ,アリストライン,ハーツクライ,-1.0633220896800724,7
10,6,11,ノーブルトレジャー,牝3,52.0,▲田山,牧浦,,栗東,2023106706,01220,ダノンスマッシュ,スターコレクション,アグネスタキオン,-0.49557919691742763,4
11,7,12,ブエノスオプティマ,牝3,55.0,横山琉,高橋忠,,栗東,2023103991,01192,オルフェーヴル,グラントリノ,グランデラ,-2.102727789395339,12
12,7,13,ベルソテイラ,牝3,52.0,▲小林美,西村,,栗東,2023102641,01206,ホッコータルマエ,ティープラズマ,エンパイアメーカー,-1.8331473276269725,11
13,8,14,シューペルブリアン,牝3,53.0,△長浜,佐藤吉,,美浦,2023101790,01214,ダノンレジェンド,ハートサングラス,モーリス,-1.2067044367215456,8
14,8,15,メジロピオラ,牝3,55.0,丹内,武井,,美浦,2023103905,01091,リオンディーズ,メジロシャレード,マンハッタンカフェ,-1.2948735857898328,9
