,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,スリーピース,牡3,57.0,シュタルケ,武井,美浦,2022104972,05115,ミッキーアイル ,ビバリーヒルズ ,スニッツェル Snitzel(豪) ,-0.581589004463759,5
1,2,2,タイセイディアマン,牡3,57.0,幸,大橋,栗東,2022107082,00732,カレンブラックヒル ,メリオール ,キングカメハメハ ,-2.15147675526203,10
2,2,3,トゥインクルアップ,牝3,55.0,鮫島駿,杉山佳,栗東,2022100065,01157,ロジャーバローズ ,ジョリーアップ ,バトルプラン Battle Plan(米) ,-0.6194727821512966,6
3,3,4,ユウトザレン,牡3,56.0,☆高杉,千田,栗東,2022101016,01213,ゴールドドリーム ,ジュエルド ,ストーミングホーム Storming Home(英) ,-2.3249053633397754,13
4,3,5,ダイシンリンク,牡3,57.0,川田,森秀,栗東,2022106699,01088,ダノンレジェンド ,ケイアイデイジー ,クロフネ ,-2.2492093077090227,11
5,4,6,ケイアイマハナ,牡3,57.0,荻野琢,秋山,栗東,2022106584,01112,Into Mischief ,オリーズキャンディ Ollie's Candy(米) ,Candy Ride ,-3.4855789701820665,14
6,4,7,メイショウハチロー,牡3,57.0,武豊,福永,栗東,2022103264,00666,モズアスコット ,エナジーピエトラ ,サウスヴィグラス ,0.9163435645243448,2
7,5,8,ダノンフィーゴ,牡3,57.0,レーン,友道,栗東,2022100623,05585,ドゥラメンテ ,デックドアウト Decked Out(米) ,Street Boss ,0.7759587980160879,3
8,5,9,エナジーガンツ,牡3,57.0,菱田,小椋,栗東,2022103286,01144,ドレフォン Drefong(米) ,ブルーメンブラット ,アドマイヤベガ ,-2.2638954253907753,12
9,6,10,サンライズアレス,牡3,54.0,▲森田,前川,栗東,2022105967,01222,コパノリッキー ,ミヤジヴィジェ ,エンパイアメーカー Empire Maker(米) ,-1.6875311016753731,9
10,6,11,リンゲルブルーメ,牝3,55.0,松山,池添,栗東,2022105011,01126,,,,-1.6738218116480947,8
11,7,12,ストップヤーニング,牡3,57.0,菅原明,羽月,栗東,2022107306,01179,,,,-0.7514870905394816,7
12,7,13,ミヤジマナ,牝3,55.0,浜中,宮地,栗東,2022106200,01115,,,,0.44258296274609216,4
13,8,14,グランキングオー,牡3,57.0,岩田望,高橋康,栗東,2022100664,01174,,,,2.2932946260820066,1
14,8,15,ヒデノブルースカイ,牡3,57.0,藤岡佑,梅田,栗東,2022100837,01093,,,,-4.918981532760243,15
