,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ロードプレイヤー,牡5,57.0,▲坂口,尾形,美浦,2020101199,01211,グレーターロンドン ,ホオポノポノ ,タニノギムレット 
1,2,2,サニーオーシャン,セ7,60.0,石神深,杉浦,美浦,2018103296,01059,ゼンノロブロイ ,ヨドノグレイス ,バゴ Bago(仏) 
2,3,3,レッドランメルト,牡6,60.0,上野,国枝,美浦,2019104981,01087,ディープインパクト ,クイーンズアドヴァイス Queen's Advice(亜) ,Orpen 
3,3,4,タイセイシェダル,牡7,60.0,難波,高橋忠,栗東,2018103021,01066,ルーラーシップ ,アラドヴァル ,シンボリクリスエス 
4,4,5,ナムラドーギー,牡4,59.0,五十嵐,石栗,美浦,2021104267,01069,,,
5,4,6,ジーティーオウジャ,セ4,57.0,▲水沼,石栗,美浦,2021104943,01201,,,
6,5,7,ジーククローネ,セ5,60.0,草野,宮田,美浦,2020103537,01113,,,
7,5,8,フェーングロッテン,セ6,60.0,高田,宮本,栗東,2019105366,01046,,,
8,6,9,ビヨンドザタイム,牡6,57.0,▲土田,上原博,美浦,2019100677,01198,,,
9,6,10,ララプロフォン,牡5,57.0,▲井上,坂口,栗東,2020105841,01151,,,
10,7,11,ビオグラフィア,牡7,60.0,中村,松下,栗東,2018105471,01101,,,
11,7,12,ミルトハンター,牡5,60.0,小牧加,中竹,栗東,2020105157,01196,,,
12,8,13,ドライブアローカス,牡5,60.0,黒岩,戸田,美浦,2020103034,01072,,,
13,8,14,ホウオウユニコーン,牡6,60.0,伴,奥村武,美浦,2019105808,01149,,,
