,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,コンフェルマ,セ5,60.0,小牧加,寺島,486(-20),栗東,2021105970,01196,エピファネイア,ブルーダイアモンド,ディープインパクト
1,2,2,ランフォースマイル,牝4,57.0,五十嵐,秋本,478(+14),美浦,2022104130,01069,サトノダイヤモンド,サンキュースマイル,ブライアンズタイム
2,3,3,コトブキヘスペラス,牡6,60.0,金子,金成,466(+4),美浦,2020100209,01052,ハーツクライ,エーシンベロシティ,Lemon Drop Kid
3,3,4,バンデルオーラ,牡7,60.0,伴,岩戸,490(+6),美浦,2019104915,01149,トーセンラー,マチカネハヤテ,サクラバクシンオー
4,4,5,メイショウトム,牡5,60.0,難波,谷,488(-6),栗東,2021110065,01066,パレスマリス,Nothing But Tom,Street Cry
5,4,6,ヨシノヤッタルデー,牡5,60.0,黒岩,中竹,466(-2),栗東,2021102336,01072,ファインニードル,ナムラバイオレット,チーフベアハート
6,5,7,ヴァルトバーデン,牡4,57.0,▲鷲頭,粕谷,490(+8),美浦,2022101548,01202,ディープブリランテ,ネイチャーガイド,エルコンドルパサー
7,5,8,キャネル,牡5,57.0,▲坂口,手塚久,504(+6),美浦,2021105885,01211,ブリックスアンドモルタル,レッドラヴィータ,スペシャルウィーク
8,6,9,ゴールデンステップ,牝5,58.0,上野,和田勇,490(-8),美浦,2021103555,01087,ブリックスアンドモルタル,ルミナスレッド,トーセンダンス
9,6,10,セイウンビッグバン,牡4,57.0,▲水沼,萱野,444(-6),美浦,2022100737,01201,アドマイヤマーズ,セイウンメテオ,Acclamation
10,7,11,プレミアブルー,牡4,59.0,中村,菊川,456(-12),美浦,2022102387,01101,トーセンラー,ナイキアムール,マヤノトップガン
11,7,12,エターナルシルバー,牡4,59.0,草野,中舘,470(+2),美浦,2022106737,01113,シルバーステート,フォーエヴァーユアーズ,Motivator
12,8,13,イェルマーク,牡5,60.0,大江圭,西田,512(+10),美浦,2021110117,01120,Blue Point,Down The Hatch,Flying Spur
13,8,14,パーセルペーパー,牡5,60.0,江田勇,和田雄,444(-2),美浦,2021106840,01023,ロージズインメイ,ビジュティエ,オルフェーヴル
