,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ポリトナリティー,牝5,61.0,水沼,和田雄,430(+12),美浦,2021100016,01201,エイシンヒカリ,ポリリズム,バチアー
1,2,2,フォージドブリック,牡5,63.0,大江圭,西田,566(+2),美浦,2021104800,01120,ブリックスアンドモルタル,リープオブフェイス,クロフネ
2,3,3,ホウオウプロサンゲ,牡5,63.0,小野寺,矢作,504(+2),栗東,2021105623,01123,キズナ,セルキス,Monsun
3,4,4,サンデイビス,牡8,63.0,上野,村田,520(+4),美浦,2018100297,01087,ジョーカプチーノ,ピントゥハティ,アドマイヤムーン
4,5,5,プラチナドリーム,牡7,63.0,石神深,菊川,488(-2),美浦,2019106330,01059,ホッコータルマエ,サティーヌアロム,シンボリクリスエス
5,6,6,エコロデュエル,牡7,63.0,草野,岩戸,480(0),美浦,2019101614,01113,キタサンブラック,クラリネット,Giant's Causeway
6,7,7,ネビーイーム,牡8,63.0,小牧加,中竹,540(-4),栗東,2018103677,01196,キズナ,ヴェルヴェットクイーン,シングスピール
7,7,8,ヘザルフェン,牡5,63.0,森一,昆,510(-4),栗東,2021110022,01139,Golden Horn,Entertainment,Halling
8,8,9,タンジェントアーク,セ8,63.0,五十嵐,田村,448(0),美浦,2018100752,01069,エイシンフラッシュ,サトノサンシャイン,ステイゴールド
9,8,10,ディナースタ,牡7,63.0,高田,辻野,486(+6),栗東,2019101507,01046,ドゥラメンテ,ラヴァリーノ,Unbridled's Song
