,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ニューツーリズム,セ8,60.0,小野寺,黒岩,美浦,2016104252,01123,ドリームジャーニー ,インディストラーダ ,マンハッタンカフェ 
1,2,2,ザレストノーウェア,牡6,60.0,江田勇,新開,美浦,2018105291,01023,ディープインパクト ,ミュージカルウェイ Musical Way(仏) ,Gold Away 
2,3,3,ヴァレッタカズマ,牡5,60.0,高田,藤野,栗東,2019105292,01046,ミッキーアイル ,ティッカーコード ,Giant's Causeway (米) 
3,4,4,タンジェントアーク,セ6,60.0,土田,田村,美浦,2018100752,01198,エイシンフラッシュ ,サトノサンシャイン ,ステイゴールド 
4,4,5,スピアヘッド,牡5,60.0,石神深,菊川,美浦,2019102219,01059,ハービンジャー Harbinger(英) ,チュウワプリンセス ,スペシャルウィーク 
5,5,6,ネビーイーム,牡6,60.0,小坂,佐々木,栗東,2018103677,01063,キズナ ,ヴェルヴェットクイーン Velvet Queen(英) ,シングスピール Singspiel(愛) 
6,5,7,アサクサゲンキ,セ9,60.0,小牧加,音無,栗東,2015110032,01196,Stormy Atlantic ,Amelia ,Dixieland Band 
7,6,8,パーリーブラック,牡4,60.0,草野,伊坂,美浦,2020103539,01113,キタサンブラック ,パーリーアヴェニュー Pearly Avenue(英) ,Anabaa 
8,6,9,プラチナドリーム,牡5,60.0,黒岩,平田,栗東,2019106330,01072,ホッコータルマエ ,サティーヌアロム ,シンボリクリスエス 
9,7,10,テイエムナイスラン,牡5,60.0,五十嵐,石栗,美浦,2019102826,01069,ジャスタウェイ ,メイショウボーテ ,シンボリクリスエス 
10,7,11,ピーターサイト,牡4,60.0,上野,村田,美浦,2020105611,01087,ワンアンドオンリー ,ヴィクトリアアイ ,ブライアンズタイム Brian's Time(米) 
11,8,12,レディステディゴー,牡6,60.0,難波,中村,栗東,2018104865,01066,ダイワメジャー ,レディトゥプリーズ Ready to Please(米) ,More Than Ready 
12,8,13,サンマルグレイト,牡4,60.0,大江圭,佐藤吉,美浦,2020101779,01120,グレーターロンドン ,サンマルベラータ ,ハービンジャー Harbinger(英) 
