,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ディープモンスター,牡6,57.0,浜中,池江,栗東,2018104475,01115,ディープインパクト ,シスタリーラヴ Sisterly Love(米) ,Bellamy Road ,0.4353624959332517,6
1,2,2,エピファニー,牡5,57.0,杉原,宮田,美浦,2019105532,01135,エピファネイア ,ルールブリタニア ,ディープインパクト ,0.23518373570483553,7
2,2,3,バビット,牡7,57.0,団野,浜田,栗東,2017103000,01180,ナカヤマフェスタ ,アートリョウコ ,タイキシャトル ,-2.1044559476095177,14
3,3,4,マキシ,牡4,57.0,Ｃデムーロ,辻野,栗東,2020103666,05473,エピファネイア ,ラキシス ,ディープインパクト ,2.173871250538379,2
4,3,5,アルビージャ,牡6,57.0,ルメール,手塚,美浦,2018104913,05339,モーリス ,アロマティコ ,キングカメハメハ ,-0.694450338730153,10
5,4,6,コガネノソラ,牝3,53.0,丹内,菊沢,美浦,2021106823,01091,ゴールドシップ ,マイネヒメル ,ロージズインメイ Roses in May(米) ,-0.5542542722170952,9
6,4,7,マイネルモーント,牡4,57.0,田口,高木,美浦,2020105749,01208,ゴールドシップ ,ゲッカコウ ,ロージズインメイ Roses in May(米) ,0.7827057542717418,5
7,5,8,エアファンディタ,牡7,57.0,武豊,池添,栗東,2017110138,00666,ハットトリック ,Nokaze ,エンパイアメーカー Empire Maker(米) ,-1.8605158242763469,13
8,5,9,ラヴェル,牝4,55.0,川田,矢作,栗東,2020103390,01088,キタサンブラック ,サンブルエミューズ ,ダイワメジャー ,2.4284799204468785,1
9,6,10,ルペルカーリア,牡6,57.0,岩田望,友道,栗東,2018105076,01174,モーリス ,シーザリオ ,スペシャルウィーク ,1.6598085725101765,3
10,6,11,セイウンハーデス,牡5,57.0,幸,橋口,栗東,2019102632,00732,シルバーステート ,ハイノリッジ ,マンハッタンカフェ ,1.3974157009931052,4
11,7,12,ボルドグフーシュ,牡5,57.0,松山,宮本,栗東,2019104909,01126,スクリーンヒーロー ,ボルドグザグ Boldogsag(仏) ,Layman ,-1.448327372167929,12
12,7,13,アウスヴァール,セ6,57.0,古川吉,昆,栗東,2018101010,01015,ノヴェリスト Novellist(愛) ,カネツスペシャル ,スペシャルウィーク ,-2.370135875746605,15
13,8,14,ダノンエアズロック,牡3,55.0,ムーア,堀,美浦,2021105817,05366,モーリス ,モシーン Mosheen(豪) ,Fastnet Rock (豪) ,-0.43500495644024206,8
14,8,15,ラーグルフ,牡5,57.0,Ｍデムーロ,宗像,美浦,2019101782,05212,モーリス ,アバンドーネ ,ファルブラヴ Falbrav(愛) ,-1.0794589351701738,11
