,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ブリラーノ,牝5,56.0,小林凌,土田,美浦,2019102783,01177,ザファクター ,プレシャスペスカ ,フジキセキ ,-1.7764580280780704,16
1,1,2,ダノンマカルー,セ3,57.0,戸崎圭,田中博,美浦,2021105965,05386,ドゥラメンテ ,デックドアウト Decked Out(米) ,Street Boss ,-0.6789968663933176,10
2,2,3,スイッチオン,牡4,58.0,大野,小手川,美浦,2020106221,01096,マジェスティックウォリアー Majestic Warrior(米) ,ケイアイミサイル ,スペシャルウィーク ,-0.09790038670718074,8
3,2,4,ゴールデンシーカー,牡5,58.0,野中,天間,美浦,2019100899,01158,ジョーカプチーノ ,ゴールデンレコード ,ハーツクライ ,-1.3797193540349801,12
4,3,5,ニシノジーク,牡3,57.0,松岡,奥平,美浦,2021107062,01085,リーチザクラウン ,エテ ,Congrats (米) ,-0.04683993023694746,5
5,3,6,エイシンホイップ,牝3,55.0,吉田豊,田中剛,美浦,2021100088,00733,イスラボニータ ,エイシンソルティー ,Tapit (米) ,0.5436543725062799,2
6,4,7,タッカー,牡3,57.0,西村淳,清水英,美浦,2021102049,01171,ミッキーロケット ,タッカースタート ,シンボリクリスエス ,-1.4693526321767527,14
7,4,8,ルージュアズライト,牝4,52.0,★小林美,森一,美浦,2020101610,01206,リオンディーズ ,レッドセシリア ,ハーツクライ ,0.7196610040366284,1
8,5,9,ガラスノブルース,牡3,57.0,田辺,田村,美浦,2021104276,01075,デクラレーションオブウォー ,スティルウォーター ,キングカメハメハ ,0.30973803020730234,3
9,5,10,カサブランカキッド,牡4,58.0,横山典,和田勇,美浦,2020104936,00660,ドレフォン Drefong(米) ,ビーチパラソル ,ダイワメジャー ,-1.3845317425514039,13
10,6,11,エクトゥシュタール,牡4,56.0,△小林脩,伊藤圭,美浦,2020100206,01183,リアルスティール ,レディナデシコ ,ワイルドラッシュ Wild Rush(米) ,-1.5769923917474966,15
11,6,12,クイーンオブソウル,牝4,56.0,津村,林,美浦,2020102995,01092,マインドユアビスケッツ Mind Your Biscuits(米) ,ビジューミニョン ,ダイワメジャー ,-0.7547793509869009,11
12,7,13,コウユーユメノヨウ,牝3,55.0,江田照,竹内,美浦,2021101194,00689,エイシンヒカリ ,コウユーキズナ ,ティンバーカントリー Timber Country(米) ,-0.050239116793552994,6
13,7,14,ゲキザル,牡5,54.0,★大江比,青木,美浦,2019102102,01210,ザファクター ,トゥモローズライト ,アフリート Afleet(加) ,-0.002033105774040228,4
14,8,15,ヘレンキムゼー,牡5,58.0,三浦,古賀,美浦,2019104560,01122,イスラボニータ ,シークレットジプシー Secret Gypsy(米) ,Sea of Secrets ,-0.05226844423881211,7
15,8,16,ラヴァグロウ,牝4,56.0,木幡巧,畠山,美浦,2020103937,01162,ホッコータルマエ ,ブロンズテーラー ,ロージズインメイ Roses in May(米) ,-0.297574752325031,9
