,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,タマモナポリ,牝3,54.0,丹内,河嶋,栗東,2021106177,01091,カレンブラックヒル ,タマモリド ,ワイルドラッシュ Wild Rush(米) ,-1.4615262456192093,6
1,2,2,ファミリーラヴ,牝4,56.0,団野,野中,栗東,2020110042,01180,Frankel ,Household Name ,Zamindar ,-2.560400716880988,10
2,3,3,サンデーヒーロー,牡4,58.0,荻野琢,中村,栗東,2020100903,01112,サトノダイヤモンド ,ブラックショコラ ,サウスヴィグラス ,-1.8798789678026961,7
3,4,4,ブルーワール,牡3,56.0,岩田望,高柳大,栗東,2021110097,01174,Arrogate (米) ,Ignite ,Jump Start ,0.278761848329153,2
4,5,5,エスオーライジング,牡3,55.0,☆泉谷,木原,栗東,2021102631,01182,ラブリーデイ ,マッドアバウトユー ,アルデバランII Aldebaran(米) ,-0.36848461997992654,4
5,5,6,トモジャオッシュ,牡3,56.0,幸,大根田,栗東,2021102618,00732,ホッコータルマエ ,ミナスジェライス ,マンハッタンカフェ ,-1.9247552418258806,9
6,6,7,ソウルユニバンス,セ7,58.0,国分優,平田,栗東,2017105358,01125,キンシャサノキセキ ,シーカーマ C Karma(米) ,Exchange Rate ,-0.8135264251053056,5
7,6,8,シャンデルナゴル,牡4,58.0,Ｃデムーロ,石坂,栗東,2020103193,05473,サトノダイヤモンド ,アガルタ ,キングカメハメハ ,0.7887845894977207,1
8,7,9,トーレ,牡3,56.0,太宰,高橋亮,栗東,2021103161,01037,マジェスティックウォリアー Majestic Warrior(米) ,マミモナ ,ダンスインザダーク ,-4.356013016978206,12
9,7,10,ボックスオフィス,牡3,56.0,川又,吉村,栗東,2021101691,01166,タリスマニック Talismanic(英) ,ベストピクチャー ,Dubawi ,-3.1970253545335505,11
10,8,11,カネトシゴウト,牡3,55.0,☆田口,大橋,栗東,2021100709,01208,シニスターミニスター Sinister Minister(米) ,カネトシビバーチェ ,キングカメハメハ ,-0.31604163894030296,3
11,8,12,エリカヴェネチア,牝3,54.0,松山,吉岡,栗東,2021110106,01126,Curlin (米) ,First Passage ,Giant's Causeway (米) ,-1.9058161095208221,8
