,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ブライティアダイヤ,牝4,55.0,☆横山琉,稲垣,美浦,2021102468,01192,サトノアラジン ,ブライティアナイル ,アドマイヤベガ ,0.967652646336425,1
1,2,2,ドランクマン,牡4,57.0,☆松本,新谷,栗東,2021102164,01191,シルバーステート ,グロリエッテ ,アドマイヤムーン ,-1.6104355684313527,10
2,2,3,サンライズフォルス,牡5,55.0,▲川端,羽月,栗東,2020101535,01195,マクフィ Makfi(英) ,アンセミス ,ハーツクライ ,-0.14226367662677,3
3,3,4,ピースフルナイト,牝5,56.0,斎藤,高野,栗東,2020106821,01178,ファインニードル ,フロレンティナ ,クロフネ ,-1.5225977163694655,8
4,3,5,マイネルラッシュ,牡5,58.0,丹内,水野,美浦,2020105803,01091,ダイワメジャー ,ワンダフルラッシュ ,バゴ Bago(仏) ,-1.665601853946015,11
5,4,6,ツッチーフェイス,牝6,56.0,小沢,今野,栗東,2019100249,01185,ハービンジャー Harbinger(英) ,ヤマノローラ ,スペシャルウィーク ,-2.482156773636555,14
6,4,7,マテンロウアネモス,牝5,53.0,▲今村,久保田,美浦,2020102208,01193,サトノダイヤモンド ,バロネスサッチャー Baroness Thatcher(米) ,ヨハネスブルグ Johannesburg(米) ,-0.18814577167564908,4
7,5,8,ハウファアイルゴー,牝6,53.0,▲古川奈,天間,美浦,2019105765,01190,トーセンジョーダン ,スピリテッドエアー ,Danehill Dancer (愛) ,-2.979108831558668,15
8,5,9,ガットネロ,牝5,54.0,◇永島,東田,栗東,2020105073,01187,アメリカンペイトリオット ,ブラックシュガー ,ブラックタイド ,0.04609141547227628,2
9,6,10,イリスアスール,牝4,56.0,角田和,角田,栗東,2021103493,01186,イスラボニータ ,クイックメール ,タイキシャトル ,-1.4735833380111079,7
10,6,11,アンバーニードル,牡4,58.0,菊沢,加藤征,美浦,2021100594,01161,ファインニードル ,ミヤコノユメ ,ロードカナロア ,-0.8843138327964867,6
11,7,12,ビアフォーナウ,牝4,56.0,亀田,池上,美浦,2021104481,01176,バトルプラン Battle Plan(米) ,カリストーガ ,ダノンシャンティ ,-1.7157747126473288,12
12,7,13,アンタノバラード,牝5,56.0,内田博,伊藤大,美浦,2020106963,00422,ダノンバラード ,ヴァップ ,ストーミングホーム Storming Home(英) ,-1.533265903301392,9
13,8,14,キョウエイカンセ,牡4,55.0,▲遠藤,萱野,美浦,2021101905,01218,ビッグアーサー ,キョウエイレガシー ,ハービンジャー Harbinger(英) ,-0.7250274580005814,5
14,8,15,ハッピーサプライズ,牡4,58.0,秋山稔,佐藤吉,美浦,2021106395,01181,レッドファルクス ,ハッピーパーティー ,クロフネ ,-2.3542241238140154,13
