,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マーシーラン,牝4,56.0,藤岡佑,渡辺,栗東,2021103901,01093,レッドファルクス ,ラックアサイン ,ハービンジャー Harbinger(英) ,-0.4109024635659089,6
1,2,2,サリュエ,牡4,58.0,団野,野中,栗東,2021101650,01180,ファインニードル ,ザミリア Zameyla(愛) ,Cape Cross ,0.16151488696915178,2
2,3,3,テリオスソラ,牝4,53.0,▲柴田裕,松下,栗東,2021104037,01212,リオンディーズ ,クリムゾンブーケ ,クロフネ ,-3.4393341996194193,12
3,4,4,ショウナンラウール,牝4,56.0,田口,高橋忠,栗東,2021104242,01208,ショウナンバッハ ,ショウナンマライア ,クロフネ ,-0.32748582460792275,5
4,5,5,メイショウヒュウガ,牡5,58.0,松若,安達,栗東,2020106843,01154,ダンカーク Dunkirk(米) ,カネトシガーネット ,キングカメハメハ ,-2.982424665248754,11
5,5,6,マルクパージュ,牝5,53.0,▲和田陽,加藤公,栗東,2020103495,01223,ハービンジャー Harbinger(英) ,ディープストーリー ,ディープインパクト ,-0.9760274658681465,7
6,6,7,メイショウサチダケ,牡4,58.0,武豊,鈴木孝,栗東,2021103210,00666,アドミラブル ,メイショウハバネラ ,アイルハヴアナザー I'll Have Another(米) ,-2.5473875407455138,9
7,6,8,サダメ,牝4,56.0,幸,畑端,栗東,2021103862,00732,ディスクリートキャット Discreet Cat(米) ,サテラノサト ,ディープブリランテ ,-0.0679508722419568,4
8,7,9,ニックオブタイム,セ4,58.0,中井,中内田,栗東,2021101643,01141,ロードカナロア ,グレイトタイミング Great Timing(米) ,Raven's Pass ,-0.049900796749440327,3
9,7,10,リアライズ,牡5,55.0,▲森田,石橋,栗東,2020105299,01222,シルバーステート ,ネーラペルレ ,キングカメハメハ ,0.19191285346138448,1
10,8,11,ヴァイタルピース,セ4,58.0,和田竜,吉田,栗東,2021110079,01018,Pivotal ,Tobruk ,Paris House ,-1.5421494388917882,8
11,8,12,ジャンヌローサ,牝4,55.0,☆吉村,井上,栗東,2021103488,01216,イスラボニータ ,オルレアンローズ ,ベーカバド Behkabad(仏) ,-2.580738669168575,10
