,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ルナーマンス,牝3,55.0,団野,斉藤崇,438(-2),栗東,2023101176,1180,シルバーステート,ルネイション,アドマイヤムーン,-0.5307192565530929,8,-0.3372943463527559,8,,
1,1,2,リヴァイ,牡3,57.0,西村淳,高野,512(+10),栗東,2023103585,1171,サートゥルナーリア,ランドスケープ,ジャスタウェイ,-0.6021022191588287,9,-0.3549637319099643,9,,
2,2,3,リフルフォース,牝3,55.0,北村友,上村,466(-2),栗東,2023105788,1102,ロードカナロア,イトワズマジック,War Front,0.4855408763186099,5,-0.08574003340964106,5,,
3,2,4,ヤマニンフェイエル,牡3,57.0,岩田望,中村,460(+4),栗東,2023104358,1174,フィエールマン,ヤマニンアタシャン,フレンチデピュティ,0.6481589137576815,3,-0.04548727985081606,3,,
4,3,5,レガリアーナ,牝3,55.0,松若,安達,376(+2),栗東,2023103763,1154,トーセンラー,オルトルート,ローエングリン,-0.9412992710520351,11,-0.4389249920060519,11,,
5,3,6,ヴィゴラスガイア,牝3,55.0,吉村,武英,404(0),栗東,2023105113,1216,リアルスティール,ウェーブガイア,ヨハネスブルグ,-1.573671349727707,15,-0.595455705580497,15,,
6,4,7,カルロット,牡3,57.0,武豊,武幸,512(-2),栗東,2023105339,666,リオンディーズ,ラルケット,ファルブラヴ,-0.992309601556714,12,-0.45155155112024836,12,,
7,4,8,グレンセロース,牝3,55.0,池添,池添,442(-2),栗東,2023103794,1032,オルフェーヴル,ソルヴェイグ,ダイワメジャー,-1.0243194220800669,13,-0.45947492442667814,13,,
8,5,9,フルムーン,牡3,57.0,高杉,藤岡健,468(0),栗東,2023100610,1213,ロードカナロア,ムーンライトベイ,High Chaparral,0.5314322947029901,4,-0.074380555803207,4,,
9,5,10,ジューンオアシス,牡3,57.0,菱田,飯田,466(-2),栗東,2023101722,1144,ミッキーアイル,ジューンアクア,クロフネ,-0.6498951576479884,10,-0.366793891744337,10,,
10,6,11,スッサンエア,牝3,55.0,鮫島駿,河嶋,436(+10),栗東,2023102151,1157,イスラボニータ,ベネディーレ,クロフネ,1.0378696342331537,1,0.05097760090639244,1,,
11,6,12,メイショウジーニー,牝3,55.0,幸,秋山,400(+10),栗東,2023106566,732,サトノアラジン,メイショウアキシノ,デュランダル,-1.5955495342187205,16,-0.6008712005803135,16,,
12,7,13,ヒッグスボソン,牡3,57.0,斎藤,高橋忠,424(-4),栗東,2023101122,1178,ファインニードル,サマーエモーション,Dubawi,0.41570614613097173,6,-0.1030261858461028,6,,
13,7,14,エコロデュラン,牡3,57.0,坂井,矢作,456(-4),栗東,2023103623,1163,カラヴァッジオ,クィーンリズ,Lizard Island,-1.4385141376774468,14,-0.5620003150590405,14,,
14,8,15,コスモファーブロス,牝3,55.0,戸崎圭,吉田,416(+4),栗東,2023106420,5386,シスキン,アクロアイト,ハーツクライ,-0.3310152807164484,7,-0.2878617308159841,7,,
15,8,16,ダノンステート,牡3,57.0,横山和,千田,482(+10),栗東,2023105024,1140,シルバーステート,マダムヴェステル,Into Mischief,0.757623698099501,2,-0.018391521859442688,2,,
