,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ディジョネット,牝3,52.0,▲石田,松山,476(+10),美浦,2023104235,1203,モーニン,ライクエグザイル,プリサイスエンド,0.26637592574072405,6,-0.000528480221912056,6,,
1,2,2,スマートコーラル,牝3,53.0,△舟山,石坂,496(+2),栗東,2023106001,1221,マジェスティックウォリアー,スマートサクソン,ドリームジャーニー,0.3134896079390324,3,0.0,3,,
2,2,3,マッドヘッドラブ,牝3,55.0,武藤,戸田,464(-10),美浦,2023100543,1169,パイロ,カリビアンロマンス,コマンズ,-1.1261254889071277,11,-0.016148347366415825,11,,
3,3,4,ランランリンリン,牝3,52.0,▲上里,辻,420(-6),美浦,2023100216,1217,モズアスコット,ベルシルエット,ディープインパクト,-1.1261254889071277,11,-0.016148347366415825,11,,
4,3,5,エレーデサンライズ,牝3,53.0,◇永島,平田,458(+2),栗東,2023100912,1187,エピファネイア,カラズマッチポイント,Curlin,1.4933118946313706,1,0.01323421806140094,1,,
5,4,6,メイショウミズホ,牝3,52.0,▲大久保,和田勇,424(-10),美浦,2023101950,1194,ダンカーク,メイショウカスガ,ゴールドアリュール,-1.1261254889071277,11,-0.016148347366415825,11,,
6,4,7,オーシャンミューズ,牝3,52.0,▲石神道,堀内,444(-4),美浦,2023103510,1209,ニューイヤーズデイ,ビーチパラソル,ダイワメジャー,0.26637592574072405,6,-0.000528480221912056,6,,
7,5,8,ラミアスペランツァ,牝3,55.0,小沢,宮地,502(-2),栗東,2023106794,1185,キタサンブラック,アンティフォナ,Songandaprayer,0.3134896079390324,3,0.0,3,,
8,5,9,アジャイブ,牝3,52.0,▲遠藤,小笠,454(-6),美浦,2023102676,1218,キセキ,アレクサンドレッタ,ダイワメジャー,-0.5892618156736281,8,-0.010126278618472609,8,,
9,6,10,オコリンボーマミー,牝3,53.0,◇今村,石坂,396(-12),栗東,2023101687,1193,キタサンブラック,ロイヤルテーラー,ワークフォース,0.26637592574072405,6,-0.000528480221912056,6,,
10,6,11,エリザベスタウン,牝3,52.0,▲小林美,池上,458(+2),美浦,2023106545,1206,ホッコータルマエ,サトノネネ,ディープインパクト,-1.2071047913791182,14,-0.01705670259877798,14,,
11,7,12,エバーウインド,牝3,52.0,▲和田陽,藤野,430(0),栗東,2023103352,1223,レイデオロ,エバーミランダ,ディープインパクト,-1.1261254889071277,11,-0.016148347366415825,11,,
12,7,13,タガノアルテミス,牝3,55.0,丹内,西園翔,450(+4),栗東,2023104329,1091,サンダースノー,バーンアウル,コマンズ,-1.2071047913791182,14,-0.01705670259877798,14,,
13,8,14,エロイーズ,牝3,55.0,西塚,吉田,434(-2),栗東,2023106993,1200,ラブリーデイ,グレーパール,クロフネ,-1.1261254889071277,11,-0.016148347366415825,11,,
14,8,15,ウェルム,牝3,55.0,ゴンサルベ,小栗,502(+2),栗東,2023103173,5675,スワーヴリチャード,プラリーヌ,Pivotal,0.3134896079390324,3,0.0,3,,
