,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ナムラトロム,牡4,58.0,武藤,石栗,464(-8),美浦,2022106874,01169,アドミラブル,ナムラモヨ,ラブリーデイ,-1.6765510969936663,5
1,1,2,デボラ,牝4,56.0,小崎,柴田,470(+2),栗東,2022100357,01152,ビッグアーサー,トワエモア,エンパイアメーカー,-4.8753595606901765,14
2,2,3,ユメシバイ,牝4,53.0,▲小林美,松永幹,460(+4),栗東,2022103880,01206,ディスクリートキャット,ファートゥア,エピファネイア,-0.47755563550456237,1
3,2,4,フォルトレス,牝4,56.0,菊沢,田中剛,458(-4),美浦,2022110037,01161,Invincible Spirit,サマーフレア,Dubawi,-4.232025090776026,13
4,3,5,エコロハート,牝4,56.0,亀田,須貝,432(+2),栗東,2022105212,01176,ストロングリターン,アップロック,ハーツクライ,-4.15878660104987,12
5,3,6,セイプリーズ,牝4,53.0,▲上里,宮,428(0),栗東,2022105583,01217,ダイワメジャー,レディトゥプリーズ,More Than Ready,-2.031948658408016,6
6,4,7,スカイブルー,牡4,55.0,▲和田陽,佐藤悠,506(-10),栗東,2022100136,01223,エピファネイア,スカイノダン,サクラバクシンオー,-2.5421308321931115,7
7,4,8,ルージュベルベット,牝5,56.0,ゴンサルベ,浅利,454(+4),美浦,2021105749,05675,ドレフォン,プラトリーナ,ディープインパクト,-5.695947391265338,16
8,5,9,セガンティーニ,牝4,56.0,石川,坂口,470(-4),栗東,2022106835,01150,ビッグアーサー,カゼノサファイア,スパイキュール,-1.6014385471856594,4
9,5,10,インターポーザー,牡4,58.0,小沢,高野,500(-14),栗東,2022104649,01185,エピファネイア,インヘリットデール,ルーラーシップ,-3.583521828950592,10
10,6,11,フェゲフォイア,牡6,56.0,△柴田裕,岡田,464(0),栗東,2020106355,01212,アドマイヤムーン,アリアプーラ,Flying Spur,-1.3754095846385974,3
11,6,12,アーサーズウェイン,牝4,56.0,横山琉,高橋一,458(+4),栗東,2022106433,01192,ビッグアーサー,アステュート,アグネスタキオン,-3.3522220990433063,9
12,7,13,キタノクニカラ,牝4,53.0,▲遠藤,奥平,396(0),美浦,2022103316,01218,ダノンバラード,キタノリツメイ,アイルハヴアナザー,-4.033087735622403,11
13,7,14,スプリングデイ,牝5,56.0,黛,伊藤大,430(-2),美浦,2021103322,01109,ディスクリートキャット,ヴァップ,ストーミングホーム,-2.5763327169676673,8
14,8,15,ライングッドマン,牡5,55.0,▲佐藤,武藤,458(-8),美浦,2021101930,01207,シャンハイボビー,ヤサカオディール,メイショウボーラー,-1.3271173654922588,2
15,8,16,オメガストリーム,牝4,56.0,丸田,田中勝,456(-8),美浦,2022105292,01117,アルアイン,キャットタング,Tapit,-5.417474960390146,15
