,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ハッピースーニャ,牝3,55.0,津村,鈴木伸,480(0),美浦,2023102805,1092,モーリス,ハッピーノリチャン,サクラバクシンオー,1.439906105422927,2,0.3628718848824578,12,,13,42.6,44.3,41.3,13
1,1,2,シヴィータス,牝3,55.0,横山和,大竹,454(0),美浦,2023101171,1140,タワーオブロンドン,メトロポール,ダイワメジャー,0.3954419015634433,4,-0.3281463022485056,2,,3,57.4,55.6,57.4,4
2,2,3,マンサニージャ,牝3,55.0,佐々木,菊川,432(0),美浦,2023106411,1197,ダノンバラード,マイネアロマ,ロージズインメイ,-0.8794011940835952,10,-1.1715833119375023,3,,5,56.7,52.1,57.9,3
3,2,4,ジュラトリー,牝3,55.0,田辺,池上,456(-6),美浦,2023103437,1075,コントレイル,ジュマイエル,Lope de Vega,0.2573633011987161,6,-0.4194991928052519,1,,6,80.4,47.6,58.5,2
4,3,5,シェリアドレ,牝3,55.0,横山武,奥村武,472(0),美浦,2023102518,1170,ドレフォン,クイーングラス,ルーラーシップ,-1.6111844674248768,15,-1.6557315949025788,5,,15,54.8,43.5,55.5,6
5,3,6,アイムイン,牡3,57.0,戸崎圭,加藤征,426(-2),美浦,2023107111,5386,シルバーステート,ツルマルワンピース,キングカメハメハ,1.6454788016166595,1,0.4988789125263926,4,,2,55.5,58.0,76.0,1
6,4,7,ベアサナエチャン,牝3,55.0,大野,杉浦,436(-12),美浦,2023106829,1096,レイデオロ,アシュリン,マンハッタンカフェ,0.2688089871946147,5,-0.4119267196097797,6,,4,52.3,55.5,55.5,5
7,4,8,シーサンタナ,セ3,57.0,嶋田,手塚久,418(-20),美浦,2023103583,1134,スワーヴリチャード,ラントゥザリード,タニノギムレット,-0.6226654821145018,9,-1.0017268002436583,15,,7,42.2,46.7,41.0,14
8,5,9,テンユウ,牡3,57.0,岩田康,奥村武,478(-16),美浦,2023103178,5203,サートゥルナーリア,レーヌミノル,ダイワメジャー,-0.6166690126962076,8,-0.9977595322307342,8,,9,47.3,45.5,49.9,8
9,5,10,スパークルレイ,牝3,55.0,的場,的場,476(0),美浦,2023100777,1108,ディープブリランテ,スカーゲン,Dashing Blade,0.9051263588586748,3,0.0090612615794674,11,,1,42.8,83.0,41.9,10
10,6,11,ダイユウルミナス,牝3,52.0,▲佐藤,松永康,412(-4),美浦,2023106299,1207,ダノンスマッシュ,パープルセイル,フジキセキ,-1.0358588467423049,13,-1.275095795279184,9,,16,46.3,43.3,45.4,9
11,6,12,ルミナスレイナ,牝3,55.0,吉田豊,菊沢,468(-8),美浦,2023100727,733,デクラレーションオブウォー,ヨウヨウ,マヤノトップガン,-1.377038155902019,14,-1.500820245031469,13,,8,42.3,45.6,41.4,12
12,7,13,コウユーダイダイ,牝3,55.0,ディー,辻,508(-2),美浦,2023100759,5674,アメリカンペイトリオット,マシェリガール,トーセンファントム,-1.7705847944931583,16,-1.7611909535208907,10,,12,43.3,44.6,41.7,11
13,7,14,バナナボール,牝3,55.0,木幡巧,佐藤吉,496(-4),美浦,2023102690,1162,ファインニードル,ビューティーロマン,バゴ,-0.9023292918839382,11,-1.1867525561469343,7,,10,51.8,45.4,54.7,7
14,8,15,ルミノヴァンクール,牡3,57.0,柴田大,金成,550(+16),美浦,2023103831,1009,デクラレーションオブウォー,ルミノアルマース,ダイワメジャー,-0.4500754153113402,7,-0.8875411013576316,16,,11,42.1,45.4,40.9,16
15,8,16,ウィズアツインクル,牡3,57.0,石橋脩,牧,486(-2),美浦,2023102388,1077,ダノンバラード,ツインクルスター,サクラバクシンオー,-0.9594855516035576,12,-1.2245671742340771,14,,14,42.3,44.0,41.0,15
