,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ヒナアラレ,牝7,56.0,的場,的場,474(-5),美浦,2019105752,1108,ヴァンセンヌ,キョウエイアン,フォーティナイナー,-1.2036043533606386,15,-0.9233764349636956,16,,16,37.8,43.2,39.1,16
1,1,2,プレアデスグループ,牝5,56.0,戸崎圭,吉岡,448(-4),栗東,2021104839,5386,サトノアラジン,オリヒメ,マジェスティックウォリアー,-0.4328192970930105,11,-0.5204249761786272,4,,14,54.6,44.7,56.3,4
2,2,3,アルジェンタージョ,牝5,53.0,▲佐藤,伊藤圭,464(0),美浦,2021103706,1207,レッドファルクス,アイシークレット,ゴールドアリュール,-0.3940352453444156,10,-0.500149427110035,9,,5,50.3,49.5,44.7,11
3,2,4,アスタールフナ,牝4,56.0,三浦,中竹,444(-4),栗東,2022101557,1122,ジョーカプチーノ,アスターヒューモア,More Than Ready,0.3534803677428793,5,-0.1093627813274852,2,,4,55.7,50.0,58.1,3
4,3,5,クインズポラリス,牝5,56.0,田辺,上原博,502(0),美浦,2021102371,1075,シニスターミニスター,アルヴェナ,Seeking the Gold,-0.737521767734896,13,-0.6797175105138168,5,,12,53.8,45.9,51.9,8
5,3,6,プレゼンティーア,牝5,53.0,▲上里,田中克,494(+4),栗東,2021102153,1217,マジェスティックウォリアー,キョウエイカプリス,ゴールドアリュール,1.1036860716013286,2,0.2828301916687106,10,,6,50.3,49.5,52.8,6
6,4,7,ボルセーナ,牝4,56.0,泉谷,奥村豊,460(+4),栗東,2022105600,1182,イスラボニータ,フーイズフー,Harlan's Holiday,-0.5314610746859999,12,-0.5719929818827314,8,,7,51.3,49.0,45.7,10
7,4,8,シアター,牝5,56.0,木幡巧,茶木,450(+2),栗東,2021103299,1162,リアルスティール,エルテアトロ,キングカメハメハ,0.1078096062037458,6,-0.2377946845384635,11,,15,46.1,43.3,49.5,9
8,5,9,モリノレッドスター,牝5,56.0,横山武,鈴木伸,482(0),美浦,2021106298,1170,デクラレーションオブウォー,クィーンオブシバ,ファスリエフ,-0.1833472792571855,8,-0.390005849996066,7,,10,51.8,47.1,52.8,7
9,5,10,ベニシア,牝5,56.0,柴田大,粕谷,440(-6),美浦,2021100662,1009,ヘニーヒューズ,フクシア,ゴールドアリュール,0.92001426917136,4,0.1868101402613555,15,,9,39.2,48.1,39.9,14
10,6,11,クインズシフォン,牝4,56.0,津村,和田郎,456(+4),美浦,2022103857,1092,デクラレーションオブウォー,ケイアイエーデル,トワイニング,1.543344510342471,1,0.5126750852837679,1,,2,79.0,51.9,58.1,2
11,6,12,バロン,牝5,56.0,嶋田,手塚久,490(-10),美浦,2021105974,1134,ロードカナロア,マイミスリリー,Tapit,-0.9511758297180474,14,-0.7914117049606455,13,,8,40.4,48.7,40.1,13
12,7,13,エリカカリーナ,牝5,56.0,横山和,宮田,430(-6),美浦,2021105485,1140,ミッキーアイル,キャレモンショコラ,サクラバクシンオー,0.0233539257368204,7,-0.2819464741588073,6,,11,53.6,46.9,53.7,5
13,7,14,ベルブリエ,牝5,56.0,ディー,尾関,466(-4),美浦,2021106639,5674,キズナ,ナギット,Smart Strike,-1.374834658617494,16,-1.0128923132625938,12,,13,40.9,45.2,40.2,12
14,8,15,オカメノコイ,牝4,56.0,大野,小笠,472(+2),美浦,2022106698,1096,パイロ,クレオール,チチカステナンゴ,-0.1923482375757967,9,-0.3947113762065906,14,,3,40.2,50.9,39.8,15
15,8,16,ルーフオブヘヴン,牝5,56.0,佐々木,武藤,470(-4),美浦,2021104874,1197,ドレフォン,スターズインヘヴン,ワークフォース,1.0278253817014729,3,0.2431716962022716,3,,1,55.0,86.2,77.1,1
