,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ゼンノツキヨミ,牝5,56.0,松山,秋山,444(-4),栗東,2021106983,1126,ロードカナロア,クーファディーヴァ,Frankel,-0.4803900906705337,13,-0.6196454036353161,13,,
1,1,2,ゲクウ,牡4,58.0,菅原隆,小手川,492(-15),美浦,2022103739,1129,スズカコーズウェイ,キスミーローズ,サウスヴィグラス,-2.2044243120601608,16,-1.4318357940263893,16,,
2,2,3,メモリーグラス,牡6,58.0,菱田,松永康,492(+2),美浦,2020107095,1144,イスラボニータ,ラベンダーメモリー,ナカヤマフェスタ,-0.43237064319790336,12,-0.5970235012941182,12,,
3,2,4,セールヴォラン,牡5,58.0,幸,北出,462(+6),栗東,2021101057,732,グァンチャーレ,スカイシーアキラ,Swiss Spirit,1.2950763638618041,2,0.21677464820713654,2,,
4,3,5,ヨシノヤッタルデー,牡5,56.0,△柴田裕,中竹,468(-4),栗東,2021102336,1212,ファインニードル,ナムラバイオレット,チーフベアハート,-0.3100484310899231,11,-0.5393976583886324,11,,
5,3,6,ドンパッショーネ,牡4,58.0,団野,斉藤崇,522(+12),栗東,2022105965,1180,Quality Road,ストーミーエンブレイス,Circular Quay,1.5254652556452657,1,0.3253105703122974,1,,
6,4,7,タイセイディアマン,牡4,58.0,岩田望,大橋,464(0),栗東,2022107082,1174,カレンブラックヒル,メリオール,キングカメハメハ,0.2069141191059069,7,-0.2958572400768163,7,,
7,4,8,ジャスパーソレイユ,牡4,58.0,川田,森秀,482(0),栗東,2022110111,1088,Mitole,Hen Escape,ヘニーヒューズ,0.08352832768901072,9,-0.353984133879902,9,,
8,5,9,カワキタマナレア,牝4,56.0,鮫島駿,杉山佳,422(-6),栗東,2022106169,1157,ヘニーヒューズ,カフジビーナス,ディープインパクト,0.19830984244881603,8,-0.2999107041730931,8,,
9,5,10,レイユール,牝4,56.0,吉村,手塚久,416(-8),美浦,2022101464,1216,キズナ,レイカーラ,キングカメハメハ,-0.6084888020180935,15,-0.6799925481914769,15,,
10,6,11,クリノオリーブ,牝5,53.0,▲田山,谷,470(0),栗東,2021102259,1220,ニューイヤーズデイ,クリノラホール,ダイワメジャー,0.6040740132448676,3,-0.10875570492956237,3,,
11,6,12,フェンダー,牡5,58.0,西村淳,柴田,530(0),栗東,2021105753,1171,モーリス,プリンセスロック,スウィフトカレント,0.5013845586839991,5,-0.15713258002523905,5,,
12,7,13,キタノライブリー,牝4,56.0,西塚,本間,436(-14),美浦,2022106471,1200,アジアエクスプレス,バトルジェジェジェ,ステイゴールド,0.4764511054805208,6,-0.16887869900587502,6,,
13,7,14,ビーマックス,牡4,58.0,高杉,藤野,496(+4),栗東,2022100729,1213,サトノアラジン,タマモカトルズ,サウスヴィグラス,0.0777705857085404,10,-0.356696599008999,10,,
14,8,15,ズバットマサムネ,セ5,58.0,荻野琢,杉山佳,492(+2),栗東,2021105711,1112,キンシャサノキセキ,ビバリーヒルズ,スニッツェル,-0.5302305745988665,14,-0.6431251939995726,14,,
15,8,16,ミッキーマカパ,牡4,58.0,坂井,田中博,528(+2),美浦,2022105737,1163,ロードカナロア,レディマカパ,Equiano,0.5676624950266174,4,-0.12590912614911076,4,,
