,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ミヤジテン,牝5,56.0,木幡巧,室井,492(-10),美浦,2021102531,1162,デクラレーションオブウォー,ミニョンレーヌ,ディープインパクト,-0.7066434955922177,11,-0.6995884986302294,12,,6,43.0,49.3,42.5,12
1,1,2,カルフ,セ5,58.0,嶋田,大和田,476(-4),美浦,2021103342,1134,カリフォルニアクローム,ミナレット,スズカマンボ,-0.9453491659133746,14,-0.8284632119194302,14,,14,40.0,42.8,40.6,14
2,2,3,グランドフォレスト,牡5,58.0,柴田大,室井,468(0),美浦,2021103651,1009,リアルインパクト,グランドウイズダム,キングカメハメハ,-0.0002037238813721,8,-0.3181889997710919,16,,13,38.9,43.8,40.0,16
3,2,4,ランスノーブル,牝6,56.0,佐々木,上原博,480(0),美浦,2020101250,1197,ハービンジャー,ロイヤルライン,クロフネ,1.3284168141191226,3,0.3991194356531232,4,,1,55.5,82.1,77.4,1
4,3,5,ウーバーストロング,牡4,58.0,木幡育,杉浦,446(-12),美浦,2022103629,1167,レッドベルジュール,フラヴィニー,キンシャサノキセキ,-0.7676816969898418,13,-0.7325423898981827,10,,7,45.0,48.1,45.2,9
5,3,6,ユーウェイン,セ4,58.0,小林脩,本間,466(+9),美浦,2022104539,1183,マインドユアビスケッツ,サトノフェアリー,ディープインパクト,-1.2640547153020876,16,-1.0005290294003786,13,,15,41.6,42.7,42.1,13
6,4,7,マリンバンカー,牡5,55.0,▲上里,松永康,502(+4),美浦,2021103129,1217,エスケンデレヤ,ゲッカビジン,ヨハネスブルグ,1.6099342392067826,2,0.5511077708915537,7,,5,54.4,50.8,52.8,5
7,4,8,タケルゴールド,牡5,58.0,吉田豊,加藤征,466(-8),美浦,2021100884,733,モーニン,ヒシアルコル,ダイワメジャー,0.7782642661350934,5,0.1020977863920288,1,,3,77.8,55.7,58.1,4
8,5,9,カフェロワドール,牡4,58.0,ディー,嘉藤,502(0),美浦,2022102846,5674,ロードカナロア,ラフレーズカフェ,マンハッタンカフェ,-1.222931202208394,15,-0.9783268716038586,6,,8,54.9,47.8,58.7,2
9,5,10,ショウナンタハティ,牡4,58.0,津村,中舘,500(-6),美浦,2022103911,1092,ドレフォン,ショウナンマシェリ,キンシャサノキセキ,1.3061157420660428,4,0.38707931836971,2,,4,56.5,51.0,58.6,3
10,6,11,ブリスフル,牡5,58.0,木幡初,武市,510(+2),美浦,2021106070,1153,エスポワールシチー,ポルボローネ,フレンチデピュティ,-0.7380488325251311,12,-0.7165439140065571,15,,9,38.9,46.7,40.3,15
11,6,12,ウインイメル,牡5,58.0,三浦,深山,494(0),美浦,2021106213,1122,サンダースノー,コスモネモシン,ゼンノロブロイ,0.318493248988945,7,-0.1461278126633884,5,,12,54.9,44.5,52.6,7
12,7,13,サンダーユニバンス,牡5,55.0,▲水沼,戸田,478(+4),美浦,2021105839,1201,ドレフォン,ラテラス,Harlan's Holiday,-0.3258325203211336,10,-0.4939926064613781,11,,16,43.4,42.6,42.7,11
13,7,14,ルシャルムール,セ4,58.0,原,萩原,464(0),美浦,2022105863,1184,ルヴァンスレーヴ,ルプレジール,ゴールドアリュール,1.9523769504945336,1,0.7359890356550158,3,,2,56.3,61.8,52.7,6
14,8,15,ムーランブルー,牝6,56.0,岩田康,久保田,504(0),美浦,2020101341,5203,ジャスタウェイ,アドアード,Galileo,-0.076174274150109,9,-0.3592047111747373,8,,10,52.0,45.4,51.1,8
15,8,16,ディースプレマシー,牡4,58.0,石橋脩,牧,456(+2),美浦,2022104312,1077,ディーマジェスティ,ディアレストトリックスキ,Proudest Romeo,0.3311460002621099,6,-0.1392967236052406,9,,11,47.1,44.9,44.6,10
