,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ワンパット,牡4,56.0,菅原明,高橋亮,栗東,2021102903,01179,シニスターミニスター Sinister Minister(米) ,ヒラボクビジン ,ブライアンズタイム Brian's Time(米) ,-2.259084791864524,12
1,2,2,ブロンディール,牝5,52.0,柴田大,深山,美浦,2020104670,01009,ハーツクライ ,ホワットアスポット What a Spot(米) ,Arch (米) ,-1.5905484301112667,11
2,3,3,ティルドーン,牡5,57.0,松岡,森秀,栗東,2020110132,01085,Mor Spirit (米) ,Follow My Tail ,Indian Charlie ,1.5515476271604407,2
3,3,4,レッドリベルタ,牡4,56.0,戸崎圭,庄野,栗東,2021102436,05386,リアルスティール ,レッドディオーサ ,キングカメハメハ ,0.2610198451536191,6
4,4,5,トクシースタローン,牡6,57.0,内田博,辻,美浦,2019103728,00422,ホッコータルマエ ,プライムウィッシュ ,シンボリクリスエス ,-1.5671723177297472,10
5,4,6,インペリアルライン,セ6,57.0,丹内,中舘,美浦,2019104953,01091,ドゥラメンテ ,ルーヴインペリアル Louve Imperiale(米) ,Giant's Causeway (米) ,-2.9697024974397603,13
6,5,7,オセアフラッグ,牡5,55.0,江田照,加藤征,美浦,2020102044,00689,オルフェーヴル ,イースターアイランド Easter Island(米) ,Giant's Causeway (米) ,-0.580300321193099,9
7,5,8,コスモジンバック,牡4,55.0,津村,相沢,美浦,2021106797,01092,Good Magic ,ディスポーザブルプレジャー Disposablepleasure(米) ,Giacomo ,0.9315770459787558,5
8,6,9,シゲルカミカゼ,牡5,56.0,大野,松山,美浦,2020102077,01096,ドレフォン Drefong(米) ,ゼクト ,サウスヴィグラス ,-0.3308311613013553,8
9,6,10,バレンタインガール,牝4,52.0,北村宏,古賀,美浦,2021102577,01043,メイショウサムソン ,ギャラクティコ ,マンハッタンカフェ ,-0.12214896001050002,7
10,7,11,グランオース,牡4,54.0,石川,角田,栗東,2021100620,01150,マジェスティックウォリアー Majestic Warrior(米) ,レゾリューション ,カリズマティック Charismatic(米) ,1.3640836247702288,4
11,7,12,フルングニル,牡5,56.0,ルメール,小手川,美浦,2020102929,05339,イスラボニータ ,ターフドンナ ,Doyen (愛) ,1.424011709338517,3
12,8,13,ソウルアンドジャズ,牡4,56.0,横山武,武井,美浦,2021106694,01170,ブリックスアンドモルタル Bricks and Mortar(米) ,ナスノシベリウス ,Unbridled's Song (米) ,-4.534450005673804,14
13,8,14,ロードブレイズ,牡4,55.0,横山和,稲垣,美浦,2021100162,01140,ロードカナロア ,ブリュネット ,ダイワメジャー ,2.7327054792344074,1
