,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,フィオラーノ,牡3,57.0,松本,吉田,450(-2),栗東,2023102027,1191,インディチャンプ,カツンダモン,エンパイアメーカー,1.542092081761841,2,0.2124757206202823,8,,6,43.9,45.1,44.4,8
1,2,2,ネメス,牡3,57.0,北村友,坂口,490(+2),栗東,2023110095,1102,Cairo Prince,A Lot of Fabric,Girolamo,0.4341402740085366,5,-0.4319478418925497,6,,2,45.7,58.7,45.6,5
2,3,3,ドルチェミスト,牝3,55.0,鮫島駿,小栗,444(0),栗東,2023101174,1157,タリスマニック,ラドルチェ,Gone West,-0.0383349845023766,7,-0.7067559943393463,2,,1,56.6,75.5,59.9,2
3,4,4,サヨノパララックス,牡3,57.0,菱田,羽月,432(-6),栗東,2023105140,1144,ミッキーアイル,ナリタアマリリス,ハーツクライ,-0.5547023780469764,9,-1.007093349253946,9,,7,43.5,44.2,44.1,10
4,5,5,エスティヴァリス,牝3,55.0,斎藤,高橋康,480(-6),栗東,2023103615,1178,マインドユアビスケッツ,ロングホットサマー,Street Boss,0.8918919203279396,3,-0.165703457792998,10,,9,43.4,43.5,44.2,9
5,6,6,フルールジェンヌ,牝3,55.0,田口,鈴木孝,454(+2),栗東,2023103247,1208,ミッキーアイル,ホーマンピクシー,キングカメハメハ,1.5715843553707352,1,0.2296294595217836,1,,3,77.0,56.3,75.8,1
6,6,7,グレースジェンヌ,牝3,55.0,岩田望,上村,446(+4),栗東,2023105336,1174,モーリス,モルガナイト,アグネスデジタル,-0.9097677661759194,11,-1.2136118103836218,3,,5,54.2,47.1,54.6,3
7,7,8,ワイドカクゲン,牡3,57.0,佐々木,杉山佳,486(-8),栗東,2023106320,1197,ビッグアーサー,ワイドチキチータ,ハービンジャー,-0.478007646804474,8,-0.9624850083609616,7,,8,45.3,44.2,44.5,7
8,7,9,ミスバレンシア,牝3,55.0,丹内,武井,480(+2),美浦,2023103361,1091,ロジャーバローズ,オレンジティアラ,サクラバクシンオー,-0.6336527301719936,10,-1.0530136382250117,11,,10,43.3,43.3,44.1,11
9,8,10,ジャスパーメルチェ,牝3,55.0,坂井,森秀,476(-10),栗東,2023107517,1163,Charlatan,Nickel,Unbridled's Song,0.6122274473398429,4,-0.3283661067729355,4,,4,48.9,49.0,47.6,4
10,8,11,シラヌイ,牝3,55.0,松山,高橋亮,444(-2),栗東,2023105668,1126,フィレンツェファイア,ミスティック,キンシャサノキセキ,0.0617037559866367,6,-0.6485699603583621,5,,11,48.3,43.1,45.1,6
