,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,キャストロペペ,牡5,58.0,野中,堀内,480(+4),美浦,2021100257,1158,シャンハイボビー,キャストロメファ,トワイニング,-1.3176711162718981,15,-1.0294759676665985,15,,
1,1,2,カルネヴァーレ,牝5,53.0,▲石田,菊沢,532(0),美浦,2021103720,1203,ダノンレジェンド,ゴールドフェスタ,Medaglia d'Oro,-0.10782111225353241,9,-0.37629051052588475,9,,
2,2,3,テルケンユミクイン,牝4,56.0,吉田豊,田島,500(0),美浦,2022105325,733,アルアイン,コージーロージー,Pleasantly Perfect,0.1916389312820846,7,-0.21461514185826538,7,,
3,2,4,エデルクローネ,牡4,58.0,戸崎圭,手塚久,478(-14),美浦,2022104774,5386,フィエールマン,コロナシオン,キングカメハメハ,0.9963646295113405,3,0.21984790837517285,3,,
4,3,5,ボナーテソーロ,牡5,58.0,木幡巧,牧,482(+4),美浦,2021106361,1162,Nathaniel,エブリナイスガール,Mizzen Mast,-1.1409314014987137,13,-0.9340560304796666,13,,
5,3,6,ウーバーストロング,牡4,58.0,木幡育,杉浦,458(-4),美浦,2022103629,1167,レッドベルジュール,フラヴィニー,キンシャサノキセキ,-1.2480593281553243,14,-0.9918932859355691,14,,
6,4,7,ウインイメル,牡5,58.0,松岡,深山,494(-8),美浦,2021106213,1085,サンダースノー,コスモネモシン,ゼンノロブロイ,-0.7125137576407818,10,-0.7027577921682645,10,,
7,4,8,オウケンシルヴァー,牡5,58.0,岩田康,松永康,498(0),美浦,2021103017,5203,ニューイヤーズデイ,メロウメロディ,キャプテンスティーヴ,1.6288961638077735,2,0.5613451171308631,2,,
8,5,9,ジャクソン,牡6,58.0,菊沢,武市,536(-4),美浦,2020104354,1161,サトノアラジン,プードルデコール,New Approach,0.03518413833330086,8,-0.29908346033963285,8,,
9,5,10,ハクシンブライアン,牡4,58.0,大野,松山,524(+6),美浦,2022106975,1096,リアルスティール,ラスリーズ,ブライアンズタイム,0.38942617649229494,6,-0.1078318614928156,6,,
10,6,11,ボルトテソーロ,牡4,58.0,原,栗田,504(0),美浦,2022106718,1184,サンダースノー,カメリアローズ,Oratorio,-1.0863968812297211,12,-0.9046134091352518,12,,
11,6,12,コルヴィル,牝5,56.0,黛,柄崎,494(-2),美浦,2021104511,1109,Omaha Beach,ティザチック,Tiznow,0.5297604829924388,5,-0.03206682629062531,5,,
12,7,13,グランドフォレスト,牡5,56.0,△長浜,室井,468(-5),美浦,2021103651,1214,リアルインパクト,グランドウイズダム,キングカメハメハ,0.7804229991830514,4,0.103263263953786,4,,
13,7,14,グラスビジョン,牡4,58.0,柴田善,佐藤吉,446(+4),美浦,2022102229,641,ノーブルミッション,ワンダービリーヴ,ディープインパクト,-1.3866239886589866,16,-1.0667029076357966,16,,
14,8,15,ミツカネヴィーナス,牝7,53.0,▲遠藤,鈴木伸,464(-2),美浦,2019100844,1218,ヘニーヒューズ,ナスカザン,ダイワメジャー,-1.0853698752010768,11,-0.9040589392422252,11,,
15,8,16,ドゥマーヴェリック,牡4,58.0,ルメール,萩原,468(0),美浦,2022103232,5339,ドゥラメンテ,バスラットアマル,New Approach,1.7368494474908918,1,0.6196279742769532,1,,
