,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,フェルシナ,牝4,55.0,☆田山,西園翔,456(-4),36.5,10,栗東,2022105831,01220,ルーラーシップ,ヒルダ,ダイワメジャー,-0.4114481319471762,9,-0.02314053964194836,7,-0.33481578074276097,7,-0.26385195239678544,6,0.08746933587830413,0.021134841370862332
1,2,2,ヴェントステラーレ,牝4,56.0,秋山稔,今野,480(+10),50.2,11,栗東,2022104558,01181,サートゥルナーリア,スターリーウインド,ゼンノロブロイ,-0.31175352772989623,7,-0.03926995620299929,10,-1.1868477420612484,12,-0.059457032098568056,1,0.10730585396473505,0.01536696633538795
2,3,3,ルルフィーユ,牝5,53.0,▲森田,谷,474(+2),104.2,12,栗東,2021102894,01222,マクフィ,デューフォール,Medaglia d'Oro,-0.4390536765302278,10,0.004474553962231802,4,0.22906345659992872,1,-0.15728703280668768,4,0.09730527528543027,0.007403279366952735
3,4,4,アルビオン,牝3,53.0,Ｍデムーロ,笹田,466(+2),22.9,8,栗東,2023103150,05212,ダイワメジャー,アラピンタ,Medicean,-0.44117895934554646,11,0.02201804541952747,1,-0.007066311007569014,2,-0.4763820863544535,10,0.07072210271722938,0.03368653755617795
4,5,5,インマイポケット,牝5,54.0,◇今村,武幸,446(+12),9.4,2,栗東,2021105466,01193,キズナ,カヴァートラブ,Azamour,-0.05753495704455592,3,-0.0270648986448275,9,-0.11587626934765104,5,-0.39809339645242453,8,0.07648134392133138,0.08206613936558246
5,5,6,ガールズデイアウト,牝4,56.0,岩田望,吉村,492(-8),10.5,3,栗東,2022101706,01174,ニューイヤーズデイ,レディミドルトン,Kingmambo,-0.031100478467480205,2,-0.04904069538335344,12,-0.7451210344850024,10,-0.24865095953045493,5,0.08880911380792653,0.0734687342891881
6,6,7,マクノス,牝3,53.0,田口,鈴木孝,428(+6),20.9,7,栗東,2023102252,01208,マクフィ,オルノス,ゴールドアリュール,-0.35052198561731784,8,-0.02550482295571834,8,-0.028248017251678165,4,-0.349472903367295,7,0.08029178676708014,0.03691012966681699
7,6,8,アリストクラシア,牝5,56.0,松山,吉岡,470(-10),16.9,6,栗東,2021105238,01126,ハーツクライ,マジェスティッククオリティ,Quality Road,-0.44354629542236684,12,0.021978767739032897,2,-0.7839653736518315,11,-0.6673396543268566,12,0.05842831293646757,0.04564625503174409
8,7,9,シュネルアンジュ,牝3,53.0,武豊,寺島,496(+22),1.4,1,栗東,2023102948,00666,キズナ,マーガレットメドウ,Distorted Humor,3.139175302256572,1,-0.04138476383172142,11,-0.5558533988772362,9,-0.6636650783740156,11,0.058643407158150376,0.5510155071689108
9,7,10,ザラタン,牝4,54.0,△柴田裕,中竹,442(-2),14.1,4,栗東,2022107342,01212,キズナ,カメキチ,Mizzen Mast,-0.2748560332304192,5,0.012819574364658087,3,-0.2873959286567691,6,-0.44236923547399337,9,0.07316893910593843,0.05471075957705498
10,8,11,ガイラルディア,牝4,56.0,松若,藤野,456(+2),28.4,9,栗東,2022103623,01154,シニスターミニスター,テンシンランマン,ハーツクライ,-0.2909697950013053,6,-0.0014936327712694773,5,-0.48899134815276923,8,-0.1456622290108946,3,0.09844303029568441,0.02716273626888997
11,8,12,ミティリーニ,牝3,53.0,西村淳,高野,452(-4),15.0,5,栗東,2023107262,01171,Tapit,ミッドナイトビズー,Midnight Lute,-0.08721146192027793,4,-0.020034164231459723,6,-0.010303870542327835,3,-0.10107653665048695,2,0.10293149816172247,0.05142811400243167
