,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,カタカムナ,牝3,55.0,原田和,蛯名利,428(-2),176.5,16,美浦,2023102381,1143,サトノクラウン,ジョイズエターナル,ディープブリランテ,-0.9301457112130646,15,-0.2079193055612417,10,-0.0628842482631165,5,-2.439701655448997,15,0.0185647506330512,0.0044832959680846
1,1,2,スチョウプリンセス,牝3,52.0,▲大久保,的場,440(-2),112.4,15,美浦,2023104789,1194,モズアスコット,モズマッテタワ,オレハマッテルゼ,-0.976017124229036,16,-0.0969575946441082,7,-0.0210177841535821,4,-2.964882225780931,16,0.0109800949667035,0.0070400510530865
2,2,3,ゴールドエンバー,牡3,55.0,◇小林美,竹内,466(-2),6.1,3,美浦,2023102333,1206,バゴ,スカイノーヴァ,ステイゴールド,0.6073828476256113,3,0.0539667303403032,4,-0.3473505073775669,10,-1.2362093170304775,7,0.0618527768192076,0.1297215964535957
3,2,4,レッドレグルス,セ3,57.0,横山和,昆,458(-12),11.9,3,栗東,2023106617,1140,コントレイル,レッドシェリール,ゼンノロブロイ,-0.2052108007711581,8,0.3016677133167547,1,-0.2019550900256234,7,-1.777136573274412,10,0.0360111905085495,0.0664959444005826
4,3,5,ラッキーシグネチャ,牝3,55.0,小沢,矢作,442(+4),26.2,10,栗東,2023105302,1185,キズナ,セットスクエア,Reset,-0.1041853382077713,7,-0.1199262326147444,8,-0.350936923149585,11,-0.9375813901341076,5,0.0833780362824129,0.0302023564262188
5,3,6,ダイナソーコー,牡3,57.0,吉田隼,藤岡健,452(+6),28.2,9,栗東,2023103548,1095,ハービンジャー,ベラフォレスタ,ゼンノロブロイ,-0.2756232736355261,10,-0.4925090352889941,13,0.1225328525215832,1,-1.16032699654086,6,0.0667289782000801,0.0280603453321607
6,4,7,アージュドール,牡3,57.0,落合玄,森田,436(+4),44.3,12,栗東,2023105211,5578,オルフェーヴル,アガラデイ,Munnings,-0.6511264999745839,11,0.1891392764333846,3,-0.4663344245229134,14,-1.7838957504456052,11,0.0357686052536864,0.0178623417238585
7,4,8,デイズインザサン,牝3,55.0,佐々木,小野,468(+6),3.2,1,美浦,2023101812,1197,シルバーステート,スパークルキャット,ダンスインザダーク,2.554408691972032,1,-0.1361572380366734,9,0.0938544017819864,2,-0.3002507396784354,1,0.1577033239157367,0.2472817932396668
8,5,9,ブライスフェアリー,牝3,55.0,丹内,堀内,424(0),20.5,6,美浦,2023105892,1091,ウインブライト,メジロフォーナ,ナリタトップロード,0.2222772432418096,5,0.0120206651991136,5,-0.1490463996993325,6,-0.65356983598407,3,0.11076340886871,0.038600084798387
9,5,10,ゴコウコイコイ,牝3,55.0,横山武,栗田,428(-4),3.4,2,美浦,2023104486,1170,ゴールドシップ,シュピールカルテ,ロージズインメイ,1.9608995937965688,2,-0.2246803211133307,11,-0.5232447780312189,15,-0.6863109166407171,4,0.1071956204988269,0.2327358054020393
10,6,11,フォーチュンローズ,牝3,55.0,鮫島駿,上原佑,458(0),23.3,7,美浦,2023103522,1157,ハービンジャー,フェータルローズ,タニノギムレット,0.2989701410258326,4,-0.5070931180492722,16,-0.225579711189098,8,-0.5422323492879434,2,0.1238082455215513,0.0339614479985808
11,6,12,ブリリアンブルーム,牝3,51.0,★河原田,西村,368(+8),92.1,14,栗東,2023107233,1204,サトノダイヤモンド,マイアミバウンド,Reliable Man,-0.756288990394128,13,0.2472433527661232,2,0.0624706647845001,3,-1.8490487489983083,12,0.0335124684421912,0.0085917669746681
12,7,13,スリールーディカ,牝3,55.0,浜中,橋田,454(+4),18.6,6,栗東,2023106211,1115,Saxon Warrior,ルーディカ,Due Diligence,-0.2096577546002071,9,-0.4966704021438278,14,-0.4125323645289379,12,-1.2753832455976877,8,0.0594766063879434,0.042543104213276
13,7,14,サクセスブルー,牡3,57.0,小野楓,秋本,428(0),48.1,13,美浦,2023106106,5592,レイデオロ,ブルレジーナ,ハーツクライ,-0.7868471300746844,14,-0.0138116323911126,6,-0.4496026447459728,13,-2.256217249407516,14,0.0223036214352246,0.0164511795918281
14,8,15,フクチャンブラック,牡3,57.0,松本,高橋康,486(+8),38.4,11,栗東,2023103196,1191,キタサンブラック,アトラクティヴレディ,Teofilo,-0.7179648318747567,12,-0.275131356974748,12,-0.3298639223945883,9,-2.1145501846711823,13,0.0256980760239115,0.0206068161033055
15,8,16,インテンスゲイズ,牝3,55.0,斎藤,矢嶋,432(-4),10.5,4,美浦,2023106418,1178,ゴールドシップ,アイオープナー,スクリーンヒーロー,-0.0308710626869381,6,-0.4976614188508519,15,-0.6948697931737216,16,-1.5268141214830644,9,0.0462541962422124,0.0753620703206603
