,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,トーセンアミューズ,牡3,57.0,小崎,加藤征,444(-10),美浦,2023105959,1152,ダイワメジャー,ローザデルドバイ,Dubai Destination,-0.8529301026957997,9,-0.010369254900623523,9,,
1,2,2,オンザムービー,牡3,57.0,横山和,牧田,480(-6),栗東,2023102455,1140,サンダースノー,インザムービー,リアルインパクト,0.7849585382712557,5,0.0,5,,
2,3,3,ワルキューレキング,牡3,54.0,▲小林美,伊藤大,480(-12),美浦,2023101524,1206,サートゥルナーリア,キョウエイカプリス,ゴールドアリュール,-1.4298325721243383,11,-0.014021547619847535,11,,
3,4,4,セイウンサファイア,牝3,54.0,☆長浜,本間,468(+2),美浦,2023106257,1214,ナダル,セイウンヴィーナス,カレンブラックヒル,1.5300450713207452,1,0.004717043632252293,1,,
4,5,5,メイショウタイザン,牡3,57.0,横山琉,高橋忠,458(+4),栗東,2023106570,1192,ミッキーアイル,メイショウタラチネ,メイショウボーラー,0.7849585382712557,5,0.0,5,,
5,5,6,サンオブザサン,牡3,57.0,斎藤,高橋一,514(+12),栗東,2023101979,1178,タニノフランケル,ソレイユフルール,マツリダゴッホ,0.7849585382712557,5,0.0,5,,
6,6,7,ホシヅキヨ,牡3,57.0,松岡,柄崎,468(-2),美浦,2023104935,1085,ヴァンゴッホ,テンテマリ,スズカフェニックス,-1.4298325721243383,11,-0.014021547619847535,11,,
7,6,8,トーレス,牡3,57.0,古川吉,秋山,460(-4),栗東,2023100645,1015,シルバーステート,ロイヤルライン,クロフネ,0.7849585382712557,5,0.0,5,,
8,7,9,メイショウライガ,牡3,53.0,★河原田,藤原,440(+2),栗東,2023100608,1204,シルバーステート,フェットデメール,エピファネイア,1.5300450713207452,1,0.004717043632252293,1,,
9,7,10,コイオステソーロ,牡3,57.0,丹内,高木,530(0),美浦,2023104193,1091,ナダル,クァンタムミス,Smoke Glacken,0.7849585382712557,5,0.0,5,,
10,8,11,キセログラフィカ,牡3,57.0,横山武,大和田,502(-2),美浦,2023105682,1170,ナダル,バニーテール,カネヒキリ,-1.4298325721243383,11,-0.014021547619847535,11,,
11,8,12,エトワールブルー,牡3,54.0,▲遠藤,本田,514(0),栗東,2023100389,1218,サートゥルナーリア,ブルーロータス,ディープインパクト,0.7849585382712557,5,0.0,5,,
