,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ビックリパラダイス,牡3,57.0,岩部,萱野,484(-10),美浦,2023106247,726,スマートファルコン,ブルーパラダイス,ロードカナロア,-1.2527370044993995,15,-0.9490620308238562,15,,
1,1,2,カシスピーチ,牝3,55.0,菅原隆,蛯名利,404(0),美浦,2023104954,1129,ノーブルミッション,グリーンシュート,キズナ,1.04376801371575,5,0.25150619461371465,5,,
2,2,3,アシャカバッハ,牡3,54.0,▲小林美,小笠,468(+8),美浦,2023100760,1206,モーニン,アイワナスマイル,ハーツクライ,0.6469285032937561,6,0.044046205181105955,6,,
3,2,4,エコロバロン,牡3,57.0,菊沢,菊沢,492(-4),美浦,2023104992,1161,フォーウィールドライブ,アイコニック,オルフェーヴル,1.0951700226607777,3,0.27837816666410475,3,,
4,3,5,アイアムステキ,牝3,55.0,松岡,奥平,450(+2),美浦,2023102210,1085,リオンディーズ,アイアムビューティ,ディープインパクト,1.1511614488620223,2,0.30764939692964616,2,,
5,3,6,アシャカルッカ,牝3,52.0,▲石田,鈴木伸,442(+4),美浦,2023103233,1203,シニスターミニスター,アシャカダイキ,スマートファルコン,-0.0725100358724348,11,-0.3320622916117508,11,,
6,4,7,ウチュウノハナ,牝3,55.0,木幡巧,牧,428(+4),美浦,2023101549,1162,ベストウォーリア,アタックガール,パイロ,0.1128827649476311,10,-0.23514253566781004,10,,
7,4,8,ラストシャイニー,牝3,55.0,横山和,千葉,426(-2),美浦,2023105803,1140,ダノンプレミアム,シンメイフジ,フジキセキ,0.5845866891843475,7,0.011455115441593165,7,,
8,5,9,イイクニパッション,牡3,57.0,内田博,深山,510(+4),美浦,2023100102,422,ビッグアーサー,シゲルアンドロメダ,Birdstone,1.324881056861467,1,0.39846663436015656,1,,
9,5,10,タイセイガナール,牡3,55.0,△長浜,伊藤圭,474(-4),美浦,2023102023,1214,タワーオブロンドン,アニムス,ゴールドアリュール,-0.5987129774392406,13,-0.6071509706114083,13,,
10,6,11,サントマーレ,牡3,57.0,戸崎圭,尾関,518(+2),美浦,2023107313,5386,ロードカナロア,リミニ,ディープインパクト,1.0603633661794505,4,0.26018192260029693,4,,
11,6,12,ウシャス,牝3,55.0,佐々木,小西,436(+4),美浦,2023102365,1197,ゴールドドリーム,ヴンダーゾンネ,グラスワンダー,0.44663873574466956,8,-0.060661395669946286,8,,
12,7,13,ヌクレオチド,牡3,57.0,柴田善,粕谷,484(+12),美浦,2023101724,641,モズアスコット,スニップ,エピファネイア,-0.37307618110478585,12,-0.4891924353501994,12,,
13,7,14,エバーラスト,牡3,54.0,▲石神道,和田郎,498(+10),美浦,2023104764,1209,ミスターメロディ,インダルジミー,Shamardal,0.1508539440829948,9,-0.21529194061544388,9,,
14,8,15,グラデュエール,牝3,55.0,木幡初,粕谷,418(0),美浦,2023103225,1153,ミスチヴィアスアレックス,マドリガルスコア,ダンスインザダーク,-0.9121747805868923,14,-0.771022713874536,14,,
15,8,16,ジーティーニッツァ,牡3,54.0,▲遠藤,伊藤伸,450(-4),美浦,2023106331,1218,ミスチヴィアスアレックス,ドリームデュネット,ディープインパクト,-1.4179597399697417,16,-1.0354372683052604,16,,
