,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ゼットスパンキー,牡5,58.0,藤岡佑,宮,478(+6),栗東,2021107255,1093,ディスクリートキャット,ゼットガガ,バゴ,0.3010602584446853,10,-0.3999808908188382,6,,10,51.8,45.7,50.6,8
1,1,2,ラッキーベイ,牡4,57.0,松若,今野,468(-2),栗東,2022105209,1154,モーリス,アストラサンタン,ハーツクライ,-1.7359756190762117,16,-1.559998367977769,11,,15,43.5,44.8,40.9,14
2,2,3,シュテルンビルト,牡4,57.0,松山,森田,456(+2),栗東,2022102360,1126,レインボーライン,ブループレリュード,ゴールドアリュール,0.5525309704835466,5,-0.2567775117435046,9,,4,50.2,50.3,52.4,7
3,2,4,エリカヴェローナ,牝5,56.0,岩田望,吉岡,522(-20),栗東,2021110058,1174,Quality Road,Cover Song,Fastnet Rock,0.5292140570951862,6,-0.2700556416686471,4,,2,54.7,60.3,55.1,3
4,3,5,ケイアイワイラーパ,牡4,57.0,亀田,野中,500(0),栗東,2022103053,1176,ブリックスアンドモルタル,クインズミラーグロ,マンハッタンカフェ,-0.3733598151788267,13,-0.7840384722209907,16,,11,41.3,45.4,40.9,13
5,3,6,エンブレムボム,牡5,57.0,☆松本,森秀,544(+12),栗東,2021110134,1191,St Patrick's Day,Jelly Cable,Sky Mesa,0.4592764423865836,8,-0.3098825569763547,13,,8,41.4,46.1,40.7,16
6,4,7,サディーク,牝4,52.0,▲田山,河嶋,444(-4),栗東,2022110063,1220,Into Mischief,Moonshine Memories,Malibu Moon,1.681705784940169,1,0.3862462729585582,5,,6,52.4,47.6,53.5,5
7,4,8,ポルトドール,牡6,58.0,鮫島駿,小栗,466(+2),栗東,2020102728,1157,モーリス,レクレドール,サンデーサイレンス,-1.0549389997909715,14,-1.1721729056606445,8,,9,50.6,45.9,48.6,9
8,5,9,レーティッシュ,牡4,57.0,川田,高橋一,514(+4),栗東,2022110152,1088,American Pharoah,Bernina Star,Harlan's Holiday,0.8606622040743939,4,-0.0813080366260949,3,,3,55.1,55.0,56.3,2
9,5,10,アメリカンチーフ,牡5,58.0,斎藤,東田,478(+4),栗東,2021110123,1178,Into Mischief,Good Vibes,Unbridled's Song,1.3272778802791665,3,0.1844125358424751,2,,5,56.0,49.1,53.5,4
10,6,11,ザングウィル,牡6,58.0,ハマーハン,佐藤悠,502(0),栗東,2020110051,5676,Dandy Man,Zaaqya,Nayef,0.1589068524856412,12,-0.4809320597058811,10,,12,44.4,45.1,48.4,10
11,6,12,インディゴ,牡4,56.0,☆西塚,野中,502(+12),栗東,2022101062,1200,Tiz the Law,サムカインドオブブルー,Union Rags,0.241434338452588,11,-0.4339356728851661,12,,13,43.2,45.0,44.4,11
12,7,13,ニシノジェダイ,牡4,57.0,池添,宮本,462(-4),栗東,2022106998,1032,ゴールドドリーム,スターペスユウコ,バトルライン,0.5045399337906747,7,-0.2841066530340639,7,,7,51.4,46.4,52.6,6
13,7,14,マッハレイジング,牡4,57.0,小崎,小崎,490(+22),栗東,2022106597,1152,ディスクリートキャット,マンイーター,タイキシャトル,-1.345059586777976,15,-1.337385975838924,14,,16,41.4,44.5,40.9,12
14,8,15,ウィテカービート,牡4,57.0,古川吉,昆,516(+2),栗東,2022105936,1015,サトノアラジン,シルショコラティエ,カコイーシーズ,0.3488199750206068,9,-0.3727834778799698,15,,14,41.3,44.8,40.8,15
15,8,16,モズケイスター,牡4,57.0,高杉,高柳大,476(+4),栗東,2022102127,1213,モズアスコット,モズレディーモー,Uncle Mo,1.4451317406995725,2,0.2515260017106863,1,,1,81.4,83.9,80.7,1
