,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,プラーヴィ,牡5,55.0,Ａルメート,杉山晴,栗東,2020101905,05659,ドゥラメンテ ,ワイメアビーチ ,フジキセキ ,-1.5722090946722844,8
1,1,2,セブンスレター,セ6,53.0,荻野極,高橋文,美浦,2019100876,01160,コパノリッキー ,ブライアンズレター ,ナリタブライアン ,-2.789396221252252,15
2,2,3,レプンカムイ,牡7,54.0,幸,橋口,栗東,2018109080,00732,キズナ ,ローレルアンジュ ,パラダイスクリーク Paradise Creek(米) ,-1.865557891346869,11
3,2,4,タイトニット,牡5,57.0,坂井,今野,栗東,2020102750,01163,キズナ ,アルティメイトラブ ,シンボリクリスエス ,-0.9551541512984484,6
4,3,5,マリアナトレンチ,牡5,55.0,鮫島駿,音無,栗東,2020102737,01157,ハーツクライ ,アイアムルビー ,Saint Liam ,-2.411246523002274,14
5,3,6,セクシーブーケ,牝4,54.0,北村友,田中克,栗東,2021110103,01102,Liam's Map ,Shurakaa ,Tapit (米) ,0.5133983143279123,1
6,4,7,フルオール,牡6,57.0,高杉,斎藤誠,美浦,2019102143,01213,ホッコータルマエ ,ゴールドフォレスト ,ゴールドアリュール ,-2.146623260787191,12
7,4,8,サイモンザナドゥ,牡5,58.0,武豊,小林,栗東,2020104497,00666,アジアエクスプレス ,トゥルーロマンス ,アグネスデジタル ,0.28887191635506754,2
8,5,9,ナリタフォルテ,牡7,54.0,酒井,木原,栗東,2018100474,01034,ベルシャザール ,オースミリンド ,Woodman ,-2.1592575658995434,13
9,5,10,スナークラファエロ,セ4,56.0,西村淳,野中,栗東,2021103987,01171,リアルスティール ,シンコームーン ,フォーティナイナーズサン Fourty Niners Son(米) ,-1.817427290828134,10
10,6,11,シゲルバクハツ,牡7,54.0,田口,谷,栗東,2018103470,01208,アイルハヴアナザー I'll Have Another(米) ,アフロディシアス ,ジャングルポケット ,-2.8835751218872705,16
11,6,12,ネッケツシャチョウ,牡5,56.0,荻野琢,藤沢,栗東,2020105954,01112,リオンディーズ ,レッドティムール ,シンボリクリスエス ,-0.5020182260919485,3
12,7,13,マオノアラシ,牡5,55.0,戸崎圭,加藤士,美浦,2020100850,05386,ゴールドアクター ,マオノココロ ,ヴァーミリアン ,-0.5093509727537757,4
13,7,14,ポッドロゴ,牡4,56.0,松山,西園正,栗東,2021104873,01126,ロゴタイプ ,スクラッタ ,キングカメハメハ ,-1.5932527152649913,9
14,8,15,メイショウオーロラ,牝5,53.0,太宰,本田,栗東,2020101209,01037,ホッコータルマエ ,エンパイアガール ,エンパイアメーカー Empire Maker(米) ,-1.4377717561492658,7
15,8,16,クレメダンジュ,牝5,54.0,吉村誠之助,鈴木孝,栗東,2020105627,01216,ラニ ,シェルエメール ,ジャングルポケット ,-0.664204941860907,5
