,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ライフク,牝3,55.0,荻野極,小崎,栗東,2022100852,01160,ルヴァンスレーヴ ,エポキシ ,ディープインパクト ,-0.730783087002279,1
1,1,2,セレスチャルホープ,牝3,55.0,岩田康,茶木,栗東,2022105313,05203,エピファネイア ,ケンホープ Kenhope(仏) ,Kendargent ,-5.67086765948566,18
2,2,3,キーブリーゼ,牡3,57.0,田口,宮,栗東,2022102564,01208,フォーウィールドライブ Four Wheel Drive(米) ,キャンディキー ,スクリーンヒーロー ,-2.326346407238048,7
3,2,4,グラースオショコラ,牝3,55.0,川須,小林,栗東,2022105770,01128,リオンディーズ ,ヴェルジョワーズ ,ネオユニヴァース ,-3.4861658564065494,9
4,3,5,エールヴェガ,牝3,52.0,▲田山,畑端,栗東,2022105886,01220,サトノクラウン ,ガラシア ,シンボリクリスエス ,-1.3577887351589206,3
5,3,6,セクシーマージュ,牝3,55.0,坂井,小椋,栗東,2022103729,01163,タワーオブロンドン ,アリュマージュ ,ハーツクライ ,-3.588483301827766,11
6,4,7,クロスレート,牡3,57.0,水口,羽月,栗東,2022104019,01133,ビッグアーサー ,ベストレート ,ゼンノロブロイ ,-4.495481485195942,16
7,4,8,アラモアナ,牡3,57.0,松山,奥村豊,栗東,2022105090,01126,ミッキーアイル ,モアナ ,キンシャサノキセキ ,-1.1570160635317086,2
8,5,9,レインオンミー,牡3,57.0,川田,福永,栗東,2022104117,01088,リアルスティール ,アルマリンピア ,タイキシャトル ,-3.840944418125193,13
9,5,10,ケイアイテア,牡3,57.0,国分優,梅田,栗東,2022106576,01125,タワーオブロンドン ,クインズチャパラ ,ロードカナロア ,-1.3766020924978328,4
10,6,11,ルージュカリーナ,牝3,55.0,松若,東田,栗東,2022105046,01154,エピファネイア ,ボインビューティー Boyne Beauty(米) ,Giant's Causeway (米) ,-1.9899159927362189,6
11,6,12,ドバイミッション,牡3,57.0,シュタルケ,辻野,栗東,2022105688,05115,ダイワメジャー ,ウィズアミッション ,Danehill Dancer (愛) ,-4.355521178186071,15
12,7,13,テイエムファルクス,牡3,57.0,和田竜,鈴木孝,栗東,2022103742,01018,レッドファルクス ,グッドネス ,サウスヴィグラス ,-5.457864192115574,17
13,7,14,サマンサバローズ,牝3,54.0,☆吉村,斉藤崇,栗東,2022103689,01216,ミッキーアイル ,ウィーミスフランキー Weemissfrankie(米) ,Sunriver ,-3.7981136667440625,12
14,7,15,クイーンズデイ,牝3,55.0,池添,岡田,栗東,2022100962,01032,ラブリーデイ ,ウイッチクイーン ,キングヘイロー ,-4.100513065307181,14
15,8,16,トウカイフルーレ,牡3,56.0,☆高杉,野中,栗東,2022102445,01213,ファインニードル ,トウカイセンス ,ハーツクライ ,-1.7552443861389235,5
16,8,17,トップレディー,牝3,55.0,高倉,北出,栗東,2022104408,01130,シャンハイボビー Shanghai Bobby(米) ,ブリリン ,タイキシャトル ,-3.5268254168624122,10
17,8,18,デルマケプラー,牝3,52.0,▲橋木,高橋康,栗東,2022105208,01215,ブリックスアンドモルタル Bricks and Mortar(米) ,アスクデピュティ ,フレンチデピュティ French Deputy(米) ,-2.3510713946964903,8
