,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,コンヴァーンクル,牡3,57.0,丹内,菊川,468(0),美浦,2023104270,01091,カリフォルニアクローム,スーパーマダム,タニノギムレット,-2.6873168504115896,14
1,2,2,オンザギャラクシー,牡3,57.0,木幡巧,大和田,524(0),美浦,2023103129,01162,レイデオロ,リュウノシャンソン,トーセンラー,-2.721056370413271,15
2,2,3,オリオンブレード,牡3,57.0,横山武,矢作,514(0),栗東,2023106715,01170,シルバーステート,アンブラッセモワ,Zoffany,-1.496791858840532,8
3,3,4,バトルモクオ,牡3,57.0,松岡,戸田,496(0),美浦,2023100800,01085,ベンバトル,クラウンロゼ,ロサード,-2.1651134509469374,12
4,3,5,インタノン,牡3,57.0,大野,堀,488(0),美浦,2023102942,01096,キタサンブラック,プレシャスライフ,タイキシャトル,-1.89546255145741,10
5,4,6,バルドル,牡3,57.0,原,池上,454(0),美浦,2023104920,01184,リオンリオン,アドマイヤルミナス,エピファネイア,-1.8696715919865416,9
6,4,7,カレリアフレイバー,牝3,55.0,田辺,久保田,436(0),美浦,2023106928,01075,キタサンブラック,エルヴァス,Catcher In The Rye,-1.3449422384435625,7
7,5,8,チャンピオンホープ,牡3,57.0,横山和,勢司,488(0),美浦,2023104580,01140,シルバーステート,セルフィーバイブス,キングカメハメハ,-0.7586063777352751,4
8,5,9,サヴマ,牡3,57.0,石橋脩,辻,438(0),美浦,2023106182,01077,キセキ,アイワナシーユー,ステイゴールド,-1.99528563599861,11
9,6,10,カタカムナ,牝3,52.0,▲小林美,蛯名利,440(0),美浦,2023102381,01206,サトノクラウン,ジョイズエターナル,ディープブリランテ,-0.014084349280931587,1
10,6,11,ランブレイ,牡3,57.0,佐々木,黒岩,528(0),美浦,2023101651,01197,リアルスティール,ルヴァンクレール,Danehill Dancer,-0.831308255379476,5
11,7,12,リアルケンチャン,セ3,57.0,内田博,緒方,444(0),栗東,2023101070,00422,マテラスカイ,リリカルドリーム,Hard Spun,-0.29603900767535074,2
12,7,13,ピースフルマインド,牝3,55.0,三浦,伊坂,420(0),美浦,2023105298,01122,レイデオロ,ジェラシー,ハービンジャー,-0.5315091919488067,3
13,8,14,ランザワールド,牝3,55.0,戸崎圭,宮田,496(0),美浦,2023107164,05386,コントレイル,ビッグワールド,Custom for Carlos,-0.9526842895504194,6
14,8,15,アルメーリス,牡3,57.0,荻野極,高橋一,540(0),栗東,2023103675,01160,モーリス,アルメーリヒ,ネオユニヴァース,-2.4379471633490017,13
