,式別,馬番,配当,人気
0,単勝,4,4730,9
1,複勝,4,1080,9
2,複勝,6,490,8
3,複勝,7,310,4
4,枠連,3-4,7920,20
5,馬連,4-6,24920,42
6,ワイド,4-6,4490,38
7,ワイド,4-7,3900,35
8,ワイド,6-7,2020,27
9,馬単,4→6,63620,102
10,3連複,4-6-7,65860,130
11,3連単,4→6→7,663900,977
