,式別,馬番,配当,人気
0,単勝,1,260,2
1,複勝,1,140,2
2,複勝,5,220,4
3,複勝,3,300,6
4,枠連,1-5,700,2
5,馬連,1-5,740,2
6,ワイド,1-5,360,2
7,ワイド,1-3,890,10
8,ワイド,3-5,1990,23
9,馬単,1→5,1270,3
10,3連複,1-3-5,6400,23
11,3連単,1→5→3,20390,67
