,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ハイクオリティ,牡4,58.0,ゴンサルベ,今野,474(-2),---.-,2,栗東,2022106924,5675,リアルスティール,フジミ,ロードカナロア,-1.0216671543575997,10,-0.0876430133937287,3,-0.2296539432746442,2,53.4,53.1,56.1,2
1,2,2,ラストレガシー,牡4,58.0,田辺,手塚久,478(-10),---.-,5,美浦,2022105556,1075,ドゥラメンテ,リトルモンスター,Into Mischief,-0.8623185643296662,8,-0.0876430133937287,4,-0.1994863552518846,6,50.3,46.8,49.9,4
2,3,3,リフレックス,牡3,55.0,三浦,金成,466(-8),---.-,3,美浦,2023105748,1122,モーニン,ライゼリート,ゼンノロブロイ,-1.0216671543575997,10,-0.0876430133937287,1,-0.2296539432746442,1,77.8,79.0,75.5,1
3,4,4,ホウオウフロイト,牡5,58.0,杉原,加藤和,438(-2),---.-,11,美浦,2021103549,1135,エイシンフラッシュ,ユメノキズナ,ストラヴィンスキー,-0.0604282791985804,5,-0.0296809186284518,10,-0.1064793578380602,10,43.8,44.3,42.5,10
4,5,5,ショウナンヤッホー,牡4,58.0,津村,栗田,486(-10),---.-,9,美浦,2022104605,1092,ニューイヤーズデイ,アドマイヤキュート,キングカメハメハ,1.3973844223477578,1,0.1048278148475494,8,0.0330453192066894,8,45.1,45.3,43.6,9
5,6,6,コックピットサイト,牡3,55.0,荻野極,鹿戸,486(+2),---.-,4,美浦,2023103717,1160,ドレフォン,ベラポーサ,Tapit,0.2090066455707914,3,0.1048278148475494,5,-0.1919362208177686,4,46.0,48.7,48.3,5
6,6,7,コスモマルーン,牝6,56.0,菊沢,秋本,476(-4),---.-,7,美浦,2020105350,1161,ロージズインメイ,コスモキララ,タマモクロス,0.1535367086052804,4,-0.0876430133937287,9,-0.0071664648827429,9,44.7,44.8,44.8,8
7,7,8,ゲンパチルーナ,牝4,56.0,武藤,西田,452(+6),---.-,8,美浦,2022100887,1169,ブリックスアンドモルタル,ディナシー,キングカメハメハ,-0.5353880336153416,7,-0.0876430133937287,6,-0.1375924560907876,7,45.3,45.9,48.0,6
8,7,9,ドゥマーヴェリック,牡4,58.0,戸崎圭,大竹,464(-2),---.-,1,美浦,2022103232,5386,ドゥラメンテ,バスラットアマル,New Approach,-1.0216671543575997,10,-0.0876430133937287,2,-0.2296539432746442,5,54.7,48.3,55.8,3
9,8,10,ルクスメンデス,牡4,58.0,小崎,小崎,484(0),---.-,10,栗東,2022102037,1152,オルフェーヴル,スマートメニル,スマートファルコン,-0.1575774252076304,6,-0.0876430133937287,11,-0.0660660322732063,11,43.7,44.2,38.1,11
10,8,11,オーケーマヒナ,牝4,56.0,石川,相沢,468(+10),---.-,6,美浦,2022100432,1150,モズアスコット,ヒアーズトウショウ,フジキセキ,1.1674355564032233,2,0.1048278148475494,7,-0.0104881858773495,3,45.3,49.6,47.3,7
