,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ベイツリー,牡3,57.0,横山典,村田,398(+6),---.-,8,美浦,2023106853,660,レイデオロ,アロマドゥルセ,ディープインパクト,-1.0027547552031075,14,-0.7137330237661113,12,-0.3539150291090564,14,43.3,42.8,43.7,11
1,1,2,ウインマニフィーク,牡3,57.0,戸崎圭,鈴木慎,466(0),---.-,2,美浦,2023105862,5386,ベンバトル,ウインファビラス,ステイゴールド,1.0284623807996252,1,0.3997159056610345,6,-0.0980659989416348,5,53.1,51.6,49.8,7
2,2,3,モロノディアマンテ,牡3,57.0,木幡巧,田中勝,424(+2),---.-,15,美浦,2023102890,1162,サトノダイヤモンド,エルラディユー,Unbridled's Song,-0.4084397836601876,10,-0.2670594899503001,10,-0.4252829215309135,12,43.4,43.4,43.7,12
3,2,4,シーサンタナ,セ3,57.0,嶋田,手塚久,414(-6),---.-,11,美浦,2023103583,1134,スワーヴリチャード,ラントゥザリード,タニノギムレット,-0.4135739081612153,11,-0.3107043210723158,11,-0.376541172209817,13,43.4,43.0,43.5,13
4,3,5,ホープフルワールド,牡3,57.0,北村宏,伊藤大,450(+2),---.-,10,美浦,2023105575,1043,ワールドプレミア,シングフォーホープ,アジアエクスプレス,0.867203114307574,3,0.3222975135636971,13,-0.1316579415884817,16,43.1,42.5,44.8,9
5,3,6,テンノルーキー,牡3,57.0,杉原,田村,432(-4),---.-,14,美浦,2023104349,1135,ダイワメジャー,マラコスタンブレ,Lizard Island,0.8716833348086,2,0.5274900155786371,14,-0.3763233160034103,10,42.1,45.9,43.4,14
6,4,7,コールリッジ,牡3,57.0,荻野極,林,446(+2),---.-,7,美浦,2023106338,1160,アルバート,モーニングフェイス,スペシャルウィーク,0.0726667298032361,9,0.0298839347865042,8,-0.4048615483428142,9,45.7,46.2,46.5,8
7,4,8,サトノリアファル,牡3,57.0,菊沢,古賀慎,520(-4),---.-,9,美浦,2023105260,1161,ダノンキングリー,レッドマニッシュ,シンボリクリスエス,0.5368603025032392,5,0.0557278656601317,7,-0.0698635442517784,1,49.8,81.9,52.7,5
8,5,9,クリスタルドレス,牝3,55.0,江田照,高橋文,428(-4),---.-,5,美浦,2023107406,689,ジャスタウェイ,クレバークリス,クロフネ,-0.6327983804555093,13,-0.5254463360631598,5,-0.2897625855460408,3,55.5,57.1,51.4,6
9,5,10,マイネルオラクル,牡3,54.0,▲石神道,尾関,488(-6),---.-,12,美浦,2023106422,1209,ゴールドシップ,アメリオラシオン,ルーラーシップ,-1.1448230488609064,16,-0.1736470383975883,15,-1.119296714189823,4,42.0,53.1,43.4,15
10,6,11,シンショク,牡3,57.0,田辺,尾形,476(0),---.-,4,美浦,2023100558,1075,フィエールマン,シャインプレジャー,アグネスデジタル,0.7799783513450073,4,0.0086739658217341,3,0.178878136922673,8,58.1,47.2,53.3,4
11,6,12,コスモアミュレット,牡3,57.0,ゴンサルベ,加藤士,490(-2),---.-,6,美浦,2023106489,5675,ゴールドシップ,ポンポンルージュ,Kitten's Joy,-1.1389625802279646,15,-0.1048714157960933,2,-1.1978635082393778,2,58.8,59.2,82.0,1
12,7,13,ベアダイヤモンド,牡3,57.0,津村,松尾,456(-10),---.-,1,美浦,2023101076,1092,サトノダイヤモンド,セトノフラッパー,タイキシャトル,-0.4662534553494132,12,-0.0435560064868671,1,-0.7412484431410078,6,79.0,50.1,60.5,2
13,7,14,オートカリテ,牝3,55.0,石橋脩,牧,516(0),---.-,3,美浦,2023103555,1077,コントレイル,マジェスティッククオリティ,Quality Road,0.5091281515863443,6,-0.2463090928702717,4,0.2735983801022578,7,56.7,49.4,54.0,3
14,8,15,サツキジュエル,牝3,55.0,丸田,石栗,434(+8),---.-,13,美浦,2023104265,1117,エイシンフラッシュ,サツキユニヴァース,ネオユニヴァース,0.2901126810142769,7,0.1629296653771411,16,-0.3942237941560954,15,41.5,42.5,43.3,16
15,8,16,マイチバイ,牝3,52.0,▲佐藤,堀内,436(+2),---.-,16,美浦,2023104588,1207,シルバーステート,ブルーボサノヴァ,パイロ,0.2515108657504007,8,0.077965245048763,9,-0.3219086988081208,11,44.5,44.0,44.0,10
