,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ミキノバカラ,牡4,58.0,西塚,大橋,484(-4),---.-,12,栗東,2022102594,1200,ジョーカプチーノ,ミキノモンテカルロ,シニスターミニスター,0.0808921060762892,6,-0.7587596535931962,12,-0.2778232317761072,5,37.2,48.8,38.3,12
1,2,2,ホーリーブラッサム,牝4,56.0,団野,斉藤崇,486(0),---.-,2,栗東,2022103060,1180,ロゴタイプ,ホーリーシュラウド,Cape Cross,-0.0385109447341395,7,-0.4517983157536043,7,-0.5454511367166289,2,51.0,54.4,51.3,7
2,3,3,メイショウミリオレ,牝5,56.0,菱田,藤岡健,486(0),---.-,10,栗東,2021103278,1144,ルーラーシップ,メイショウメイゲツ,ディープインパクト,0.1456184981931611,5,0.02130707658124,9,-0.6640931120443919,9,48.9,45.0,50.5,8
3,4,4,ジェニファー,牝5,56.0,松山,浜田,466(+8),---.-,4,栗東,2021103932,1126,アニマルキングダム,スイングサンデー,スペシャルウィーク,1.1226395364633437,2,0.3791723028499053,1,-0.085206074862264,6,75.3,48.3,55.2,2
4,4,5,オオナミコナミ,牝5,56.0,西村淳,牧浦,506(+22),---.-,7,栗東,2021107173,1171,エピファネイア,オメガセニョリーナ,アグネスタキオン,-0.2997638468852672,9,-0.8335438639688442,11,-0.5396534504234073,12,42.8,43.9,39.8,11
5,5,6,ヤマニンレセディ,牝4,56.0,田山,長谷川,472(+8),---.-,11,栗東,2022106605,1220,エピファネイア,ヤマニンアンプリメ,シニスターミニスター,-1.139490679903174,13,-1.1460782035561945,10,-1.034410229110261,10,42.8,44.5,40.9,10
6,5,7,スネーフリンガ,牝4,56.0,幸,森田,458(-6),---.-,5,栗東,2022103039,732,サンダースノー,フェアラフィネ,デュランダル,-0.264534948150423,8,-0.600189563980662,3,-0.6425414108059372,4,54.2,50.6,55.1,3
7,6,8,ロードトレゾール,牡5,58.0,吉村,清水久,540(-4),---.-,3,栗東,2021100144,1216,ロードカナロア,キープセイク,Sea The Stars Sea the Stars,0.499112926042251,4,-0.1396219196498309,6,-0.2916118022682817,7,52.1,47.2,54.0,5
8,6,9,ブリーズオンチーク,牝5,56.0,藤懸,高野,482(-4),---.-,13,栗東,2021105958,1138,ニューイヤーズデイ,サオヒメ,サンデーサイレンス,-0.9780128498054116,12,-1.4313550344284631,13,-0.7453747489464385,13,35.1,42.5,36.4,13
9,7,10,ルージュサウダージ,牝3,53.0,角田和,松永幹,472(+2),---.-,6,栗東,2023103721,1186,フィレンツェファイア,ミッドナイトラヴ,ロードカナロア,-0.3397153429224251,10,-0.8652928480133752,4,-0.5537161564212779,3,53.5,52.9,73.9,1
10,7,11,サディーク,牝4,56.0,松若,河嶋,450(+10),---.-,1,栗東,2022110063,1154,Into Mischief,Moonshine Memories,Malibu Moon,1.721616938103537,1,0.693492257316959,2,0.2163981519004714,1,55.2,81.1,54.7,4
11,8,12,クォーツァイト,牝5,56.0,高杉,橋田,476(+6),---.-,9,栗東,2021104777,1213,ダイワメジャー,ハニージェイド,Harlan's Holiday,-0.90865515404159,11,-1.3610046734004873,8,-0.7295128272223887,11,49.1,44.3,46.1,9
12,8,13,シュブロンレーヴル,牝5,56.0,秋山稔,杉山佳,432(+10),---.-,8,栗東,2021105873,1181,オルフェーヴル,ルリエーヴル,ロードカナロア,0.92536307285454,3,-0.2492882184368485,5,0.110159335672157,8,52.7,46.4,53.8,6
