,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,アースヴィンチ,牝3,55.0,丸山,蛯名正,460(+8),---.-,3,美浦,2023103789,1127,アルアイン,スクエアゴールド,ステイゴールド,0.0960547796668517,7,-0.7055245582099895,2,0.0142145859408769,2,58.5,56.7,58.5,2
1,1,2,モーブプリエール,牝3,55.0,原,鈴木慎,430(-2),---.-,6,美浦,2023107282,1184,サートゥルナーリア,モーベット,オルフェーヴル,-0.9727439253116084,14,-1.1789781853094894,7,-0.3531322111972579,8,46.5,47.7,47.1,6
2,2,3,アッパーウォーター,牝3,55.0,坂井,千葉,416(-2),---.-,1,美浦,2023106939,1163,サトノダイヤモンド,オープンウォーター,Include,0.3597522840315986,4,-0.2627307847365345,1,-0.1952435905152574,1,83.5,85.9,82.9,1
3,2,4,グレイスルーラー,牝3,52.0,▲佐藤,尾形,452(-6),---.-,8,美浦,2023100314,1207,ルーラーシップ,グレイスフラワー,ダイワメジャー,-1.2521002345911405,16,-0.9127263177212556,15,-0.8081723914091868,11,44.4,45.7,44.2,14
4,3,5,エバーシャンティ,牝3,55.0,戸崎圭,久保田,428(-6),---.-,2,美浦,2023106919,5386,ルーラーシップ,エバーシャルマン,ハーツクライ,-0.3320716692137008,10,-0.5662464293350273,3,-0.4357365905145815,14,55.5,45.4,56.9,3
5,3,6,イバラヒメ,牝3,52.0,▲石田,新開,442(+8),---.-,14,美浦,2023101298,1203,サトノダイヤモンド,ユラヒメ,ロードカナロア,-0.5017982189357795,13,-0.675120172223155,10,-0.4630586621304948,6,45.7,48.1,45.2,10
6,4,7,ラグアイリータ,牝3,55.0,津村,岩戸,422(-10),---.-,4,美浦,2023106463,1092,ウインブライト,バルタ,Crimson Tide,-0.2469033949440442,9,-0.5065309041220802,4,-0.4267057543458827,3,55.2,49.7,55.3,4
7,4,8,フォセットジェンヌ,牝3,55.0,ゴンサルベ,和田勇,422(+10),---.-,15,美浦,2023103237,5675,レイデオロ,カーフムーンベイ,Bodemeister,0.6025688684806004,2,-0.2132751546841248,14,-0.0582957804364216,15,44.5,45.4,44.1,15
8,5,9,ミダレセツゲツカ,牝3,52.0,▲上里,清水英,392(-8),---.-,16,美浦,2023100896,1217,グレーターロンドン,スノーホワイト,ディープブリランテ,-0.4074493621219114,11,-0.64173666832213,11,-0.422888018736939,13,45.3,45.5,44.7,12
9,5,10,ウインスフェーン,牝3,55.0,松岡,畠山,424(-2),---.-,10,美浦,2023105878,1085,ウインブライト,コスモクリスタル,マイネルラヴ,0.0839628134084808,8,-0.4409790325768851,8,-0.2384068948168875,7,46.4,48.1,45.9,9
10,6,11,レイナデルアイレ,牝3,55.0,嶋田,矢嶋,436(+2),---.-,13,美浦,2023103559,1134,レイデオロ,マチカネハヤテ,サクラバクシンオー,0.2907654376924456,6,-0.2283619997267996,13,-0.2787259769142078,4,44.7,49.3,44.3,13
11,6,12,セルレーヴ,牝3,55.0,北村宏,室井,484(+14),---.-,9,美浦,2023107085,1043,リオンディーズ,セリユーズ,ディープインパクト,-0.4752055787323379,12,-0.3844416147110237,16,-0.7106663035115581,10,44.1,46.4,43.8,16
12,7,13,エリオステモン,牝3,55.0,武藤,柄崎,410(0),---.-,12,美浦,2023106980,1169,ミスターメロディ,クロウエア,トーセンホマレボシ,1.2969623223434623,1,0.2784405039366859,9,0.0108756543335905,9,46.1,46.8,46.3,7
13,7,14,フロリメル,牝3,55.0,小崎,加藤征,470(0),---.-,5,美浦,2023101104,1152,ベンバトル,アモレッタ,ディープインパクト,-1.0388043884392153,15,-0.3622816268285347,5,-1.1546080916248391,12,47.9,45.7,49.9,5
14,8,15,ラングロワブリッジ,牝3,55.0,吉田豊,戸田,490(0),---.-,7,美浦,2023107365,733,ヴァンゴッホ,ローガンサファイア,ダイワメジャー,0.4996542663114005,3,-0.1955910511122733,12,-0.151915186125949,16,44.8,44.9,44.9,11
15,8,16,ポポラヴィスタ,牝3,52.0,▲石神道,鈴木慎,420(+2),---.-,11,美浦,2023102737,1209,ダノンバラード,ポポラリタ,ダンカーク,0.3137819618952535,5,0.0217201621477354,6,-0.4916489597770314,5,46.9,48.6,46.0,8
