,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,コサージュ,牝3,55.0,横山琉,清水久,412(0),---.-,6,栗東,2023107147,1192,ヘニーヒューズ,ハイヒール,トーセンホマレボシ,0.1179116920482448,8,0.0,6,-1.0790507729637373,11,47.8,43.6,46.6,6
1,2,2,リアル,牝3,55.0,松本,長谷川,422(+14),---.-,9,栗東,2023100745,1191,リアルスティール,シナル,キングカメハメハ,0.154147526176159,7,0.0,8,-1.036666655087018,4,43.7,48.7,43.9,9
2,3,3,エリカビアリッツ,牝3,55.0,佐々木,堀,446(-4),---.-,2,美浦,2023102608,1197,キズナ,ブレーヴアンナ,War Front,0.3542108707097973,6,0.0,1,-0.8026577359714441,1,76.0,78.4,75.9,1
3,4,4,サンエンジェルス,牝3,55.0,浜中,谷,414(-4),---.-,4,栗東,2023101315,1115,カリフォルニアクローム,ディーズハイエンド,ダイワメジャー,-0.6900819361525147,11,-0.0140215476198475,2,-0.7288480835054667,2,54.0,55.4,58.8,2
4,5,5,プリンセスアツコ,牝3,55.0,鮫島駿,河嶋,418(-2),---.-,1,栗東,2023104046,1157,ドレフォン,カフジウインド,ディープインパクト,1.396822225366722,1,0.0,3,0.4168577966196293,3,53.8,49.5,53.9,3
5,6,6,コウソクユノ,牝3,55.0,横山武,中舘,430(-2),---.-,3,美浦,2023106929,1170,ブリックスアンドモルタル,エルディアマンテ,キングカメハメハ,0.6714106365925661,5,0.0,5,-0.4316373747405073,8,52.3,45.8,49.2,4
6,6,7,コーリンクレア,牝3,55.0,横山和,小野,452(+6),---.-,8,美浦,2023104194,1140,マテラスカイ,コーリンスピカ,トーセンダンス,0.7847039985661917,4,0.0,7,-0.2991210597692759,5,44.6,47.8,45.0,7
7,7,8,ワンダーアスク,牝3,55.0,川又,笹田,440(-2),---.-,10,栗東,2023103191,1166,オルフェーヴル,トレノトマト,デヒア,0.985720596812692,3,0.0,9,-0.0639971444433279,7,42.6,46.2,42.9,10
8,7,9,プルーフリーディン,牝3,55.0,斎藤,小林,490(-10),---.-,5,栗東,2023101145,1178,ジャスタウェイ,ノヴェッラ,ノヴェリスト,1.0365659489922583,2,0.0,4,-0.0045246512021162,9,52.7,44.0,48.2,5
9,8,10,ドンレミラピュセル,牝3,52.0,▲和田陽,藤原,430(+2),---.-,7,栗東,2023102611,1223,キタサンブラック,プリモダルク,Bernardini,-0.2405893974066904,9,0.0,10,-1.4983802240466646,6,42.2,46.7,44.0,8
10,8,11,ファントムグレース,牝3,52.0,▲遠藤,本田,478(+2),---.-,11,栗東,2023102458,1218,サトノダイヤモンド,エイシンロビン,エンパイアメーカー,-0.6378575472634362,10,-0.0103692549006235,11,-1.005156514650082,10,40.4,43.9,41.6,11
