,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ダノンアトラス,牡5,58.0,Ｍデムーロ,橋口,410(0),---.-,4,栗東,2021105113,5212,ミッキーロケット,ダノンジャンヌ,ディープインパクト,-0.8451065399431197,7,-0.4446422859174466,2,-0.7749516394634588,5,51.5,47.4,49.6,4
1,2,2,ノンブルドール,牡3,55.0,西村淳,西園翔,448(+8),---.-,3,栗東,2023106941,1171,レイデオロ,オーロトラジェ,オルフェーヴル,0.5381623567359549,3,0.2777080240188631,1,-0.4183740410502078,2,72.7,52.1,55.9,2
2,3,3,デルシエロ,牡5,58.0,吉村,清水久,422(-4),---.-,8,栗東,2021103520,1216,レイデオロ,ネオヴィクトリア,ディープインパクト,-2.8039285858306577,8,-1.4461340882140643,8,-1.3028771484223725,6,40.3,45.3,40.5,8
3,4,4,サヴォアフェール,牡3,55.0,松山,杉山晴,498(0),---.-,1,栗東,2023105645,1126,エピファネイア,ナニアヒアヒ,キングカメハメハ,1.1095221049823625,1,0.3229929110653562,3,0.0005114556388375,4,50.3,47.8,50.9,3
4,5,5,ウィテカービート,牡4,58.0,秋山稔,昆,510(-10),---.-,7,栗東,2022105936,1181,サトノアラジン,シルショコラティエ,カコイーシーズ,0.6778385460128997,2,-0.036598423514988,7,0.0332136103051237,8,41.8,39.1,40.9,7
5,6,6,パイオニアスクエア,牡4,58.0,富田,茶木,492(+2),---.-,6,栗東,2022105367,1168,ドゥラメンテ,ジュリエットシアトル,Seattle Fitz,0.0731100225748625,6,-0.2755556107942077,5,-0.2051301758828533,7,48.5,44.8,45.4,6
6,7,7,ゼンノインヴォーク,セ7,58.0,高杉,緒方,448(+6),---.-,2,栗東,2019100915,1213,シルバーステート,ヴォワルドール,ハービンジャー,0.1275489969076646,4,-0.7156245495875844,4,0.3116816807551965,1,49.5,72.7,71.2,1
7,8,8,サンライズグラシア,牡4,58.0,田山,矢作,478(-2),---.-,5,栗東,2022105588,1220,サートゥルナーリア,ワイルドウインド,Danehill Dancer,0.1251499230864735,5,-0.1379630854968319,6,-0.3102119507203021,3,45.5,50.7,45.5,5
