,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ルプルミエラムール,牝3,55.0,小崎,加藤征,466(+2),---.-,12,美浦,2023107392,1152,ブリックスアンドモルタル,ジュンハーツ,ハーツクライ,1.2556632866283055,4,0.0732328215386505,13,0.0382696206266415,11,43.2,45.3,44.2,9
1,2,2,リマーカブル,牡3,54.0,▲上里,加藤和,552(-2),---.-,15,美浦,2023105754,1217,ロゴタイプ,ミタイナ,Denman,1.7129879434589248,3,0.1306512600880256,15,0.0665956402316398,12,43.1,45.0,39.8,15
2,2,3,アオイミズホ,牡3,57.0,戸崎圭,古賀慎,524(+8),---.-,2,美浦,2023101814,5386,ビーチパトロール,アオイサンシャイン,ダイワメジャー,-1.0216671543575997,14,-0.0876430133937287,4,-0.2296539432746442,3,52.9,54.3,55.9,3
3,3,4,コパノミラノ,牡3,57.0,柴田大,上原博,484(-4),---.-,6,美浦,2023101578,1009,コパノリッキー,テーオーキャンディ,エイシンフラッシュ,-0.1213732906145733,10,-0.0876430133937287,7,-0.0592119307280817,14,49.0,44.6,52.9,5
4,3,5,カンフーヒーロー,牡3,54.0,▲水沼,的場,480(+2),---.-,14,美浦,2023101482,1201,ストロングリターン,ラインステッチ,Fusaichi Pegasus,1.7850016369365325,2,0.1048278148475494,14,0.1064283120414168,15,43.2,43.8,40.1,14
5,4,6,タイセイジェンマ,セ3,57.0,野中,松尾,502(0),---.-,11,美浦,2023105386,1158,シルバーステート,メイデイローズ,Rockport Harbor,0.017852853576324,8,-0.0876430133937287,11,-0.0328538879037803,8,43.4,46.4,43.4,11
6,4,7,アーティキュレート,牡3,57.0,菊沢,手塚久,494(-2),---.-,8,美浦,2023106860,1161,サートゥルナーリア,アーキテクチャー,Zoffany,-0.2099612112541485,13,-0.0876430133937287,9,-0.0759832362864123,13,43.5,44.7,44.2,10
7,5,8,スクイーズアウト,牡3,57.0,原,黒岩,486(-14),---.-,4,美浦,2023102167,1184,リオンディーズ,デルニエリアリテ,ゼンノロブロイ,-0.0065571250076614,9,0.0078980906748458,5,-0.134406341251676,2,52.0,59.5,52.5,7
8,5,9,フロムドーン,牡3,54.0,▲石田,新開,496(0),---.-,5,美浦,2023106020,1203,エポカドーロ,チャリシー,ハービンジャー,0.2770392263257619,7,0.0078980906748458,6,-0.0807163908712882,7,49.8,46.5,55.2,4
9,6,10,マーゴットライズ,牡3,57.0,木幡巧,伊坂,482(-2),---.-,9,美浦,2023106889,1162,インディチャンプ,ウェイクミーアップ,ロックオブジブラルタル,0.9394516574064704,5,0.0732328215386505,8,-0.0215949954123062,6,44.0,46.7,41.7,13
10,6,11,ナツミカンチャン,牝3,55.0,石川,千葉,464(0),---.-,7,美浦,2023101733,1150,シニスターミニスター,ニューメモリー,スクリーンヒーロー,-0.1979045549020528,11,-0.0876430133937287,2,-0.0737006918239966,5,60.9,49.0,57.9,2
11,7,12,キタノタイキ,牡3,57.0,小林脩,奥平,442(+6),---.-,13,美浦,2023104227,1183,ラブリーデイ,ウェアレイ,アドマイヤオーラ,1.9994729568693288,1,0.1048278148475494,12,0.1470316359948693,9,43.2,46.3,42.8,12
12,7,13,リゼクールグレー,牡3,57.0,吉田豊,高橋文,468(+4),---.-,10,美浦,2023103303,733,ダノンレジェンド,テレキネシス,ダイワメジャー,0.7994883400691293,6,-0.0296809186284518,10,0.0563185075176669,10,43.4,45.8,48.2,8
13,8,14,テンオンスゴールド,牡3,57.0,江田照,田中剛,466(-6),---.-,1,美浦,2023104105,689,オルフェーヴル,ビルズトレジャー,ダノンシャンティ,-1.0216671543575997,14,-0.0876430133937287,1,-0.2296539432746442,1,78.7,82.8,78.6,1
14,8,15,スターツトゥデイ,牡3,57.0,坂井,大竹,486(-4),---.-,3,美浦,2023107184,1163,ナダル,フランジヴェント,キンシャサノキセキ,-0.202773048549311,12,-0.0876430133937287,3,-0.0746223862714728,4,59.7,49.1,52.7,6
