,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,レオライジング,牝2,55.0,原,杉浦,468(0),---.-,7,美浦,2024101902,1184,インディチャンプ,センコウノマイヒメ,スタチューオブリバティ,-0.8343918150461291,9,-0.0115974021122807,8,-0.3062033489808812,7,42.6,46.1,42.4,8
1,2,2,エランヴィータ,牡2,55.0,三浦,柄崎,502(0),---.-,2,美浦,2024104312,1122,シャンハイボビー,アップトゥユー,サウスヴィグラス,-0.8786601112229536,10,-0.0072164255188685,2,-0.3792388651810888,3,54.3,48.1,54.2,3
2,3,3,ラヴァブルロマン,牝2,55.0,菊沢,伊藤圭,444(0),---.-,6,美浦,2024100285,1161,ヘニーヒューズ,クラウンロマン,カネヒキリ,-0.0238813709651599,2,-0.0115974021122807,7,-0.1289465355351677,9,43.8,45.4,44.4,7
3,4,4,パレスラン,牡2,55.0,石川,手塚久,452(0),---.-,5,美浦,2024108276,1150,Volatile,Fast Jet Court,Courtier,-0.6490389740712577,5,-0.0115974021122807,4,-0.2656670990235227,4,54.1,47.9,53.2,4
4,5,5,エコロメジャー,牡2,55.0,戸崎圭,牧浦,460(0),---.-,3,栗東,2024106083,5386,ニューイヤーズデイ,レイクキャリー,ダイワメジャー,-0.8225348918637421,7,-0.0072164255188685,5,-0.3669644057830534,6,51.4,46.1,52.8,5
5,6,6,オルッス,牡2,55.0,嶋田,伊坂,432(0),---.-,10,美浦,2024102851,1134,マテラスカイ,メランコリア,プリサイスエンド,-0.3752072131322188,4,-0.0115974021122807,9,-0.2057807080229479,10,40.3,45.1,40.2,9
6,7,7,セイウンガジュマル,牡2,55.0,木幡巧,牧,540(0),---.-,4,美浦,2024105391,1162,セイウンコウセイ,セイウンメテオ,Acclamation,-0.7826847288019219,6,-0.0072164255188685,3,-0.3582492646380928,2,54.2,50.8,55.0,2
7,7,8,ソラティオ,牝2,55.0,柴田大,粕谷,414(0),---.-,9,美浦,2024102461,1009,ヘニーヒューズ,スープリムシチー,ネオユニヴァース,0.2173690635779499,1,-0.0115974021122807,10,-0.0761856074289368,8,39.9,45.5,40.2,10
8,8,9,ムーンベリル,牝2,55.0,坂井,西村,466(0),---.-,1,栗東,2024106276,1163,クリソベリル,クインズムーン,Gutaifan,-0.8265111142221061,8,-0.0072164255188685,1,-0.3678339966809157,1,73.3,78.0,73.0,1
9,8,10,マリノエスプレッソ,牝2,55.0,横山典,村田,426(0),---.-,8,美浦,2024100292,660,マテラスカイ,マリノエクスプレス,フリオーソ,-0.3058831715987785,3,-0.0115974021122807,6,-0.1906196958643331,5,46.0,47.0,44.6,6
