,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,コウユーニポポニコ,牝3,50.0,▲石田,竹内,458(+2),---.-,9,美浦,2023100757,1203,タリスマニック,トーセンラーク,アルデバラン,-0.314683217701957,11,-0.0876430133937287,4,-0.0958090179069491,1,53.1,84.2,79.0,1
1,2,2,ラフレードピエル,牡3,55.0,江田照,萱野,444(-4),---.-,11,美浦,2023105664,689,クリソベリル,スイートザザ,スウェプトオーヴァーボード,-0.5628296361552312,13,-0.0876430133937287,6,-0.1427876508519248,7,50.3,47.3,51.3,5
2,2,3,ジェネラスキング,牡3,55.0,ゴンサルベ,久保田,486(+6),---.-,3,美浦,2023103806,5675,ルーラーシップ,ピュリティゴールド,ゴールドアリュール,-1.0216671543575997,15,-0.0876430133937287,9,-0.2296539432746442,9,46.9,46.8,48.9,9
3,3,4,タイセツナヒ,牡3,55.0,原,杉浦,464(-8),---.-,12,美浦,2023102352,1184,ホッコータルマエ,アイアムキャツアイ,アイルハヴアナザー,-0.0092563502815782,6,-0.0296809186284518,11,-0.0967915804336448,13,43.3,45.2,46.7,12
4,3,5,ナリノシャーウッド,牡3,55.0,菊沢,田村,470(0),---.-,5,美浦,2023105963,1161,マインドユアビスケッツ,ナリノメジャー,ダイワメジャー,0.8852692634919349,3,0.0732328215386505,5,-0.0318527086271771,6,51.8,48.1,48.0,11
5,4,6,サムシングニュー,牡3,52.0,▲石神道,鹿戸,480(+6),---.-,7,美浦,2023102364,1209,エイシンフラッシュ,ウェディングベール,タートルボウル,0.0485560420696049,5,-0.0876430133937287,2,-0.0270412155651794,2,58.4,55.0,50.6,7
6,4,7,ブルーユンチェリー,牝4,56.0,武藤,水野,448(-10),---.-,13,美浦,2022103011,1169,フィエールマン,エキドナ,スタチューオブリバティ,1.3442431495655789,2,0.0732328215386505,14,0.055039400715287,14,41.6,43.4,37.8,14
7,5,8,ガムラスタン,牡3,55.0,小林脩,斎藤誠,532(0),---.-,6,美浦,2023101705,1183,サンダースノー,ヴィスビー,ネオユニヴァース,-0.1811774689491768,9,-0.0296809186284518,7,-0.1293393769310403,11,50.2,45.9,51.2,6
8,5,9,プロスペクトパーク,牡4,58.0,坂井,高柳瑞,506(-8),---.-,2,美浦,2022105548,1163,キズナ,ラブリーベルナデット,Wilburn,0.8589128690480868,4,0.0732328215386505,1,-0.0368424537464027,3,80.9,52.2,57.4,2
9,6,10,ショウナンパトス,牡3,55.0,津村,中舘,462(+10),---.-,1,美浦,2023105771,1092,ルヴァンスレーヴ,ショウナンカサロ,キングカメハメハ,-0.4655378985693029,12,-0.0876430133937287,8,-0.1243685543478627,8,49.6,47.0,51.3,4
10,6,11,キタノブレイク,牡4,55.0,▲上里,本間,478(-2),---.-,14,美浦,2022102486,1217,レインボーライン,オイシイナア,サムライハート,-0.1698932641576934,8,-0.0876430133937287,15,-0.0683976447181927,15,41.5,43.1,35.8,15
11,7,12,ラルフテソーロ,牡4,58.0,木幡巧,伊藤圭,508(-8),---.-,4,美浦,2022102269,1162,スワーヴリチャード,ライトファンタスティック,Acclamation,-0.2067319450857141,10,-0.0876430133937287,3,-0.0753718774324175,5,53.3,49.5,53.9,3
12,7,13,クラウンフリード,牡4,55.0,▲佐藤,天間,440(-25),---.-,15,美浦,2022101281,1207,タワーオブロンドン,クラウンビション,メジロベイリー,1.98921812036299,1,0.1048278148475494,13,0.1450902088199583,10,41.7,46.4,39.3,13
13,8,14,コパノエイダン,牡3,55.0,柴田大,上原博,482(+2),---.-,8,美浦,2023105162,1009,コパノリッキー,ルナマティーノ,キンシャサノキセキ,-0.7144696526282541,14,-0.0876430133937287,10,-0.171495865615047,4,44.5,50.7,50.3,8
14,8,15,パータリプトラ,セ3,55.0,北村宏,武井,476(+4),---.-,10,美浦,2023103263,1043,アメリカンペイトリオット,カフェローレル,マンハッタンカフェ,-0.0362367516309721,7,-0.0876430133937287,12,-0.0430940345277409,12,42.7,45.2,48.5,10
