,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,フレアオブセンス,牡3,57.0,西村淳,高野,480(+6),---.-,1.0,栗東,2023107022,1171,ポエティックフレア,ザイラ,フェノーメノ,0.0936667202148535,9,0.1267149281524354,9,-0.6200166812641665,8,48.2,46.8,46.2,8
1,1,2,スクランプシャス,牡3,57.0,菱田,橋口,466(+4),---.-,4.0,栗東,2023103411,1144,シルバーステート,サボールアトリウンフォ,Dance Brightly,-0.084063269481715,12,-0.2922724519844026,6,-0.3157886042763615,2,52.5,55.8,55.3,4
2,2,3,タガノミトゥンドゥ,牝3,53.0,△田山,長谷川,444(-6),---.-,10.0,栗東,2023104320,1220,フィエールマン,タガノグラッツェ,エンパイアメーカー,0.4534791842144028,4,-0.0545219025057673,4,-0.1311212318336738,5,53.1,50.1,80.7,1
3,2,4,グレイイメル,牡3,57.0,高倉,武英,428(+8),---.-,13.0,栗東,2023103243,1130,シルバーステート,ダーリングバード,Birdstone,1.1390589008080982,3,0.1257795492965988,16,0.2363223977879956,12,41.0,45.5,42.8,17
4,3,5,マスターストーン,牡3,57.0,富田,前川,568(0),---.-,14.0,栗東,2023100927,1168,サトノダイヤモンド,シェイクズセレナーデ,Unbridled's Song,0.1056184426454441,8,-0.1652849376887003,14,-0.2968714459121928,17,42.1,45.2,42.8,15
5,3,6,クリスタルタワー,牝3,53.0,◇今村,寺島,424(-8),---.-,11.0,栗東,2023101029,1193,タワーオブロンドン,ミスマンマミーア,タニノギムレット,1.705392949810915,1,0.2243199927132707,10,0.5939434613137877,7,47.0,46.9,44.9,10
6,4,7,シャマレル,牡3,57.0,角田和,渡辺,436(-6),---.-,16.0,栗東,2023103425,1186,ルーラーシップ,シャワークライム,ローエングリン,1.4776658497348991,2,0.2842617418105762,17,0.3432902856834343,16,40.7,45.2,42.8,14
7,4,8,クロスボーダー,牝3,55.0,川田,小林,476(-8),---.-,2.0,栗東,2023106982,1088,リアルスティール,クロスセル,ルーラーシップ,-0.7650936348778717,15,-0.498118374845567,7,-0.652096336761337,3,52.2,55.3,52.7,5
8,5,9,ビップヴォルフ,牡3,57.0,Ｍデムーロ,小椋,444(0),---.-,3.0,栗東,2023105418,5212,シルバーステート,ジョリージョコンド,Marju,-0.0758969511464698,11,-0.4425878132243721,2,-0.1477925628729344,1,60.6,86.3,61.8,2
9,5,10,ヴェロシア,牡3,57.0,団野,安田,508(+4),---.-,7.0,栗東,2023100929,1180,ロードカナロア,シュンドルボン,ハーツクライ,-1.2943842361735658,17,-1.065250577732081,12,-0.4765285638609989,13,43.6,45.4,43.0,12
10,6,11,ルクスユアン,牡3,57.0,吉村,清水久,444(-2),---.-,12.0,栗東,2023102765,1216,サトノダイヤモンド,スマートシモーヌ,ドリームジャーニー,0.352463831502711,5,-0.0459565106353671,15,-0.2229636941543046,14,41.1,45.3,42.8,13
11,6,12,ゴナビーオーライト,牝3,55.0,藤懸,梅田,414(-11),---.-,15.0,栗東,2023100505,1138,オルフェーヴル,ジョーダンエース,エイシンフラッシュ,0.3274096464845467,6,-0.0549471090871235,13,-0.2338144494226643,15,42.7,45.3,42.8,16
12,7,13,スフィダンテ,牡3,57.0,酒井,高橋康,448(-8),---.-,6.0,栗東,2023104370,1034,サートゥルナーリア,アニエーゼ,Ghostzapper,-0.5139416656993305,13,-0.1046606716414921,8,-0.8688531136108766,9,49.4,45.7,45.2,9
13,7,14,ゼンノゾンターク,牡3,57.0,国分恭,緒方,478(-6),---.-,8.0,栗東,2023104605,1124,ダノンプレミアム,ヴォワルドール,ハービンジャー,-0.5323655496255005,14,-0.5081991077567833,11,-0.4508608764062378,11,43.7,45.5,43.7,11
14,8,15,ブライトキングダム,牡3,57.0,松山,池江,530(0),---.-,5.0,栗東,2023104380,1126,コントレイル,エディン,ジャングルポケット,-0.8238001817315665,16,-0.1772510993694637,5,-1.044475888811519,6,53.1,48.0,52.1,7
15,8,16,トラカイキャッスル,牝3,55.0,田口,西村,432(0),---.-,9.0,栗東,2023103412,1208,ブリックスアンドモルタル,サラス,オルフェーヴル,-0.0101206611383489,10,-0.3746333227739684,3,-0.166901621808151,4,58.5,52.3,52.7,6
16,8,17,ケンブリッジグレイ,牝3,52.0,▲森田,渡辺,452(-6),---.-,,栗東,2023105085,1222,マインドユアビスケッツ,ブルーインザスカイ,チチカステナンゴ,0.2326224244270417,7,-0.4097882860464707,1,0.0694370559537731,10,80.5,45.6,57.7,3
