,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,エイシンミスリル,牝3,55.0,幸,大久保,434(+4),---.-,9,栗東,2023105494,732,タリスマニック,エイシンフェアリー,タイキシャトル,0.3999750650399434,6,-0.2283035231655035,4,-0.1478092162459346,8,55.1,48.1,57.0,5
1,1,2,ミリタリータトゥー,牝3,55.0,西塚,藤岡健,514(0),---.-,6,栗東,2023101180,1200,デクラレーションオブウォー,レディマクベス,ハーツクライ,0.5892115086393297,5,-0.6313215429152703,3,0.5324354475012554,4,56.5,56.6,57.2,4
2,2,3,ゴールデンテティス,牝3,55.0,加藤,庄野,452(-6),---.-,7,栗東,2023101097,1156,リアルスティール,リオンジャック,リオンディーズ,-0.2014023106950465,12,-0.0713242193373082,11,-0.9112450113798664,6,44.3,49.9,44.7,9
3,2,4,ジリアート,牝3,53.0,◇今村,矢作,426(+4),---.-,8,栗東,2023107309,1193,エピファネイア,リスグラシュー,ハーツクライ,0.6753972739145138,3,0.1192653461206009,6,-0.3201073086745175,2,54.0,59.4,78.2,1
4,3,5,メイショウツキヨ,牝3,53.0,△柴田裕,飯田,410(0),---.-,15,栗東,2023102067,1212,ロジャーバローズ,メイショウユウバエ,メイショウサムソン,0.3704907523348142,7,-0.4813020246244612,12,0.1391454213209304,15,41.7,42.6,41.8,15
5,3,6,ヴァーティゴー,牝3,55.0,酒井,西園翔,434(-6),---.-,14,栗東,2023101110,1034,バゴ,エグジラレーション,ディープインパクト,-1.1457136658525249,15,-0.9434359024740396,16,-0.7181368730548237,12,41.1,43.4,41.9,14
6,4,7,アロハ,牝3,55.0,松山,杉山晴,454(0),---.-,2,栗東,2023106115,1126,エピファネイア,ヤマノフェアリー,ディープインパクト,-1.5317308825784384,16,-0.9522495313197766,8,-1.071830347137488,10,48.3,44.2,47.9,8
7,4,8,ライツェントライゼ,牝3,55.0,団野,梅田,472(-8),---.-,4,栗東,2023106414,1180,リオンディーズ,マイネイディール,アドマイヤマックス,-0.6901335372231945,13,-0.5937347902582286,7,-0.7228976723728081,9,53.2,46.8,49.0,7
8,5,9,クィーンズウィンク,牝3,55.0,吉村,清水久,468(+16),---.-,12,栗東,2023106971,1216,レイデオロ,クィーンズベスト,ワークフォース,0.0594209400537313,10,-0.4800090425449804,14,-0.1563229296564809,16,41.4,42.5,41.7,16
9,5,10,オーロラボレアリス,牝3,55.0,Ｍデムーロ,吉岡,470(-4),---.-,5,栗東,2023103348,5212,コントレイル,エスキモーキセス,To Honor and Serve,-0.0701694824335263,11,-0.1278511848056725,1,-0.7169359302283981,1,79.2,81.0,59.9,2
10,6,11,ミスマリーゴールド,牝3,55.0,国分恭,畑端,420(+3),---.-,16,栗東,2023102179,1124,ダノンスマッシュ,タイキソレイユ,フジキセキ,-0.7134038616849141,14,-0.3124615420438875,15,-1.0948706833833914,7,41.2,48.3,42.4,13
11,6,12,ビサイレント,牝3,52.0,▲森田,畑端,450(0),---.-,11,栗東,2023105704,1222,アメリカンペイトリオット,エピックポエトリー,ハーツクライ,0.2554736115945551,8,-0.1838603602217121,13,-0.3396168645694231,13,41.6,42.9,42.6,12
12,7,13,スズノボンライミー,牝3,55.0,藤懸,平田,442(0),---.-,10,栗東,2023102137,1138,カレンブラックヒル,スズノミライ,バトルプラン,0.1590363207814268,9,-0.3454974035937222,9,-0.2295926087999157,14,45.2,42.8,43.4,10
13,7,14,ミッキーテネシー,牝3,55.0,高杉,中内田,444(0),---.-,3,栗東,2023102238,1213,サートゥルナーリア,ミッキーチャーム,ディープインパクト,0.6207078189036158,4,-0.3615732119503155,5,0.2265395685608966,5,54.7,50.8,52.0,6
14,8,15,エコロゼルダ,牝3,53.0,△田山,牧浦,456(-18),---.-,13,栗東,2023103566,1220,ブラックタイド,ミッドナイトフラッシュ,Anabaa Blue,0.8561712319647137,2,0.0414366574363038,10,-0.0524921490292295,11,44.4,43.4,42.6,11
15,8,16,バロッカネーラ,牝3,55.0,西村淳,池添,446(+4),---.-,1,栗東,2023107332,1171,キタサンブラック,レッチェバロック,Uncle Mo,1.0119046349182097,1,0.5372543469478372,2,-0.5223240928656046,3,58.3,57.4,57.7,3
