,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ハートメテオ,牝4,56.0,岩田望,笹田,450(-2),---.-,1,栗東,2022105549,1174,ロードカナロア,ラブリーマリア,Majesticperfection,-0.1706901768035097,8,-0.0845736750879613,6,-0.3073292475635626,7,49.7,45.7,45.2,7
1,2,2,ラブリーリディア,牝4,56.0,小沢,中内田,456(+2),---.-,8,栗東,2022100625,1185,エピファネイア,オールフォーラヴ,ディープインパクト,-0.9293144753497684,10,-0.6896670336226586,3,-0.2814895062358427,2,55.3,57.1,73.1,1
2,3,3,ヨヒーン,牝4,56.0,鮫島駿,杉山晴,472(+10),---.-,3,栗東,2022105166,1157,キズナ,レディイヴァンカ,Tiz Wonderful,1.0950185359527933,1,-0.4352107717284503,4,0.3450437634359736,4,54.4,52.0,54.6,4
3,4,4,ウィルサヴァイブ,牝4,56.0,横山武,須貝,444(-4),---.-,2,栗東,2022104748,1170,アルアイン,クラシックリディア,ハービンジャー,-0.2815034238699461,9,-0.2938380014365269,5,-0.2417484091526789,3,53.8,56.5,54.0,5
4,5,5,リッチブラック,牡7,58.0,斎藤,西村,470(+6),---.-,11,栗東,2019103816,1178,エピファネイア,アドマイヤカンナ,ブライアンズタイム,0.6691206890037228,3,-0.283057509161962,9,0.1080566813091585,11,41.0,41.8,40.5,10
5,6,6,ロードマンハイム,セ6,58.0,岩田康,友道,516(+2),---.-,5,栗東,2020100177,5203,ロードカナロア,ワイルドココ,Shirocco,-0.1196498572501715,6,-0.321636319209492,1,-0.1670382983117231,1,72.9,75.2,55.1,2
6,6,7,レイヤードレッド,牡4,58.0,長浜,手塚久,490(+6),---.-,6,美浦,2022103310,1214,フィエールマン,エキナシア,スニッツェル,0.3658257608396099,4,-0.0228570452422438,2,-0.1383508388408413,5,55.6,47.3,54.6,3
7,7,8,バルティカ,牡4,58.0,北村友,高橋亮,462(+12),---.-,4,栗東,2022105018,1102,ルーラーシップ,プラトリーナ,ディープインパクト,-1.2687886846235783,11,-1.1611597649386676,7,-0.1672948036850885,6,44.8,46.7,44.1,8
8,7,9,ウインアクトゥール,牡5,58.0,丹内,栗田,444(0),---.-,7,美浦,2021107085,1091,ゴールドアクター,ポートドラルーン,チチカステナンゴ,0.7043232207484182,2,0.2240524028166686,10,-0.1380780238139114,10,39.9,42.0,41.9,9
9,8,10,アメジストブラック,牡7,58.0,舟山,小椋,530(+2),---.-,9,栗東,2019105051,1221,エピファネイア,アメジストリング,フジキセキ,-0.1698260652901729,7,-0.5263101820196261,8,-0.0811401609611522,9,44.3,42.7,49.7,6
10,8,11,ドッビアーコ,セ5,58.0,古川吉,奥村豊,564(+10),---.-,10,栗東,2021110130,1015,Street Boss,Rubindy,Bernardini,0.1054844766426036,5,-0.2563653433296815,11,-0.1162632087397983,8,38.2,43.0,37.1,11
