,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,マーベリックシチー,牡5,58.0,鮫島駿,岡田,468(0),---.-,5,栗東,2021100387,1157,パイロ,ラフィネシチー,ゴールドアリュール,0.91089643239672,3,0.0,4,-0.1515170341038927,7,49.7,46.4,50.2,4
1,2,2,テイエムゴッホ,牡3,54.0,☆舟山,浜田,524(+2),---.-,1,栗東,2023101704,1221,ヴァンゴッホ,ヴィクトリアズワイルドキャット,Bellamy Road,-0.6380734285707146,10,-0.0140215476198475,1,-0.6680150774772942,1,77.1,78.3,76.8,1
2,3,3,ビナハイバン,牡3,55.0,横山琉,中尾,470(+4),---.-,8,栗東,2023104499,1192,コパノリッキー,ビナスイート,シニスターミニスター,0.7949925334044536,4,0.0,9,-0.2870868266997604,8,43.6,46.2,43.2,8
3,4,4,ストロングボーイ,牡3,55.0,荻野琢,野中,522(0),---.-,2,栗東,2023106397,1112,アスクピーターパン,サンキューアスク,シンボリクリスエス,0.4909443098476891,5,0.0,2,-0.6427241690594239,3,51.1,48.4,51.3,2
4,5,5,グレイスフルマーチ,牡4,58.0,斎藤,中村,468(0),---.-,4,栗東,2022101044,1178,ヘニーヒューズ,メイグレイス,ネオユニヴァース,1.2094912763819736,1,0.0,3,0.1977416312320962,2,50.7,48.9,51.0,3
5,6,6,アイファーシャドー,牡4,58.0,佐々木,蛯名利,436(+2),---.-,10,美浦,2022104259,1197,ビーチパトロール,ヴィオローネ,ルーラーシップ,-0.0619827198025231,8,0.0,7,-1.2894686132245854,6,44.6,46.4,43.1,9
6,7,7,パシーヴ,牡4,57.0,☆長浜,上原博,484(+2),---.-,7,美浦,2022106669,1214,ニューイヤーズデイ,ローレライ,ゴールドアリュール,1.0317311871663002,2,0.0,5,-0.0101797470504387,5,48.9,46.7,49.1,5
7,7,8,ベイビールビオ,牡7,58.0,古川吉,石栗,516(+6),---.-,9,美浦,2019103592,1015,ビッグアーサー,カルテブランシェ,ゴールドアリュール,0.3681412083547109,7,0.0,8,-0.7863637803605344,10,44.0,45.5,46.3,7
8,8,9,フロウアンドライム,牡4,55.0,▲小林美,大和田,454(0),---.-,6,美浦,2022104663,1206,ラブリーデイ,ウリウリ,ディープインパクト,0.4199949832786728,6,0.0,10,-0.7257117611198066,9,43.2,45.8,42.3,10
9,8,10,メイショウソラリス,牡3,55.0,武豊,角田,464(+4),---.-,3,栗東,2023103986,666,シスキン,アンリミテッドピサ,シンボリクリスエス,-0.1040433666393827,9,-0.0140215476198475,6,-0.0433739276500597,4,47.1,47.5,46.6,6
