,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ホウオウエクレール,牡8,60.0,小牧加,宮,516(-6),栗東,2017103293,01196,ブラックタイド,タマヒカル,パラダイスクリーク
1,2,2,タマモエース,牡6,60.0,小野寺,宮地,492(+4),栗東,2019104010,01123,ワールドエース,ミサトサウス,サウスヴィグラス
2,3,3,ゴールドブリーズ,牡7,60.0,石神深,深山,512(-2),美浦,2018102196,01059,トゥザワールド,ゴールドジャパン,スターリングローズ
3,4,4,ピーターサイト,牡5,60.0,上野,村田,480(-2),美浦,2020105611,01087,ワンアンドオンリー,ヴィクトリアアイ,ブライアンズタイム
4,5,5,フォージドブリック,牡4,60.0,大江圭,西田,550(0),美浦,2021104800,01120,ブリックスアンドモルタル,リープオブフェイス,クロフネ
5,5,6,ヘザルフェン,牡4,60.0,森一,昆,504(-12),栗東,2021110022,01139,Golden Horn,Entertainment,Halling
6,6,7,タイキフロリゼル,牡7,60.0,坂口,谷,476(+2),栗東,2018106474,01211,リオンディーズ,フロレンティナ,クロフネ
7,6,8,フームスムート,牡8,60.0,五十嵐,水野,544(+16),美浦,2017104238,01069,トゥザグローリー,ディアジーローズ,ワイルドラッシュ
8,7,9,ヴィンテージボンド,牡6,60.0,難波,西園正,488(-4),栗東,2019105095,01066,キズナ,ヴィンテージドール,ホワイトマズル
9,7,10,クラップサンダー,牡6,60.0,黒岩,牧田,460(-2),栗東,2019103278,01072,ジャスタウェイ,ゲッコウ,キングカメハメハ
10,8,11,アルデドゥオーモ,牡4,60.0,伴,矢野,496(-2),美浦,2021100361,01149,オルフェーヴル,アルフィルク,アグネスタキオン
11,8,12,ブラビオ,牡7,60.0,井上,緒方,474(0),栗東,2018106050,01151,ルーラーシップ,ゴールデンプライズ,ホワイトマズル
