,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202603010307,1,2,2,ホーリーブライト,牝5,53,小林美駒,0:1:09.2,,10-8,36.1,17.1,8,456,[東]竹内正洋,1150,晴,ダート,良,2026年04月18日,1勝クラス,2021102458,01206
202603010307,2,5,8,キャリーグレイス,牝4,54,今村聖奈,0:1:09.2,クビ,2-2,37.0,6.0,3,448,[西]寺島良,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022100091,01193
202603010307,3,1,1,プルミエールパス,牝5,56,小崎綾也,0:1:09.2,クビ,4-3,36.8,6.2,4,476,[西]河嶋宏樹,1150,晴,ダート,良,2026年04月18日,1勝クラス,2021103451,01152
202603010307,4,7,13,アルヘンティニータ,牝5,56,杉原誠人,0:1:09.5,1.1/2,8-6,36.6,14.2,6,426,[東]戸田博文,1150,晴,ダート,良,2026年04月18日,1勝クラス,2021104455,01135
202603010307,5,4,6,スカイダイバー,牝4,53,石田拓郎,0:1:09.9,2.1/2,6-6,37.2,125.1,14,460,[東]秋本大介,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022104122,01203
202603010307,6,6,11,リードプリンシパル,牝4,56,小沢大仁,0:1:10.0,3/4,12-10,36.8,53.1,12,472,[西]秋山真一,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022105748,01185
202603010307,7,8,15,デルマエアロール,牝4,52,河原田菜,0:1:10.2,1.1/2,2-4,38.0,18.9,9,446,[東]大和田成,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022105535,01204
202603010307,8,8,14,フラッシュポイント,牝4,56,菊沢一樹,0:1:10.2,アタマ,12-10,36.9,5.5,2,498,[東]西田雄一,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022104609,01161
202603010307,9,5,9,グッバイウェーブ,牝4,56,丸山元気,0:1:10.4,1.1/4,4-5,37.9,38.7,11,460,[東]中川公成,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022102492,01127
202603010307,10,2,3,ペイシャマリーン,牝4,56,丹内祐次,0:1:10.6,3/4,1-1,38.5,3.8,1,454,[東]菊川正達,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022100046,01091
202603010307,11,3,4,クロユキ,牝4,53,森田誠也,0:1:10.6,クビ,14-14,37.2,101.1,13,442,[西]松永幹夫,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022104900,01222
202603010307,12,6,10,ナムラペルル,牝4,56,丸田恭介,0:1:10.8,3/4,8-8,37.9,7.3,5,468,[東]石栗龍彦,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022104303,01117
202603010307,13,7,12,タルトポワール,牝4,56,横山琉人,0:1:10.8,クビ,6-10,38.0,25.8,10,446,[東]清水英克,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022106122,01192
202603010307,14,4,7,ペガサスノース,牝4,56,亀田温心,0:1:10.9,1/2,15-15,37.1,16.9,7,482,[西]高柳大輔,1150,晴,ダート,良,2026年04月18日,1勝クラス,2022101053,01176
202603010307,15,3,5,ビスケット,牝6,54,長浜鴻緒,0:1:13.0,大,10-10,40.0,153.7,15,480,[東]和田雄二,1150,晴,ダート,良,2026年04月18日,1勝クラス,2020101171,01214
