,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ストラクチャー,セ5,60.0,草野,和田郎,446(-10),美浦,2021101216,01113,リアルスティール,サンヴィヴァン,マンハッタンカフェ
1,2,2,アナザーエース,牡6,57.0,▲井上,宮,518(+2),栗東,2020104005,01151,ヤマカツエース,ホットフレイバー,タバスコキャット
2,3,3,ハイウェイスター,牝5,58.0,中村,宮本,492(-4),栗東,2021106621,01101,アメリカンペイトリオット,キエレ,Distorted Humor
3,4,4,アゼム,牡4,59.0,小野寺,坂口,460(+2),栗東,2022102823,01123,ヘンリーバローズ,シャルロッカ,タニノギムレット
4,5,5,スマラグドス,牡6,60.0,難波,西園正,474(-6),栗東,2020102798,01066,ハーツクライ,エメラルドスター,Mount Nelson
5,5,6,キムタックフェイス,牡4,59.0,田村,森田,482(-4),栗東,2022100727,01105,フィエールマン,ロンギングエレン,ロードカナロア
6,6,7,モスクロッサー,セ5,57.0,▲坂口,国枝,534(+6),美浦,2021105501,01211,ハーツクライ,クリスプ,El Corredor
7,6,8,クラウングスタフ,牡5,60.0,上野,水野,518(-2),美浦,2021101256,01087,レイデオロ,クラウンロゼ,ロサード
8,7,9,トーアマリシテン,セ5,60.0,石神深,小島,460(+2),美浦,2021105335,01059,ビーチパトロール,トーアヒミコ,クロフネ
9,7,10,プリンセスララア,牝9,58.0,大江圭,的場,434(-2),美浦,2017100655,01120,スピルバーグ,ナックオフィス,ジェネラス
10,8,11,スノーディーヴァ,牝5,57.0,▲水沼,深山,460(-2),美浦,2021103504,01201,エイシンヒカリ,スノースタイル,ホワイトマズル
11,8,12,ルクスメンデス,牡4,59.0,黒岩,小崎,486(-4),栗東,2022102037,01072,オルフェーヴル,スマートメニル,スマートファルコン
