,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ラストシャリナ,牡4,58.0,石川,矢嶋,488(-12),美浦,2022100418,01150,アルアイン,ラピーダシャリナ,Vicar,-1.8879999052760474,16
1,1,2,タイセイルヴァン,牡4,58.0,黛,新開,510(+10),美浦,2022103859,01109,ルヴァンスレーヴ,コウエイラブリー,エンパイアメーカー,-0.5340171779774413,6
2,2,3,スミレファースト,牝5,56.0,佐々木,加藤征,452(+2),美浦,2021105619,01197,ニューイヤーズデイ,スミレ,ダイワメジャー,-0.20141364232043357,4
3,2,4,オトメナシャチョウ,牝4,56.0,横山武史,森秀,484(-14),栗東,2022110088,01170,Speightstown,Mylady Curlin,Curlin,-1.442018092701597,14
4,3,5,ガーネットウインク,牝4,56.0,田辺,小西,486(0),美浦,2022100417,01075,エポカドーロ,モダンハート,ヴィクトワールピサ,-0.49323354545258735,5
5,3,6,エスシーレベッカ,牝4,53.0,▲上里,加藤士,462(-8),美浦,2022100304,01217,パイロ,リアライズキボンヌ,アフリート,-1.1942942737960103,10
6,4,7,キョウエイカンフ,牡6,58.0,横山和,勢司,526(-2),美浦,2020100363,01140,アジアエクスプレス,クラシカルレディ,キングズベスト,0.2827697588627426,2
7,4,8,アルジェンタージョ,牝5,53.0,▲佐藤,伊藤圭,464(-4),美浦,2021103706,01207,レッドファルクス,アイシークレット,ゴールドアリュール,-0.9397053263386731,9
8,5,9,ビーマックス,牡4,58.0,三浦,藤野,492(-20),栗東,2022100729,01122,サトノアラジン,タマモカトルズ,サウスヴィグラス,-1.3041141700688756,12
9,5,10,カラヴァジェスティ,牡4,58.0,戸崎圭,奥村武,474(-2),美浦,2022110006,05386,カラヴァッジオ,トナフトゥ,Sir Prancealot,-0.6004911841493856,7
10,6,11,ジョヴィアン,牡6,58.0,丸山,井上,510(-6),栗東,2020110127,01127,Justify,Runway Doll,マジェスティックウォリアー,-0.8450159505046401,8
11,6,12,ビッグドリーム,牡5,58.0,ルメール,西園正,538(+2),栗東,2021100899,05339,ビッグアーサー,アンナペレンナ,Tale of Ekati,-1.343132097639033,13
12,7,13,タッカージーティー,牝4,56.0,横山典,鈴木伸,480(+2),美浦,2022106261,00660,ヘニーヒューズ,シャワーブーケ,ゴールドアリュール,0.18168528476718784,3
13,7,14,アスゴッド,牡4,58.0,荻野極,矢作,504(-4),栗東,2022103704,01160,モズアスコット,ゴッドフロアー,ハーツクライ,-1.1971303191352232,11
14,8,15,アグラード,牡5,58.0,津村,高柳瑞,468(+2),美浦,2021105429,01092,ニューイヤーズデイ,ヴィータアレグリア,ネオユニヴァース,0.6098107305856659,1
15,8,16,アベベ,牡5,56.0,△長浜,根本,494(+6),美浦,2021109113,01214,コパノリッキー,ジョウノボレロ,ブライアンズタイム,-1.5017286081005383,15
