,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ベネメレンティ,牝5,53.0,▲古川奈,前川,450(+2),栗東,2021106648,01190,ニューイヤーズデイ,ブルーモーメント,ダンスインザダーク,-3.394656138296668,16
1,1,2,アルマロクザン,牝6,56.0,菊沢,伊藤伸,486(-4),美浦,2020100759,01161,ドレフォン,アルマディヴァン,メジロベイリー,-2.18248095627501,10
2,2,3,サンマルヴァレー,牝7,53.0,▲水沼,佐藤吉,474(0),美浦,2019106409,01201,ルーラーシップ,ゴールドヴァレー,ブライアンズタイム,-3.815477063015491,18
3,2,4,レオナルドスター,セ5,58.0,荻野琢,秋山,460(+2),栗東,2021104806,01112,ダイワメジャー,レディマカパ,Equiano,-0.6808705239060117,2
4,3,5,ジェニファー,牝5,53.0,▲田山,浜田,454(+6),栗東,2021103932,01220,アニマルキングダム,スイングサンデー,スペシャルウィーク,-1.6118200318159366,6
5,3,6,ヴィヴァクラウン,牡5,55.0,▲舟山,杉浦,470(-12),美浦,2021101595,01221,サトノクラウン,セトノフラッパー,タイキシャトル,-2.1590832473090935,9
6,4,7,ヒットザグラウンド,牝4,56.0,角田和,四位,446(-2),栗東,2022102406,01186,ファインニードル,ジェントルヴァウ,Broken Vow,-2.493674533943754,12
7,4,8,レインオンミー,牡4,56.0,◇今村,福永,482(0),栗東,2022104117,01193,リアルスティール,アルマリンピア,タイキシャトル,-2.369987800168349,11
8,5,9,ミエノブラボー,牝5,53.0,▲石田,田中勝,480(0),美浦,2021104137,01203,リオンディーズ,バンドゥッチ,Rossini,-1.7247540051194268,7
9,5,10,セントキルダ,牡5,58.0,松若,東田,474(-16),栗東,2021105175,01154,スワーヴリチャード,パールズベスト,キングズベスト,-3.797675252874553,17
10,6,11,エコロハート,牝4,56.0,亀田,須貝,428(-4),栗東,2022105212,01176,ストロングリターン,アップロック,ハーツクライ,-0.5953649634828952,1
11,6,12,ツィスカリーゼ,牡6,58.0,的場,的場,468(-6),美浦,2020102269,01108,リオンディーズ,アンドリエッテ,ディープインパクト,-1.246867953617315,3
12,7,13,ラブアイミー,牝4,53.0,▲和田陽,森田,406(0),栗東,2022107258,01223,サンダースノー,ラブカンプー,ショウナンカンプ,-2.5239247764337893,13
13,7,14,グランルーチェ,セ5,58.0,藤懸,庄野,480(-6),栗東,2021102641,01138,ダンカーク,グランシェリー,アルデバラン,-2.6305787580869358,14
14,7,15,ユメシバイ,牝4,53.0,▲小林美,松永幹,448(0),栗東,2022103880,01206,ディスクリートキャット,ファートゥア,エピファネイア,-1.308660451744444,4
15,8,16,ラブカムーン,牝5,56.0,富田,千田,474(+2),栗東,2021106586,01168,アドマイヤムーン,ラブカーナ,オース,-3.1072772405684597,15
16,8,17,ヴェントゥーラ,牝4,56.0,斎藤,小栗,486(+22),栗東,2022104186,01178,サートゥルナーリア,リボンフラワー,ディープインパクト,-1.3654407140978864,5
17,8,18,ペイシャアーサー,牡4,58.0,丹内,本間,466(+6),美浦,2022104221,01091,ビッグアーサー,ペイシャマリヤ,タイキシャトル,-2.0231159656734063,8
