,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アマルフィー,牡4,58.0,城戸,荒川,栗東,2021106081,01147,ビーチパトロール Beach Patrol(米) ,テイクザスカイ ,ゴールドアリュール ,-1.848322659568594,12
1,1,2,サクラトップヒル,牡6,58.0,水口,浜田,栗東,2019106368,01133,キンシャサノキセキ ,ブロンコーネ ,ブライアンズタイム Brian's Time(米) ,0.7804518404766863,2
2,2,3,モーデン,牡7,58.0,荻野琢,藤沢,栗東,2018100442,01112,モーリス ,マートンパーク ,フレンチデピュティ French Deputy(米) ,-1.1523740183084765,6
3,2,4,ダズリングダンス,セ5,58.0,鮫島駿,小椋,栗東,2020105957,01157,タイセイレジェンド ,サンバダンサー ,アドマイヤマックス ,-2.6309258607715686,15
4,3,5,タイキバルドル,牡5,58.0,国分恭,勢司,美浦,2020106817,01124,ダイワメジャー ,タイキキララ ,キングヘイロー ,-1.844624391068352,11
5,3,6,テイエムタリスマ,牡4,58.0,幸,木原,栗東,2021109043,00732,タリスマニック Talismanic(英) ,ノンストップ ,オルフェーヴル ,0.8743795054013483,1
6,4,7,ダイチラファール,牡6,56.0,◇永島,粕谷,美浦,2019102469,01187,ホッコータルマエ ,スープリムシチー ,ネオユニヴァース ,0.1653795558981748,3
7,4,8,テーオールノワール,セ7,58.0,加藤,梅田,栗東,2018102350,01156,パイロ Pyro(米) ,オーシャンフリート ,アフリート Afleet(加) ,-1.4582563395476786,8
8,5,9,イエスウィズキャン,牡5,58.0,川須,羽月,栗東,2020100472,01128,デクラレーションオブウォー ,ジュエルメッセージ ,ダイワメジャー ,-1.58312211797158,10
9,5,10,ジークシュベルト,牡5,55.0,▲川端,高橋一,栗東,2020106593,01195,ファインニードル ,レオソレイユ ,オペラハウス Opera House(英) ,-1.075120321765581,5
10,6,11,ゼンカイパイロ,牡4,56.0,△吉村,千田,栗東,2021100337,01216,パイロ Pyro(米) ,ツウカイヤスナム ,カリスタグローリ ,-2.530326904217998,13
11,6,12,イリスアスール,牝4,56.0,角田和,角田,栗東,2021103493,01186,イスラボニータ ,クイックメール ,タイキシャトル ,-0.6561599387243561,4
12,7,13,ブルーデイジー,牝6,53.0,▲古川奈,的場,美浦,2019101340,01190,ディスクリートキャット Discreet Cat(米) ,シャイニングスルー ,スペシャルウィーク ,-1.5818407757125115,9
13,7,14,グリモワール,牝6,56.0,菱田,奥平,美浦,2019102371,01144,キンシャサノキセキ ,ケイアイメルヘン ,エンドスウィープ End Sweep(米) ,-2.7655311819475648,16
14,8,15,ピカリ,牝4,56.0,西村淳,森秀,栗東,2021110137,01171,Twirling Candy ,Laudation ,Congrats (米) ,-2.582797935074964,14
15,8,16,スーパーアグリ,牡5,58.0,坂井,矢作,栗東,2020103340,01163,リオンディーズ ,クラシックリディア ,ハービンジャー Harbinger(英) ,-1.4337980460780426,7
