,式別,馬番,配当,人気
0,単勝,8,2330,8
1,複勝,8,600,7
2,複勝,7,280,5
3,複勝,6,190,2
4,枠連,4-5,2880,12
5,馬連,7-8,12950,38
6,ワイド,7-8,3160,39
7,ワイド,6-8,1670,18
8,ワイド,6-7,760,8
9,馬単,8→7,27180,76
10,3連複,6-7-8,13880,46
11,3連単,8→7→6,113560,371
