,式別,馬番,配当,人気
0,単勝,10,330,1
1,複勝,10,130,1
2,複勝,6,120,2
3,複勝,4,270,5
4,枠連,6-8,270,1
5,馬連,6-10,460,1
6,ワイド,6-10,230,1
7,ワイド,4-10,580,5
8,ワイド,4-6,720,10
9,馬単,10→6,1020,2
10,3連複,4-6-10,1660,3
11,3連単,10→6→4,6420,9
