,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202608030903,1,2,4,ヤマニンフェイエル,牡3,57,岩田望来,0:1:08.4,,1-1,34.5,6.3,3,460,[西]中村直也,1200,曇,芝,良,2026年05月23日,未勝利,2023104358,01174
202608030903,2,4,7,カルロット,牡3,57,武豊,0:1:08.5,1/2,13-13,33.5,6.4,4,512,[西]武幸四郎,1200,曇,芝,良,2026年05月23日,未勝利,2023105339,00666
202608030903,3,6,11,スッサンエア,牝3,55,鮫島克駿,0:1:08.5,ハナ,5-6,34.3,61.4,13,436,[西]河嶋宏樹,1200,曇,芝,良,2026年05月23日,未勝利,2023102151,01157
202608030903,4,8,15,コスモファーブロス,牝3,55,戸崎圭太,0:1:08.5,ハナ,12-13,33.5,17.2,7,416,[西]吉田直弘,1200,曇,芝,良,2026年05月23日,未勝利,2023106420,05386
202608030903,5,4,8,グレンセロース,牝3,55,池添謙一,0:1:08.7,1.1/4,2-2,34.7,13.9,6,442,[西]池添学,1200,曇,芝,良,2026年05月23日,未勝利,2023103794,01032
202608030903,6,5,9,フルムーン,牡3,57,高杉吏麒,0:1:08.8,クビ,11-10,33.9,2.7,1,468,[西]藤岡健一,1200,曇,芝,良,2026年05月23日,未勝利,2023100610,01213
202608030903,7,1,2,リヴァイ,牡3,57,西村淳也,0:1:08.8,クビ,5-3,34.6,5.6,2,512,[西]高野友和,1200,曇,芝,良,2026年05月23日,未勝利,2023103585,01171
202608030903,8,7,13,ヒッグスボソン,牡3,57,斎藤新,0:1:08.9,クビ,13-11,34.0,17.6,8,424,[西]高橋義忠,1200,曇,芝,良,2026年05月23日,未勝利,2023101122,01178
202608030903,9,7,14,エコロデュラン,牡3,57,坂井瑠星,0:1:09.0,1/2,7-7,34.5,56.5,12,456,[西]矢作芳人,1200,曇,芝,良,2026年05月23日,未勝利,2023103623,01163
202608030903,10,5,10,ジューンオアシス,牡3,57,菱田裕二,0:1:09.0,ハナ,16-15,33.5,49.0,11,466,[西]飯田祐史,1200,曇,芝,良,2026年05月23日,未勝利,2023101722,01144
202608030903,11,8,16,ダノンステート,牡3,57,横山和生,0:1:09.2,1.1/4,15-15,33.8,49.0,10,482,[西]千田輝彦,1200,曇,芝,良,2026年05月23日,未勝利,2023105024,01140
202608030903,12,3,6,ヴィゴラスガイア,牝3,55,吉村誠之,0:1:09.2,ハナ,7-7,34.7,343.1,16,404,[西]武英智,1200,曇,芝,良,2026年05月23日,未勝利,2023105113,01216
202608030903,13,1,1,ルナーマンス,牝3,55,団野大成,0:1:09.2,クビ,4-3,35.1,22.4,9,438,[西]斉藤崇史,1200,曇,芝,良,2026年05月23日,未勝利,2023101176,01180
202608030903,14,6,12,メイショウジーニー,牝3,55,幸英明,0:1:09.5,1.1/2,2-3,35.5,228.1,15,400,[西]秋山真一,1200,曇,芝,良,2026年05月23日,未勝利,2023106566,00732
202608030903,15,3,5,レガリアーナ,牝3,55,松若風馬,0:1:09.6,1/2,10-11,34.9,199.8,14,376,[西]安達昭夫,1200,曇,芝,良,2026年05月23日,未勝利,2023103763,01154
202608030903,16,2,3,リフルフォース,牝3,55,北村友一,0:1:09.8,1.1/2,7-7,35.4,12.9,5,466,[西]上村洋行,1200,曇,芝,良,2026年05月23日,未勝利,2023105788,01102
