race_type,course_len,ground_state,class,体重帯,1着,2着,3着,着外
ダート,1300,全,未勝利,390,0,0,0,6
ダート,1300,全,未勝利,400,2,0,0,23
ダート,1300,全,未勝利,410,0,1,0,39
ダート,1300,全,未勝利,420,3,2,5,68
ダート,1300,全,未勝利,430,4,3,5,111
ダート,1300,全,未勝利,440,8,10,5,147
ダート,1300,全,未勝利,450,18,17,13,155
ダート,1300,全,未勝利,460,19,14,17,184
ダート,1300,全,未勝利,470,13,17,13,148
ダート,1300,全,未勝利,480,9,9,19,107
ダート,1300,全,未勝利,490,8,11,10,75
ダート,1300,全,未勝利,500,5,7,3,50
ダート,1300,全,未勝利,510,2,3,2,39
ダート,1300,全,未勝利,520,3,1,2,22
ダート,1300,全,未勝利,530,1,0,1,11
ダート,1300,全,未勝利,540,0,0,0,6
ダート,1300,全,未勝利,550,0,0,0,6
ダート,1300,稍重,1勝クラス,420,0,0,1,1
ダート,1300,稍重,1勝クラス,430,0,0,0,2
ダート,1300,稍重,1勝クラス,440,0,0,0,2
ダート,1300,稍重,1勝クラス,450,1,1,0,3
ダート,1300,稍重,1勝クラス,460,0,0,0,5
ダート,1300,稍重,1勝クラス,470,1,0,0,4
ダート,1300,稍重,1勝クラス,480,0,0,0,6
ダート,1300,稍重,1勝クラス,490,0,0,0,5
ダート,1300,稍重,1勝クラス,500,0,1,0,3
ダート,1300,稍重,1勝クラス,510,1,0,0,3
ダート,1300,稍重,1勝クラス,520,0,1,0,0
ダート,1300,稍重,1勝クラス,530,0,0,1,1
ダート,1300,稍重,1勝クラス,540,0,0,1,0
ダート,1300,稍重,2勝クラス,440,0,0,1,2
ダート,1300,稍重,2勝クラス,450,0,0,1,6
ダート,1300,稍重,2勝クラス,460,1,1,0,17
ダート,1300,稍重,2勝クラス,470,2,0,2,10
ダート,1300,稍重,2勝クラス,480,1,3,0,8
ダート,1300,稍重,2勝クラス,490,0,1,1,11
ダート,1300,稍重,2勝クラス,500,0,0,0,7
ダート,1300,稍重,2勝クラス,510,1,0,0,4
ダート,1300,稍重,2勝クラス,520,0,1,1,9
ダート,1300,稍重,2勝クラス,530,1,0,0,1
ダート,1300,稍重,3勝クラス,460,0,0,0,2
ダート,1300,稍重,3勝クラス,470,0,1,0,3
ダート,1300,稍重,3勝クラス,480,0,0,0,1
ダート,1300,稍重,3勝クラス,490,0,0,0,1
ダート,1300,稍重,3勝クラス,500,1,0,0,1
ダート,1300,稍重,3勝クラス,510,0,0,1,3
ダート,1300,稍重,3勝クラス,520,0,0,0,1
ダート,1300,稍重,3勝クラス,530,0,0,0,1
ダート,1300,稍重,all,390,0,0,0,1
ダート,1300,稍重,all,400,1,0,0,5
ダート,1300,稍重,all,410,0,0,0,9
ダート,1300,稍重,all,420,2,1,1,10
ダート,1300,稍重,all,430,1,1,3,23
ダート,1300,稍重,all,440,1,3,2,39
ダート,1300,稍重,all,450,4,1,3,33
ダート,1300,稍重,all,460,2,5,5,60
ダート,1300,稍重,all,470,7,6,5,50
ダート,1300,稍重,all,480,4,7,4,42
ダート,1300,稍重,all,490,0,2,1,38
ダート,1300,稍重,all,500,4,2,0,25
ダート,1300,稍重,all,510,3,0,2,20
ダート,1300,稍重,all,520,0,2,2,12
ダート,1300,稍重,all,530,1,0,1,8
ダート,1300,稍重,all,540,0,0,1,1
ダート,1300,稍重,all,550,0,0,0,2
ダート,1300,稍重,新馬,420,0,1,0,2
ダート,1300,稍重,新馬,430,0,0,0,2
ダート,1300,稍重,新馬,450,1,0,0,0
ダート,1300,稍重,新馬,460,0,0,1,4
ダート,1300,稍重,新馬,470,0,0,0,1
ダート,1300,稍重,新馬,490,0,0,0,2
ダート,1300,稍重,新馬,540,0,0,0,1
ダート,1300,稍重,未勝利,390,0,0,0,1
ダート,1300,稍重,未勝利,400,1,0,0,5
ダート,1300,稍重,未勝利,410,0,0,0,9
ダート,1300,稍重,未勝利,420,2,0,0,7
ダート,1300,稍重,未勝利,430,1,1,3,19
ダート,1300,稍重,未勝利,440,1,3,1,34
ダート,1300,稍重,未勝利,450,2,0,2,24
ダート,1300,稍重,未勝利,460,1,4,4,29
ダート,1300,稍重,未勝利,470,4,5,3,30
ダート,1300,稍重,未勝利,480,3,4,4,24
ダート,1300,稍重,未勝利,490,0,1,0,18
ダート,1300,稍重,未勝利,500,2,0,0,14
ダート,1300,稍重,未勝利,510,1,0,1,9
ダート,1300,稍重,未勝利,520,0,0,0,2
ダート,1300,稍重,未勝利,530,0,0,0,3
ダート,1300,稍重,未勝利,550,0,0,0,2
ダート,1300,良,1勝クラス,400,0,0,1,0
ダート,1300,良,1勝クラス,410,0,0,0,2
ダート,1300,良,1勝クラス,420,0,0,0,3
ダート,1300,良,1勝クラス,430,0,1,1,8
ダート,1300,良,1勝クラス,440,2,2,0,20
ダート,1300,良,1勝クラス,450,1,2,2,24
ダート,1300,良,1勝クラス,460,4,2,3,39
ダート,1300,良,1勝クラス,470,2,6,5,39
ダート,1300,良,1勝クラス,480,2,4,2,35
ダート,1300,良,1勝クラス,490,3,1,3,37
ダート,1300,良,1勝クラス,500,4,1,3,29
ダート,1300,良,1勝クラス,510,2,2,2,18
ダート,1300,良,1勝クラス,520,0,0,1,8
ダート,1300,良,1勝クラス,530,2,1,0,6
ダート,1300,良,1勝クラス,540,1,0,0,5
ダート,1300,良,1勝クラス,550,0,1,0,7
ダート,1300,良,2勝クラス,420,0,0,0,2
ダート,1300,良,2勝クラス,430,0,0,0,4
ダート,1300,良,2勝クラス,440,0,2,2,11
ダート,1300,良,2勝クラス,450,2,0,0,24
ダート,1300,良,2勝クラス,460,1,4,1,19
ダート,1300,良,2勝クラス,470,5,3,1,33
ダート,1300,良,2勝クラス,480,1,1,5,36
ダート,1300,良,2勝クラス,490,4,1,6,34
ダート,1300,良,2勝クラス,500,3,5,0,31
ダート,1300,良,2勝クラス,510,2,2,2,22
ダート,1300,良,2勝クラス,520,1,1,2,25
ダート,1300,良,2勝クラス,530,0,1,0,5
ダート,1300,良,2勝クラス,540,0,0,1,3
ダート,1300,良,2勝クラス,550,1,0,0,1
ダート,1300,良,3勝クラス,440,0,0,1,2
ダート,1300,良,3勝クラス,450,0,0,0,1
ダート,1300,良,3勝クラス,460,1,0,1,5
ダート,1300,良,3勝クラス,470,0,1,1,9
ダート,1300,良,3勝クラス,480,0,0,0,13
ダート,1300,良,3勝クラス,490,0,1,0,9
ダート,1300,良,3勝クラス,500,1,2,0,3
ダート,1300,良,3勝クラス,510,1,0,0,7
ダート,1300,良,3勝クラス,530,0,0,0,1
ダート,1300,良,3勝クラス,540,1,0,1,0
ダート,1300,良,3勝クラス,550,0,0,0,1
ダート,1300,良,all,380,0,0,0,4
ダート,1300,良,all,390,0,0,0,3
ダート,1300,良,all,400,1,1,1,16
ダート,1300,良,all,410,0,0,0,28
ダート,1300,良,all,420,2,1,5,61
ダート,1300,良,all,430,2,3,3,93
ダート,1300,良,all,440,8,11,7,137
ダート,1300,良,all,450,14,16,14,164
ダート,1300,良,all,460,19,17,16,204
ダート,1300,良,all,470,16,20,17,192
ダート,1300,良,all,480,8,10,19,157
ダート,1300,良,all,490,15,14,16,138
ダート,1300,良,all,500,15,12,6,93
ダート,1300,良,all,510,7,7,6,81
ダート,1300,良,all,520,4,2,4,46
ダート,1300,良,all,530,3,2,1,20
ダート,1300,良,all,540,2,0,2,13
ダート,1300,良,all,550,1,1,0,14
ダート,1300,良,新馬,400,0,1,0,1
ダート,1300,良,新馬,410,0,0,0,2
ダート,1300,良,新馬,420,1,1,0,9
ダート,1300,良,新馬,430,0,0,0,13
ダート,1300,良,新馬,440,1,1,0,15
ダート,1300,良,新馬,450,0,0,2,14
ダート,1300,良,新馬,460,0,2,1,17
ダート,1300,良,新馬,470,2,2,3,16
ダート,1300,良,新馬,480,1,0,1,9
ダート,1300,良,新馬,490,1,3,1,13
ダート,1300,良,新馬,500,2,0,1,4
ダート,1300,良,新馬,510,1,0,1,3
ダート,1300,良,新馬,520,0,0,0,1
ダート,1300,良,新馬,530,1,0,0,0
ダート,1300,良,新馬,550,0,0,0,1
ダート,1300,良,未勝利,380,0,0,0,4
ダート,1300,良,未勝利,390,0,0,0,3
ダート,1300,良,未勝利,400,1,0,0,15
ダート,1300,良,未勝利,410,0,0,0,24
ダート,1300,良,未勝利,420,1,0,5,47
ダート,1300,良,未勝利,430,2,2,2,67
ダート,1300,良,未勝利,440,5,6,4,89
ダート,1300,良,未勝利,450,11,12,10,101
ダート,1300,良,未勝利,460,13,9,9,121
ダート,1300,良,未勝利,470,6,8,6,84
ダート,1300,良,未勝利,480,4,4,10,57
ダート,1300,良,未勝利,490,7,8,6,40
ダート,1300,良,未勝利,500,3,4,2,22
ダート,1300,良,未勝利,510,1,3,1,26
ダート,1300,良,未勝利,520,3,1,1,12
ダート,1300,良,未勝利,530,0,0,1,7
ダート,1300,良,未勝利,540,0,0,0,4
ダート,1300,良,未勝利,550,0,0,0,3
ダート,1300,重,1勝クラス,420,0,0,0,1
ダート,1300,重,1勝クラス,430,0,0,0,2
ダート,1300,重,1勝クラス,440,0,0,0,3
ダート,1300,重,1勝クラス,450,0,2,0,2
ダート,1300,重,1勝クラス,460,0,0,0,9
ダート,1300,重,1勝クラス,470,1,1,1,9
ダート,1300,重,1勝クラス,480,1,1,1,13
ダート,1300,重,1勝クラス,490,0,0,1,9
ダート,1300,重,1勝クラス,500,2,0,2,3
ダート,1300,重,1勝クラス,510,0,0,0,4
ダート,1300,重,1勝クラス,520,0,1,0,1
ダート,1300,重,1勝クラス,530,1,0,0,0
ダート,1300,重,2勝クラス,470,0,1,0,0
ダート,1300,重,2勝クラス,480,1,0,0,1
ダート,1300,重,2勝クラス,490,0,0,0,6
ダート,1300,重,2勝クラス,510,0,0,1,1
ダート,1300,重,3勝クラス,470,0,1,0,0
ダート,1300,重,3勝クラス,480,0,0,1,4
ダート,1300,重,3勝クラス,500,0,0,0,1
ダート,1300,重,3勝クラス,510,0,0,0,2
ダート,1300,重,3勝クラス,520,1,0,0,2
ダート,1300,重,all,380,0,0,0,1
ダート,1300,重,all,390,0,0,0,1
ダート,1300,重,all,400,0,0,0,2
ダート,1300,重,all,410,0,1,0,3
ダート,1300,重,all,420,0,1,0,13
ダート,1300,重,all,430,1,0,1,20
ダート,1300,重,all,440,0,0,0,23
ダート,1300,重,all,450,4,6,0,22
ダート,1300,重,all,460,3,1,3,39
ダート,1300,重,all,470,3,7,3,26
ダート,1300,重,all,480,3,1,6,29
ダート,1300,重,all,490,2,1,4,34
ダート,1300,重,all,500,2,2,2,11
ダート,1300,重,all,510,1,0,1,10
ダート,1300,重,all,520,1,1,1,6
ダート,1300,重,all,530,1,0,0,1
ダート,1300,重,all,540,0,0,0,3
ダート,1300,重,all,550,0,0,0,1
ダート,1300,重,新馬,410,0,0,0,2
ダート,1300,重,新馬,420,0,0,0,1
ダート,1300,重,新馬,430,0,0,1,1
ダート,1300,重,新馬,440,0,0,0,5
ダート,1300,重,新馬,450,0,1,0,2
ダート,1300,重,新馬,460,0,1,0,2
ダート,1300,重,新馬,470,0,0,0,3
ダート,1300,重,新馬,480,0,0,1,2
ダート,1300,重,新馬,490,1,0,0,6
ダート,1300,重,新馬,500,0,0,0,1
ダート,1300,重,新馬,510,1,0,0,0
ダート,1300,重,新馬,540,0,0,0,1
ダート,1300,重,未勝利,380,0,0,0,1
ダート,1300,重,未勝利,390,0,0,0,1
ダート,1300,重,未勝利,400,0,0,0,2
ダート,1300,重,未勝利,410,0,1,0,1
ダート,1300,重,未勝利,420,0,1,0,11
ダート,1300,重,未勝利,430,1,0,0,17
ダート,1300,重,未勝利,440,0,0,0,15
ダート,1300,重,未勝利,450,4,3,0,18
ダート,1300,重,未勝利,460,3,0,3,28
ダート,1300,重,未勝利,470,2,4,2,14
ダート,1300,重,未勝利,480,1,0,3,9
ダート,1300,重,未勝利,490,1,1,3,13
ダート,1300,重,未勝利,500,0,2,0,6
ダート,1300,重,未勝利,510,0,0,0,3
ダート,1300,重,未勝利,520,0,0,1,3
ダート,1300,重,未勝利,530,0,0,0,1
ダート,1300,重,未勝利,540,0,0,0,2
ダート,1300,重,未勝利,550,0,0,0,1
ダート,1400,不良,1勝クラス,400,0,0,0,1
ダート,1400,不良,1勝クラス,410,1,0,0,3
ダート,1400,不良,1勝クラス,420,0,0,0,1
ダート,1400,不良,1勝クラス,430,0,0,0,3
ダート,1400,不良,1勝クラス,440,0,0,1,4
ダート,1400,不良,1勝クラス,450,1,1,2,15
ダート,1400,不良,1勝クラス,460,0,1,1,9
ダート,1400,不良,1勝クラス,470,0,2,1,8
ダート,1400,不良,1勝クラス,480,1,0,0,8
ダート,1400,不良,1勝クラス,490,1,0,0,13
ダート,1400,不良,1勝クラス,500,1,2,2,7
ダート,1400,不良,1勝クラス,510,1,1,0,2
ダート,1400,不良,1勝クラス,520,0,0,0,3
ダート,1400,不良,1勝クラス,530,1,0,0,0
ダート,1400,不良,1勝クラス,550,0,0,0,1
ダート,1400,不良,2勝クラス,430,0,0,0,1
ダート,1400,不良,2勝クラス,440,0,0,0,3
ダート,1400,不良,2勝クラス,450,0,0,0,1
ダート,1400,不良,2勝クラス,460,3,1,0,9
ダート,1400,不良,2勝クラス,470,1,0,2,6
ダート,1400,不良,2勝クラス,480,0,1,0,6
ダート,1400,不良,2勝クラス,490,0,1,1,8
ダート,1400,不良,2勝クラス,500,0,1,1,1
ダート,1400,不良,2勝クラス,510,0,0,0,4
ダート,1400,不良,2勝クラス,520,0,0,0,6
ダート,1400,不良,2勝クラス,530,0,0,0,2
ダート,1400,不良,2勝クラス,540,0,0,0,1
ダート,1400,不良,3勝クラス,450,0,0,1,0
ダート,1400,不良,3勝クラス,470,0,0,1,3
ダート,1400,不良,3勝クラス,480,0,1,0,5
ダート,1400,不良,3勝クラス,490,2,0,0,4
ダート,1400,不良,3勝クラス,500,0,0,0,6
ダート,1400,不良,3勝クラス,510,0,0,0,5
ダート,1400,不良,3勝クラス,530,0,0,0,1
ダート,1400,不良,3勝クラス,550,0,1,0,0
ダート,1400,不良,all,380,0,0,0,1
ダート,1400,不良,all,390,0,0,0,1
ダート,1400,不良,all,400,0,1,1,6
ダート,1400,不良,all,410,1,0,1,9
ダート,1400,不良,all,420,0,1,0,29
ダート,1400,不良,all,430,2,2,0,49
ダート,1400,不良,all,440,1,6,5,49
ダート,1400,不良,all,450,5,3,4,63
ダート,1400,不良,all,460,8,5,7,62
ダート,1400,不良,all,470,3,10,9,62
ダート,1400,不良,all,480,6,3,5,45
ダート,1400,不良,all,490,6,2,2,55
ダート,1400,不良,all,500,5,3,7,25
ダート,1400,不良,all,510,2,2,1,22
ダート,1400,不良,all,520,1,2,0,18
ダート,1400,不良,all,530,2,1,0,5
ダート,1400,不良,all,540,0,0,0,5
ダート,1400,不良,all,550,0,1,0,3
ダート,1400,不良,オープン,450,0,0,0,1
ダート,1400,不良,オープン,460,0,0,1,1
ダート,1400,不良,オープン,470,0,1,0,2
ダート,1400,不良,オープン,480,1,0,0,2
ダート,1400,不良,オープン,490,0,0,0,4
ダート,1400,不良,オープン,500,1,0,0,4
ダート,1400,不良,オープン,510,0,0,1,4
ダート,1400,不良,オープン,520,0,1,0,5
ダート,1400,不良,オープン,530,0,0,0,2
ダート,1400,不良,オープン,540,0,0,0,1
ダート,1400,不良,新馬,410,0,0,0,2
ダート,1400,不良,新馬,420,0,0,0,3
ダート,1400,不良,新馬,430,0,0,0,8
ダート,1400,不良,新馬,440,0,0,1,9
ダート,1400,不良,新馬,450,0,1,0,7
ダート,1400,不良,新馬,460,2,2,1,11
ダート,1400,不良,新馬,470,1,2,1,8
ダート,1400,不良,新馬,480,1,1,3,10
ダート,1400,不良,新馬,490,0,0,0,7
ダート,1400,不良,新馬,500,2,0,0,3
ダート,1400,不良,新馬,510,0,0,0,4
ダート,1400,不良,新馬,520,0,0,0,1
ダート,1400,不良,新馬,540,0,0,0,2
ダート,1400,不良,新馬,550,0,0,0,1
ダート,1400,不良,未勝利,380,0,0,0,1
ダート,1400,不良,未勝利,390,0,0,0,1
ダート,1400,不良,未勝利,400,0,1,1,5
ダート,1400,不良,未勝利,410,0,0,1,4
ダート,1400,不良,未勝利,420,0,1,0,25
ダート,1400,不良,未勝利,430,2,2,0,37
ダート,1400,不良,未勝利,440,1,6,3,33
ダート,1400,不良,未勝利,450,4,1,1,39
ダート,1400,不良,未勝利,460,3,1,4,32
ダート,1400,不良,未勝利,470,1,5,4,35
ダート,1400,不良,未勝利,480,3,0,2,14
ダート,1400,不良,未勝利,490,3,1,1,19
ダート,1400,不良,未勝利,500,1,0,4,4
ダート,1400,不良,未勝利,510,1,1,0,3
ダート,1400,不良,未勝利,520,1,1,0,3
ダート,1400,不良,未勝利,530,1,1,0,0
ダート,1400,不良,未勝利,540,0,0,0,1
ダート,1400,不良,未勝利,550,0,0,0,1
ダート,1400,全,1勝クラス,380,0,0,0,1
ダート,1400,全,1勝クラス,390,1,1,0,3
ダート,1400,全,1勝クラス,400,0,2,1,8
ダート,1400,全,1勝クラス,410,4,0,1,23
ダート,1400,全,1勝クラス,420,2,1,2,36
ダート,1400,全,1勝クラス,430,2,3,7,98
ダート,1400,全,1勝クラス,440,3,10,10,156
ダート,1400,全,1勝クラス,450,22,16,12,260
ダート,1400,全,1勝クラス,460,19,15,29,312
ダート,1400,全,1勝クラス,470,35,26,24,326
ダート,1400,全,1勝クラス,480,25,24,25,297
ダート,1400,全,1勝クラス,490,13,30,25,254
ダート,1400,全,1勝クラス,500,20,26,19,178
ダート,1400,全,1勝クラス,510,14,6,11,117
ダート,1400,全,1勝クラス,520,13,9,6,91
ダート,1400,全,1勝クラス,530,4,4,4,46
ダート,1400,全,1勝クラス,540,4,1,1,11
ダート,1400,全,1勝クラス,550,1,6,4,29
ダート,1400,全,2勝クラス,390,0,0,0,1
ダート,1400,全,2勝クラス,400,0,0,0,1
ダート,1400,全,2勝クラス,410,4,1,0,2
ダート,1400,全,2勝クラス,420,2,0,2,12
ダート,1400,全,2勝クラス,430,1,1,2,30
ダート,1400,全,2勝クラス,440,1,3,0,63
ダート,1400,全,2勝クラス,450,5,1,8,111
ダート,1400,全,2勝クラス,460,15,16,14,173
ダート,1400,全,2勝クラス,470,10,19,15,190
ダート,1400,全,2勝クラス,480,15,15,19,208
ダート,1400,全,2勝クラス,490,18,13,17,178
ダート,1400,全,2勝クラス,500,9,14,12,177
ダート,1400,全,2勝クラス,510,13,10,5,106
ダート,1400,全,2勝クラス,520,7,7,8,58
ダート,1400,全,2勝クラス,530,3,7,6,37
ダート,1400,全,2勝クラス,540,6,2,1,15
ダート,1400,全,2勝クラス,550,1,1,1,12
ダート,1400,全,3勝クラス,410,0,0,0,3
ダート,1400,全,3勝クラス,420,2,0,0,2
ダート,1400,全,3勝クラス,430,1,1,1,5
ダート,1400,全,3勝クラス,440,1,1,1,10
ダート,1400,全,3勝クラス,450,1,2,4,25
ダート,1400,全,3勝クラス,460,1,3,4,54
ダート,1400,全,3勝クラス,470,4,9,9,88
ダート,1400,全,3勝クラス,480,10,6,7,98
ダート,1400,全,3勝クラス,490,5,9,7,91
ダート,1400,全,3勝クラス,500,8,9,10,86
ダート,1400,全,3勝クラス,510,5,6,2,66
ダート,1400,全,3勝クラス,520,6,1,3,40
ダート,1400,全,3勝クラス,530,3,0,0,22
ダート,1400,全,3勝クラス,540,2,1,1,12
ダート,1400,全,3勝クラス,550,0,1,0,7
ダート,1400,全,all,380,0,2,0,11
ダート,1400,全,all,390,1,1,0,31
ダート,1400,全,all,400,2,5,3,77
ダート,1400,全,all,410,13,2,4,157
ダート,1400,全,all,420,15,10,16,300
ダート,1400,全,all,430,15,21,32,501
ダート,1400,全,all,440,33,43,51,685
ダート,1400,全,all,450,68,58,62,948
ダート,1400,全,all,460,84,93,96,1105
ダート,1400,全,all,470,100,111,99,1181
ダート,1400,全,all,480,100,95,97,1092
ダート,1400,全,all,490,78,90,82,945
ダート,1400,全,all,500,71,80,71,711
ダート,1400,全,all,510,53,36,38,465
ダート,1400,全,all,520,34,23,22,285
ダート,1400,全,all,530,21,18,16,169
ダート,1400,全,all,540,16,6,8,79
ダート,1400,全,all,550,4,10,9,84
ダート,1400,全,オープン,420,0,0,0,2
ダート,1400,全,オープン,430,0,0,0,5
ダート,1400,全,オープン,440,0,0,0,5
ダート,1400,全,オープン,450,0,0,0,15
ダート,1400,全,オープン,460,5,0,3,42
ダート,1400,全,オープン,470,3,4,4,41
ダート,1400,全,オープン,480,3,7,4,67
ダート,1400,全,オープン,490,8,5,6,70
ダート,1400,全,オープン,500,6,6,9,83
ダート,1400,全,オープン,510,4,7,7,59
ダート,1400,全,オープン,520,2,3,1,36
ダート,1400,全,オープン,530,4,3,2,28
ダート,1400,全,オープン,540,2,2,1,20
ダート,1400,全,オープン,550,1,1,1,12
ダート,1400,全,新馬,380,0,0,0,1
ダート,1400,全,新馬,390,0,0,0,5
ダート,1400,全,新馬,400,0,2,0,5
ダート,1400,全,新馬,410,1,0,1,16
ダート,1400,全,新馬,420,3,1,1,49
ダート,1400,全,新馬,430,2,1,1,47
ダート,1400,全,新馬,440,2,5,6,86
ダート,1400,全,新馬,450,4,5,7,86
ダート,1400,全,新馬,460,9,17,7,81
