,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アドバンスファラオ,牡5,58.0,吉田豊,森秀,506(+4),栗東,2020110106,00733,American Pharoah  (米)  ,Fair Huntress  ,Tiznow  ,-0.019413189952361777,9
1,1,2,タイセイブレイズ,牡7,57.0,松岡,牧浦,466(-2),栗東,2018102969,01085,ワールドエース  ,ニシノヘレンド  ,Oasis Dream  (英)  ,-0.08632356278447832,10
2,2,3,ジャスティンアース,牡4,57.0,菅原明,杉山晴,478(0),栗東,2021103282,01179,キズナ  ,ユーヴェットシー  Yuvetsi(米)  ,Bodemeister  ,0.264232607911987,6
3,2,4,モズミギカタアガリ,牝4,55.0,津村,藤岡,470(+2),栗東,2021102868,01092,グランプリボス  ,モズソフィ  ,マンハッタンカフェ  ,-1.2401141314847242,14
4,3,5,パラシュラーマ,牡5,57.0,北村宏,浜田,494(-4),栗東,2020105622,01043,トランセンド  ,クライミングローズ  ,マンハッタンカフェ  ,0.6562451909499993,3
5,3,6,リジル,牝4,55.0,浜中,奥村豊,490(+6),栗東,2021101457,01115,ダノンレジェンド  ,ロイヤルスピリッツ  ,ハーツクライ  ,1.5495514793695697,1
6,4,7,マルモリスペシャル,牡6,58.0,泉谷,大橋,544(-10),栗東,2019100252,01182,バトルプラン  Battle Plan(米)  ,サリール  ,スペシャルウィーク  ,-1.704983930093249,15
7,4,8,ハギノアトラス,セ9,57.0,柴田大,宮地,488(+14),栗東,2016102663,01009,クロフネ  ,ハギノアーク  ,アドマイヤムーン  ,-3.601631004991706,16
8,5,9,ノーブルロジャー,牡4,58.0,石川,吉岡,498(+6),栗東,2021110148,01150,パレスマリス  ,Noble Ready  ,More Than Ready  ,0.26254728735368554,7
9,5,10,アクートゥス,牡5,57.0,内田博,藤原,464(+4),栗東,2020102625,00422,ルーラーシップ  ,アッフィラート  ,ディープインパクト  ,-1.0492059376829435,13
10,6,11,ハチメンロッピ,牡5,57.0,原,矢野,518(-2),美浦,2020106756,01184,キンシャサノキセキ  ,メイショウユウゼン  ,タイキシャトル  ,-0.8207537547661334,12
11,6,12,サトノフェニックス,牡4,57.0,石橋脩,西園正,506(+6),栗東,2021101444,01077,ヘニーヒューズ  Henny Hughes(米)  ,マーメイドティアラ  ,シンボリクリスエス  ,0.4204382681417648,4
12,7,13,インユアパレス,牡4,59.0,横山武,須貝,488(0),栗東,2021110126,01170,パレスマリス  ,クイーンズターフ  ,ディープインパクト  ,0.8931918427801205,2
13,7,14,サンライズパスカル,牡5,57.0,大野,石坂,530(-8),栗東,2020102343,01096,ミッキーアイル  ,ラブミーニキータ  ,クロフネ  ,0.031676341989447465,8
14,8,15,ジョージテソーロ,牡4,57.0,丸田恭介,嘉藤,476(-4),美浦,2021102078,01117,ベストウォーリア  ,グリンテソーロ  ,カジノドライヴ  ,0.392342563454138,5
15,8,16,ムーヴ,牡6,57.0,三浦,池上,482(+6),美浦,2019101759,01122,ラニ  ,スイートマルセル  ,ワイルドラッシュ  Wild Rush(米)  ,-0.2159901461841885,11
