,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ジェシーテソーロ,牡3,56.0,石橋脩,牧,486(+2),美浦,2022102260,01077,フィエールマン  ,トロントテソーロ  ,シャンハイボビー  Shanghai Bobby(米)  ,-0.3733766920753351,7
1,1,2,オリーブグリーン,牡3,56.0,柴田大,矢作,540(+14),栗東,2022105694,01009,ヘニーヒューズ  Henny Hughes(米)  ,クリッパールート  ,シンボリクリスエス  ,-0.9303344028172826,11
2,2,3,ユイノオールイン,牡3,56.0,木幡初,竹内,494(0),美浦,2022102732,01153,モズアスコット  ,シンデレラ  ,ハーツクライ  ,0.2758042128304492,1
3,2,4,ハウリングウィンド,牡3,56.0,松岡,安田,500(0),栗東,2022105321,01085,ブリックスアンドモルタル  Bricks and Mortar(米)  ,コンテスティッド  Contested(米)  ,Ghostzapper  ,-2.603199925181796,15
4,3,5,チュウワチーフ,牡3,56.0,三浦,小崎,474(-4),栗東,2022110117,01122,Tom's d'Etat  ,Figure  ,Overanalyze  ,-0.06878394717074844,4
5,3,6,フィーチャリング,セ3,56.0,原,和田郎,462(+14),美浦,2022105824,01184,ヘニーヒューズ  Henny Hughes(米)  ,バウンシーチューン  ,ステイゴールド  ,-1.500988910992471,13
6,4,7,キョウエイカンセ,牡4,55.0,▲遠藤,萱野,500(+2),美浦,2021101905,01218,ビッグアーサー  ,キョウエイレガシー  ,ハービンジャー  Harbinger(英)  ,-2.4457387304172395,14
7,4,8,セブンマイスター,牡4,58.0,横山武,千葉,536(-4),美浦,2021105688,01170,ドレフォン  Drefong(米)  ,ハピネスダンサー  ,メイショウサムソン  ,-0.23415166013086922,6
8,5,9,キチロクキャップ,牡3,56.0,内田博,松永康,524(0),美浦,2022103636,00422,ビッグアーサー  ,ミキノセレナーデ  ,コロナドズクエスト  Coronado's Quest(米)  ,-0.7868980204608512,10
9,5,10,エドワードバローズ,牡3,56.0,菅原明,奥村武,480(-4),美浦,2022105962,01179,ナダル  Nadal(米)  ,サンドラバローズ  ,ディープインパクト  ,-1.1105992437820327,12
10,6,11,ティアップドライブ,牡3,56.0,丸田,奥平,504(+6),美浦,2022100182,01117,リオンディーズ  ,ティアップブロンド  ,ゴールドアリュール  ,-2.9779446478106593,16
11,6,12,プルシャプラ,牡3,56.0,石川,池上,518(+10),美浦,2022100582,01150,エスポワールシチー  ,シャプレドサクレ  ,タートルボウル  Turtle Bowl(愛)  ,-0.7765378368041495,9
12,7,13,グアラニア,牡4,56.0,△長浜,矢野,498(0),美浦,2021103051,01214,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ファド  ,ダイワメジャー  ,-0.1121344647872551,5
13,7,14,コーリンカルベラ,牡4,58.0,吉田豊,小野,488(-8),美浦,2021101195,00733,サトノアラジン  ,コーリンブリリアン  ,キングカメハメハ  ,0.21207529112634235,3
14,8,15,マリンバンカー,牡4,58.0,岩部,南田,496(+6),美浦,2021103129,00726,エスケンデレヤ  ,ゲッカビジン  ,ヨハネスブルグ  Johannesburg(米)  ,-0.6429066382502995,8
15,8,16,エヌマエリシュ,牡3,56.0,津村,上原博,476(+12),美浦,2022104976,01092,ルヴァンスレーヴ  ,ピュアチャプレット  ,クロフネ  ,0.2568702910771298,2
