,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ピースフルナイト,牝5,56.0,戸崎圭,畑端,420(+6),栗東,2020106821,05386,ファインニードル  ,フロレンティナ  ,クロフネ  ,-2.857789975221047,11
1,2,2,レディメローラ,牝5,56.0,和田竜,北出,420(+18),栗東,2020101229,01018,ビッグアーサー  ,ビエンナーレ  ,ステイゴールド  ,-3.8859273163846884,12
2,3,3,フードマン,牡3,57.0,岩田望,小栗,482(-2),栗東,2022110056,01174,Kingman  (英)  ,Midnight Crossing  ,Dark Angel  ,-1.7915311883694782,7
3,3,4,キントラダンサー,牝3,55.0,西村淳,長谷川,470(+8),栗東,2022104387,01171,キタサンブラック  ,キントラ  Kintra(米)  ,Kingman  (英)  ,-2.1854623319564106,10
4,4,5,クールベイビー,牝4,56.0,荻野極,矢野,468(+4),美浦,2021100356,01160,アルアイン  ,クールユリア  ,ケイムホーム  Came Home(米)  ,-1.747850035513426,6
5,4,6,スーパーマン,牡5,58.0,松若,岩戸,490(+4),美浦,2020100956,01154,シルバーステート  ,アマノチェリーラン  ,デザートキング  Desert King(愛)  ,-0.5573207338757713,4
6,5,7,アンビバレント,牡5,58.0,田口,藤野,482(+6),栗東,2020102140,01208,ディスクリートキャット  Discreet Cat(米)  ,フォーミー  ,アドマイヤマックス  ,-5.404042089295453,14
7,5,8,アオイレーギーナ,牝3,55.0,池添,宮地,498(+6),栗東,2022102939,01032,リアルスティール  ,マチャプチャレ  ,ヨハネスブルグ  Johannesburg(米)  ,-0.3144390158809543,3
8,6,9,モジャーリオ,牡3,57.0,横山和,斎藤誠,462(+4),美浦,2022106603,01140,リオンディーズ  ,テルメディカラカラ  ,ハービンジャー  Harbinger(英)  ,-1.8322350069998081,8
9,6,10,ドナウパール,牝5,56.0,団野,斉藤崇,456(-14),栗東,2020103509,01180,エピファネイア  ,ドナウブルー  ,ディープインパクト  ,1.5023252671388039,1
10,7,11,ビービーエフォート,牝3,55.0,武豊,高柳瑞,402(-2),美浦,2022102421,00666,グレーターロンドン  ,ビービーラッハーン  ,シンボリクリスエス  ,0.43324666965527747,2
11,7,12,ルージュスエルテ,牝4,56.0,佐々木,国枝,480(0),美浦,2021105863,01197,ハーツクライ  ,リュズキナ  Ryzhkina(愛)  ,Storm Cat  (米)  ,-0.7683246962250315,5
12,8,13,シュブロンレーヴル,牝4,56.0,吉村,杉山佳,420(-2),栗東,2021105873,01216,オルフェーヴル  ,ルリエーヴル  ,ロードカナロア  ,-4.697488085787863,13
13,8,14,コウセキ,牡3,57.0,ルメール,西園正,486(0),栗東,2022110026,05339,Harry Angel  (愛)  ,Nonchalance  ,Dubawi  ,-1.894231614022993,9
