,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,コスモアマデウス,牡2,56.0,柴田大,畠山,490(0),美浦,2023106451,01009,Dawn Approach  (愛)  ,テオロジア  Teologia(愛)  ,Teofilo  ,-1.840841793857214,7
1,2,2,ビレッジルイーザ,牝2,51.0,★谷原,伊藤圭,446(+8),美浦,2023102170,01219,ノーブルミッション  Noble Mission(英)  ,オーシャンウェイ  Oceanway(米)  ,Street Cry  (愛)  ,-1.4375181422286307,6
2,3,3,レイヒストリコ,牡2,56.0,原,黒岩,498(+6),美浦,2023107163,01184,レイデオロ  ,ヒストリックレディ  ,ネオユニヴァース  ,-2.657146756470588,9
3,4,4,ハロングロットル,牡2,53.0,▲遠藤,伊藤伸,454(+6),美浦,2023106603,01218,ウインブライト  ,ブリッサ  ,ブラックホーク  ,-2.2367427489646334,8
4,5,5,マスカルポーネ,牝2,53.0,△長浜,水野,448(+2),美浦,2023104632,01214,リオンディーズ  ,ベーリーオクルス  ,キズナ  ,-2.919904062537106,10
5,6,6,グリーンガーネット,牝2,55.0,石橋脩,牧,458(+6),美浦,2023101215,01077,ダノンプレミアム  ,ニシノマドカ  ,ジャングルポケット  ,-0.5218041575980866,3
6,7,7,パッセージピーク,牡2,56.0,内田博,田村,496(+10),美浦,2023107275,00422,アドマイヤマーズ  ,メリート  ,Redoute's Choice  ,0.27356273210153315,2
7,7,8,ゼータレティクル,牝2,55.0,横山武,小手川,466(0),美浦,2023106416,01170,ビーチパトロール  Beach Patrol(米)  ,コスモレティクルム  ,ダノンシャンティ  ,-1.2855221878686303,5
8,8,9,セヴェロ,牡2,56.0,菅原明,池江,502(0),栗東,2023106969,01179,サトノダイヤモンド  ,クインアマランサス  ,キングカメハメハ  ,-1.053692821437351,4
9,8,10,ニシノマグノリア,牡2,56.0,石川,上原佑,424(+4),美浦,2023100067,01150,イスラボニータ  ,モクレン  ,Galileo  (愛)  ,0.6592859510547154,1
